student_id,school_id,grade_band,anonymized_student_key,active_flag
698,7,K-2,ANON-000698-3971,True
699,22,K-2,ANON-000699-9992,True
700,15,K-2,ANON-000700-5762,True
701,22,K-2,ANON-000701-5107,True
702,4,3-5,ANON-000702-8982,True
703,11,6-8,ANON-000703-3100,True
704,22,3-5,ANON-000704-2639,True
705,10,K-2,ANON-000705-4170,True
706,11,9-12,ANON-000706-8383,True
707,11,6-8,ANON-000707-3496,True
708,19,6-8,ANON-000708-6182,True
709,14,3-5,ANON-000709-1079,True
710,11,3-5,ANON-000710-4629,True
711,23,9-12,ANON-000711-5533,True
712,27,6-8,ANON-000712-3200,True
713,22,6-8,ANON-000713-8863,True
714,15,9-12,ANON-000714-6877,True
715,25,6-8,ANON-000715-8978,True
716,18,K-2,ANON-000716-3879,True
717,21,K-2,ANON-000717-5597,True
718,28,3-5,ANON-000718-9824,True
719,7,6-8,ANON-000719-2252,True
720,24,K-2,ANON-000720-1305,True
721,28,K-2,ANON-000721-7637,True
722,25,3-5,ANON-000722-1600,True
723,18,6-8,ANON-000723-9904,True
724,29,9-12,ANON-000724-3435,True
725,12,9-12,ANON-000725-4658,True
726,29,6-8,ANON-000726-3193,True
727,15,K-2,ANON-000727-7500,True
728,12,K-2,ANON-000728-4913,True
729,28,3-5,ANON-000729-9423,True
730,5,9-12,ANON-000730-3608,True
731,6,3-5,ANON-000731-8921,True
732,12,K-2,ANON-000732-4585,True
733,25,9-12,ANON-000733-4796,True
734,3,6-8,ANON-000734-7052,True
735,8,K-2,ANON-000735-4387,True
736,17,6-8,ANON-000736-7358,True
737,16,9-12,ANON-000737-1760,True
738,2,6-8,ANON-000738-2691,True
739,23,6-8,ANON-000739-5314,True
740,19,3-5,ANON-000740-7171,True
741,21,9-12,ANON-000741-6985,True
742,19,K-2,ANON-000742-9465,True
743,9,9-12,ANON-000743-4651,True
744,17,9-12,ANON-000744-6781,True
745,27,6-8,ANON-000745-8976,True
746,26,9-12,ANON-000746-1108,True
747,17,3-5,ANON-000747-8207,True
748,6,3-5,ANON-000748-2263,True
749,17,6-8,ANON-000749-4465,True
750,5,3-5,ANON-000750-3578,True
751,12,K-2,ANON-000751-4773,True
752,14,6-8,ANON-000752-2856,True
753,16,9-12,ANON-000753-8848,True
754,7,3-5,ANON-000754-7732,True
755,1,3-5,ANON-000755-1706,True
756,5,3-5,ANON-000756-3207,True
757,21,K-2,ANON-000757-3406,True
758,2,3-5,ANON-000758-5231,True
759,30,3-5,ANON-000759-9464,True
760,13,K-2,ANON-000760-5644,True
761,3,3-5,ANON-000761-8359,True
762,20,9-12,ANON-000762-8891,True
763,6,3-5,ANON-000763-7730,True
764,20,3-5,ANON-000764-3979,True
765,20,6-8,ANON-000765-3747,True
766,24,6-8,ANON-000766-8429,True
767,20,K-2,ANON-000767-4765,True
768,13,9-12,ANON-000768-3166,True
769,4,K-2,ANON-000769-4315,True
770,17,9-12,ANON-000770-3450,True
771,20,K-2,ANON-000771-3906,True
772,16,K-2,ANON-000772-9706,True
773,17,K-2,ANON-000773-2526,True
774,16,3-5,ANON-000774-9835,True
775,27,K-2,ANON-000775-8069,True
776,17,9-12,ANON-000776-7068,True
777,28,K-2,ANON-000777-9680,True
778,14,3-5,ANON-000778-8899,True
779,26,9-12,ANON-000779-6742,True
780,19,K-2,ANON-000780-7971,True
781,5,6-8,ANON-000781-8817,True
782,25,3-5,ANON-000782-2373,True
783,10,9-12,ANON-000783-5223,True
784,7,K-2,ANON-000784-1116,True
785,19,K-2,ANON-000785-9515,True
786,1,9-12,ANON-000786-4365,True
787,23,6-8,ANON-000787-7698,True
788,12,K-2,ANON-000788-3535,True
789,14,6-8,ANON-000789-5281,True
790,28,9-12,ANON-000790-6990,True
791,20,6-8,ANON-000791-7511,True
792,25,3-5,ANON-000792-7770,True
793,18,9-12,ANON-000793-3928,True
794,12,9-12,ANON-000794-5157,True
795,10,6-8,ANON-000795-7522,True
796,24,3-5,ANON-000796-2951,True
797,24,3-5,ANON-000797-8317,True
798,26,3-5,ANON-000798-2642,True
799,7,9-12,ANON-000799-6544,True
800,26,K-2,ANON-000800-3633,True
801,13,K-2,ANON-000801-2492,True
802,27,3-5,ANON-000802-8727,True
803,30,9-12,ANON-000803-2444,True
804,3,6-8,ANON-000804-4633,True
805,12,K-2,ANON-000805-1618,True
806,24,9-12,ANON-000806-7564,True
807,20,6-8,ANON-000807-1941,True
808,25,3-5,ANON-000808-9099,True
809,15,K-2,ANON-000809-4304,True
810,28,6-8,ANON-000810-4190,True
811,2,3-5,ANON-000811-3776,True
812,22,K-2,ANON-000812-6893,True
813,8,K-2,ANON-000813-3579,True
814,3,6-8,ANON-000814-7544,True
815,12,9-12,ANON-000815-7642,True
816,19,3-5,ANON-000816-9482,True
817,1,K-2,ANON-000817-2477,True
818,18,6-8,ANON-000818-6703,True
819,12,6-8,ANON-000819-4707,True
820,20,3-5,ANON-000820-8450,True
821,30,9-12,ANON-000821-1076,True
822,9,3-5,ANON-000822-7670,True
823,17,K-2,ANON-000823-2185,True
824,17,6-8,ANON-000824-6570,True
825,4,6-8,ANON-000825-9813,True
826,27,6-8,ANON-000826-8254,True
827,13,9-12,ANON-000827-4985,True
828,25,6-8,ANON-000828-8517,True
829,22,9-12,ANON-000829-1448,True
830,16,K-2,ANON-000830-5224,True
831,3,9-12,ANON-000831-4610,True
832,22,3-5,ANON-000832-6172,True
833,14,6-8,ANON-000833-9462,True
834,18,K-2,ANON-000834-5314,True
835,8,6-8,ANON-000835-2523,True
836,13,6-8,ANON-000836-2245,True
837,18,3-5,ANON-000837-8807,True
838,11,6-8,ANON-000838-4580,True
839,29,6-8,ANON-000839-3994,True
840,24,3-5,ANON-000840-9175,True
841,24,3-5,ANON-000841-4847,True
842,24,3-5,ANON-000842-5348,True
843,7,3-5,ANON-000843-4322,True
844,27,3-5,ANON-000844-6833,True
845,5,K-2,ANON-000845-2964,True
846,30,K-2,ANON-000846-9071,True
847,20,K-2,ANON-000847-9871,True
848,2,9-12,ANON-000848-7081,True
849,20,6-8,ANON-000849-9066,True
850,29,6-8,ANON-000850-9041,True
851,6,6-8,ANON-000851-7518,True
852,8,3-5,ANON-000852-1887,True
853,17,9-12,ANON-000853-8836,True
854,18,K-2,ANON-000854-9232,True
855,12,9-12,ANON-000855-3863,True
856,15,K-2,ANON-000856-9490,True
857,15,6-8,ANON-000857-1137,True
858,1,3-5,ANON-000858-7216,True
859,19,K-2,ANON-000859-6331,True
860,12,6-8,ANON-000860-4066,True
861,18,6-8,ANON-000861-4885,True
862,9,9-12,ANON-000862-6621,True
863,12,3-5,ANON-000863-9171,True
864,14,3-5,ANON-000864-7866,True
865,23,6-8,ANON-000865-6981,True
866,28,9-12,ANON-000866-5581,True
867,15,3-5,ANON-000867-3148,True
868,19,3-5,ANON-000868-2636,True
869,24,6-8,ANON-000869-4863,True
870,18,9-12,ANON-000870-7240,True
871,7,3-5,ANON-000871-3450,True
872,16,K-2,ANON-000872-3893,True
873,14,9-12,ANON-000873-3203,True
874,29,6-8,ANON-000874-8972,True
875,10,6-8,ANON-000875-1781,True
876,13,K-2,ANON-000876-3676,True
877,2,3-5,ANON-000877-5166,True
878,16,K-2,ANON-000878-8370,True
879,24,6-8,ANON-000879-5256,True
880,12,6-8,ANON-000880-5222,True
881,12,K-2,ANON-000881-7746,True
882,4,6-8,ANON-000882-4259,True
883,19,3-5,ANON-000883-5663,True
884,12,6-8,ANON-000884-9363,True
885,16,9-12,ANON-000885-2284,True
886,13,6-8,ANON-000886-8598,True
887,21,3-5,ANON-000887-3745,True
888,21,6-8,ANON-000888-7911,True
889,21,9-12,ANON-000889-2168,True
890,3,3-5,ANON-000890-6629,True
891,8,6-8,ANON-000891-6191,True
892,21,6-8,ANON-000892-5382,True
893,20,9-12,ANON-000893-5444,True
894,29,9-12,ANON-000894-6950,True
895,24,9-12,ANON-000895-7782,True
896,6,3-5,ANON-000896-1378,True
897,5,3-5,ANON-000897-5122,True
898,24,K-2,ANON-000898-4450,True
899,6,9-12,ANON-000899-2687,True
900,4,K-2,ANON-000900-8752,True
901,18,K-2,ANON-000901-1431,True
902,25,9-12,ANON-000902-9584,True
903,25,K-2,ANON-000903-2702,True
904,9,3-5,ANON-000904-2381,True
905,21,9-12,ANON-000905-6068,True
906,8,3-5,ANON-000906-5655,True
907,15,3-5,ANON-000907-3150,True
908,17,3-5,ANON-000908-1468,True
909,2,6-8,ANON-000909-6328,True
910,28,9-12,ANON-000910-8654,True
911,28,6-8,ANON-000911-9987,True
912,15,3-5,ANON-000912-9835,True
913,6,9-12,ANON-000913-8126,True
914,17,6-8,ANON-000914-6688,True
915,16,3-5,ANON-000915-2467,True
916,15,6-8,ANON-000916-6992,True
917,14,6-8,ANON-000917-3551,True
918,10,K-2,ANON-000918-1001,True
919,17,3-5,ANON-000919-6634,True
920,10,9-12,ANON-000920-9767,True
921,1,9-12,ANON-000921-8816,True
922,10,K-2,ANON-000922-8052,True
923,26,6-8,ANON-000923-4788,True
924,26,K-2,ANON-000924-9981,True
925,12,3-5,ANON-000925-7745,True
926,29,9-12,ANON-000926-7467,True
927,8,3-5,ANON-000927-7385,True
928,27,9-12,ANON-000928-4614,True
929,9,K-2,ANON-000929-7917,True
930,21,3-5,ANON-000930-9464,True
931,25,6-8,ANON-000931-5664,True
932,21,6-8,ANON-000932-7765,True
933,7,K-2,ANON-000933-3988,True
934,5,6-8,ANON-000934-2808,True
935,21,9-12,ANON-000935-8418,True
936,9,9-12,ANON-000936-4076,True
937,11,K-2,ANON-000937-3492,True
938,2,K-2,ANON-000938-4046,True
939,4,6-8,ANON-000939-5410,True
940,5,9-12,ANON-000940-1134,True
941,8,K-2,ANON-000941-3468,True
942,1,9-12,ANON-000942-4558,True
943,11,9-12,ANON-000943-6104,True
944,26,9-12,ANON-000944-7084,True
945,15,K-2,ANON-000945-6410,True
946,3,3-5,ANON-000946-1918,True
947,9,9-12,ANON-000947-2169,True
948,18,9-12,ANON-000948-3975,True
949,7,6-8,ANON-000949-7251,True
950,27,K-2,ANON-000950-2998,True
951,25,3-5,ANON-000951-7304,True
952,25,9-12,ANON-000952-5049,True
953,24,K-2,ANON-000953-4263,True
954,15,K-2,ANON-000954-9538,True
955,22,3-5,ANON-000955-8746,True
956,13,6-8,ANON-000956-6293,True
957,6,K-2,ANON-000957-9534,True
958,4,6-8,ANON-000958-8884,True
959,21,6-8,ANON-000959-4255,True
960,12,K-2,ANON-000960-4568,True
961,4,3-5,ANON-000961-8113,True
962,11,K-2,ANON-000962-3742,True
963,26,6-8,ANON-000963-2960,True
964,13,3-5,ANON-000964-1146,True
965,2,9-12,ANON-000965-3539,True
966,12,K-2,ANON-000966-5075,True
967,6,9-12,ANON-000967-2497,True
968,22,6-8,ANON-000968-1983,True
969,2,6-8,ANON-000969-3521,True
970,23,K-2,ANON-000970-3061,True
971,16,3-5,ANON-000971-6189,True
972,18,6-8,ANON-000972-8187,True
973,24,3-5,ANON-000973-1349,True
974,23,9-12,ANON-000974-6868,True
975,24,3-5,ANON-000975-5107,True
976,29,K-2,ANON-000976-8951,True
977,23,9-12,ANON-000977-5828,True
978,18,9-12,ANON-000978-4109,True
979,19,3-5,ANON-000979-9906,True
980,12,6-8,ANON-000980-8674,True
981,9,3-5,ANON-000981-2128,True
982,17,3-5,ANON-000982-8362,True
983,10,6-8,ANON-000983-9873,True
984,12,9-12,ANON-000984-1011,True
985,25,9-12,ANON-000985-4039,True
986,29,K-2,ANON-000986-6965,True
987,25,3-5,ANON-000987-6254,True
988,24,K-2,ANON-000988-9830,True
989,27,9-12,ANON-000989-4110,True
990,17,9-12,ANON-000990-3525,True
991,20,6-8,ANON-000991-6285,True
992,14,6-8,ANON-000992-2809,True
993,4,K-2,ANON-000993-1717,True
994,27,3-5,ANON-000994-3926,True
995,28,K-2,ANON-000995-4310,True
996,4,9-12,ANON-000996-4139,True
997,4,K-2,ANON-000997-7366,True
998,22,9-12,ANON-000998-9615,True
999,20,6-8,ANON-000999-1804,True
1000,12,3-5,ANON-001000-2161,True
1001,1,3-5,ANON-001001-9051,True
1002,30,K-2,ANON-001002-8668,True
1003,26,K-2,ANON-001003-6913,True
1004,18,9-12,ANON-001004-7046,True
1005,26,K-2,ANON-001005-5355,True
1006,17,K-2,ANON-001006-2153,True
1007,27,6-8,ANON-001007-2276,True
1008,7,K-2,ANON-001008-2658,True
1009,24,3-5,ANON-001009-9710,True
1010,13,3-5,ANON-001010-4164,True
1011,17,3-5,ANON-001011-3931,True
1012,18,9-12,ANON-001012-2728,True
1013,25,6-8,ANON-001013-8515,True
1014,23,9-12,ANON-001014-2705,True
1015,6,3-5,ANON-001015-7579,True
1016,17,6-8,ANON-001016-3591,True
1017,18,9-12,ANON-001017-6772,True
1018,29,6-8,ANON-001018-6319,True
1019,28,6-8,ANON-001019-7755,True
1020,25,9-12,ANON-001020-6299,True
1021,20,3-5,ANON-001021-9939,True
1022,7,9-12,ANON-001022-5162,True
1023,12,9-12,ANON-001023-8331,True
1024,13,K-2,ANON-001024-1567,True
1025,10,K-2,ANON-001025-9480,True
1026,5,6-8,ANON-001026-1107,True
1027,10,3-5,ANON-001027-4519,True
1028,28,6-8,ANON-001028-1355,True
1029,25,6-8,ANON-001029-9376,True
1030,18,3-5,ANON-001030-2544,True
1031,2,9-12,ANON-001031-6827,True
1032,5,3-5,ANON-001032-5341,True
1033,12,3-5,ANON-001033-4817,True
1034,9,6-8,ANON-001034-2505,True
1035,19,9-12,ANON-001035-4562,True
1036,24,K-2,ANON-001036-6319,True
1037,26,9-12,ANON-001037-3832,True
1038,16,K-2,ANON-001038-5921,True
1039,2,9-12,ANON-001039-2285,True
1040,25,K-2,ANON-001040-6478,True
1041,12,9-12,ANON-001041-7824,True
1042,30,K-2,ANON-001042-4714,True
1043,24,K-2,ANON-001043-7266,True
1044,2,6-8,ANON-001044-9591,True
1045,2,6-8,ANON-001045-9846,True
1046,19,3-5,ANON-001046-6354,True
1047,17,3-5,ANON-001047-3509,True
1048,2,9-12,ANON-001048-8300,True
1049,25,K-2,ANON-001049-4638,True
1050,14,6-8,ANON-001050-7460,True
1051,5,3-5,ANON-001051-6507,True
1052,3,9-12,ANON-001052-1807,True
1053,18,9-12,ANON-001053-5301,True
1054,3,9-12,ANON-001054-9221,True
1055,14,3-5,ANON-001055-3209,True
1056,16,3-5,ANON-001056-8993,True
1057,13,3-5,ANON-001057-9589,True
1058,8,3-5,ANON-001058-2173,True
1059,9,9-12,ANON-001059-6298,True
1060,22,K-2,ANON-001060-2843,True
1061,22,9-12,ANON-001061-7939,True
1062,12,6-8,ANON-001062-4120,True
1063,11,6-8,ANON-001063-1396,True
1064,25,6-8,ANON-001064-3773,True
1065,12,9-12,ANON-001065-3389,True
1066,15,K-2,ANON-001066-4825,True
1067,7,6-8,ANON-001067-3555,True
1068,25,K-2,ANON-001068-2841,True
1069,24,K-2,ANON-001069-4982,True
1070,20,3-5,ANON-001070-5713,True
1071,1,6-8,ANON-001071-2823,True
1072,10,9-12,ANON-001072-8719,True
1073,1,6-8,ANON-001073-4424,True
1074,24,3-5,ANON-001074-4339,True
1075,18,6-8,ANON-001075-9991,True
1076,16,3-5,ANON-001076-1301,True
1077,13,K-2,ANON-001077-5185,True
1078,6,K-2,ANON-001078-5653,True
1079,7,6-8,ANON-001079-1869,True
1080,15,K-2,ANON-001080-2091,True
1081,13,6-8,ANON-001081-6901,True
1082,28,K-2,ANON-001082-1312,True
1083,10,9-12,ANON-001083-4787,True
1084,13,K-2,ANON-001084-6168,True
1085,16,K-2,ANON-001085-4054,True
1086,7,9-12,ANON-001086-1352,True
1087,2,3-5,ANON-001087-9673,True
1088,10,6-8,ANON-001088-9027,True
1089,13,3-5,ANON-001089-1301,True
1090,12,6-8,ANON-001090-6822,True
1091,21,6-8,ANON-001091-4869,True
1092,17,6-8,ANON-001092-2015,True
1093,21,6-8,ANON-001093-7343,True
1094,29,K-2,ANON-001094-5590,True
1095,8,3-5,ANON-001095-6599,True
1096,29,9-12,ANON-001096-3248,True
1097,3,9-12,ANON-001097-9531,True
1098,22,3-5,ANON-001098-7837,True
1099,8,3-5,ANON-001099-7987,True
1100,10,6-8,ANON-001100-8359,True
1101,18,3-5,ANON-001101-4387,True
1102,21,3-5,ANON-001102-9869,True
1103,22,3-5,ANON-001103-3262,True
1104,10,3-5,ANON-001104-8046,True
1105,30,3-5,ANON-001105-3589,True
1106,11,K-2,ANON-001106-9732,True
1107,24,K-2,ANON-001107-4016,True
1108,11,3-5,ANON-001108-1483,True
1109,25,6-8,ANON-001109-7783,True
1110,14,6-8,ANON-001110-8258,True
1111,24,6-8,ANON-001111-3489,True
1112,25,3-5,ANON-001112-2749,True
1113,5,3-5,ANON-001113-1429,True
1114,25,6-8,ANON-001114-4783,True
1115,20,3-5,ANON-001115-4783,True
1116,22,K-2,ANON-001116-6886,True
1117,3,9-12,ANON-001117-3196,True
1118,17,9-12,ANON-001118-7126,True
1119,6,9-12,ANON-001119-9051,True
1120,16,3-5,ANON-001120-3683,True
1121,7,3-5,ANON-001121-1528,True
1122,14,K-2,ANON-001122-5421,True
1123,14,3-5,ANON-001123-4323,True
1124,25,3-5,ANON-001124-2083,True
1125,6,9-12,ANON-001125-9027,True
1126,23,6-8,ANON-001126-8496,True
1127,29,3-5,ANON-001127-8005,True
1128,13,K-2,ANON-001128-7232,True
1129,24,6-8,ANON-001129-7457,True
1130,20,K-2,ANON-001130-9530,True
1131,4,9-12,ANON-001131-8485,True
1132,27,K-2,ANON-001132-5025,True
1133,17,9-12,ANON-001133-1643,True
1134,18,9-12,ANON-001134-9456,True
1135,25,K-2,ANON-001135-4110,True
1136,10,9-12,ANON-001136-7521,True
1137,29,6-8,ANON-001137-5684,True
1138,15,3-5,ANON-001138-7921,True
1139,10,K-2,ANON-001139-9470,True
1140,29,3-5,ANON-001140-8595,True
1141,27,9-12,ANON-001141-2481,True
1142,24,K-2,ANON-001142-3945,True
1143,25,3-5,ANON-001143-7440,True
1144,14,6-8,ANON-001144-8387,True
1145,1,3-5,ANON-001145-8433,True
1146,19,3-5,ANON-001146-8449,True
1147,3,6-8,ANON-001147-6309,True
1148,23,3-5,ANON-001148-3024,True
1149,3,K-2,ANON-001149-8362,True
1150,21,6-8,ANON-001150-2397,True
1151,17,9-12,ANON-001151-9383,True
1152,20,3-5,ANON-001152-7204,True
1153,18,9-12,ANON-001153-1719,True
1154,25,3-5,ANON-001154-6491,True
1155,19,3-5,ANON-001155-3656,True
1156,28,3-5,ANON-001156-3930,True
1157,25,K-2,ANON-001157-7874,True
1158,10,6-8,ANON-001158-8311,True
1159,10,3-5,ANON-001159-2926,True
1160,29,3-5,ANON-001160-4323,True
1161,1,6-8,ANON-001161-1200,True
1162,15,9-12,ANON-001162-9169,True
1163,18,K-2,ANON-001163-9084,True
1164,8,3-5,ANON-001164-8794,True
1165,15,9-12,ANON-001165-8239,True
1166,3,K-2,ANON-001166-5009,True
1167,29,6-8,ANON-001167-4401,True
1168,2,3-5,ANON-001168-3429,True
1169,2,6-8,ANON-001169-1601,True
1170,5,K-2,ANON-001170-5889,True
1171,11,K-2,ANON-001171-1803,True
1172,4,9-12,ANON-001172-3920,True
1173,6,6-8,ANON-001173-3906,True
1174,15,6-8,ANON-001174-1587,True
1175,3,6-8,ANON-001175-6289,True
1176,12,9-12,ANON-001176-2108,True
1177,25,9-12,ANON-001177-2063,True
1178,10,9-12,ANON-001178-3204,True
1179,4,6-8,ANON-001179-6393,True
1180,17,9-12,ANON-001180-9595,True
1181,7,3-5,ANON-001181-1953,True
1182,4,K-2,ANON-001182-8924,True
1183,24,6-8,ANON-001183-7996,True
1184,20,6-8,ANON-001184-5254,True
1185,17,6-8,ANON-001185-3125,True
1186,20,9-12,ANON-001186-9514,True
1187,24,9-12,ANON-001187-9069,True
1188,26,3-5,ANON-001188-4812,True
1189,23,6-8,ANON-001189-4171,True
1190,1,K-2,ANON-001190-1392,True
1191,15,K-2,ANON-001191-4396,True
1192,26,9-12,ANON-001192-7783,True
1193,2,6-8,ANON-001193-6728,True
1194,18,3-5,ANON-001194-1185,True
1195,21,3-5,ANON-001195-5614,True
1196,9,K-2,ANON-001196-6042,True
1197,10,6-8,ANON-001197-1100,True
1198,4,6-8,ANON-001198-6592,True
1199,13,K-2,ANON-001199-3877,True
1200,7,6-8,ANON-001200-6536,True
1201,30,9-12,ANON-001201-8774,True
1202,26,K-2,ANON-001202-3224,True
1203,16,3-5,ANON-001203-8546,True
1204,29,6-8,ANON-001204-8577,True
1205,26,9-12,ANON-001205-1917,True
1206,27,6-8,ANON-001206-6169,True
1207,18,K-2,ANON-001207-4412,True
1208,19,6-8,ANON-001208-6793,True
1209,3,3-5,ANON-001209-5595,True
1210,27,K-2,ANON-001210-6556,True
1211,13,3-5,ANON-001211-7382,True
1212,6,K-2,ANON-001212-6050,True
1213,23,6-8,ANON-001213-1518,True
1214,9,9-12,ANON-001214-2422,True
1215,16,3-5,ANON-001215-7088,True
1216,15,6-8,ANON-001216-4541,True
1217,17,6-8,ANON-001217-3867,True
1218,4,6-8,ANON-001218-1612,True
1219,25,3-5,ANON-001219-2517,True
1220,15,K-2,ANON-001220-8907,True
1221,29,3-5,ANON-001221-4116,True
1222,11,9-12,ANON-001222-9579,True
1223,10,6-8,ANON-001223-3347,True
1224,25,K-2,ANON-001224-9456,True
1225,22,3-5,ANON-001225-4361,True
1226,24,K-2,ANON-001226-8526,True
1227,13,K-2,ANON-001227-1067,True
1228,10,K-2,ANON-001228-2426,True
1229,11,9-12,ANON-001229-1755,True
1230,4,6-8,ANON-001230-1368,True
1231,19,6-8,ANON-001231-4438,True
1232,11,3-5,ANON-001232-4154,True
1233,10,6-8,ANON-001233-9720,True
1234,11,9-12,ANON-001234-2927,True
1235,9,3-5,ANON-001235-3580,True
1236,9,K-2,ANON-001236-1249,True
1237,20,K-2,ANON-001237-4384,True
1238,18,6-8,ANON-001238-6218,True
1239,9,3-5,ANON-001239-5641,True
1240,19,3-5,ANON-001240-3806,True
1241,3,6-8,ANON-001241-6549,True
1242,18,9-12,ANON-001242-1831,True
1243,5,K-2,ANON-001243-8712,True
1244,29,K-2,ANON-001244-2735,True
1245,13,K-2,ANON-001245-2410,True
1246,14,9-12,ANON-001246-3932,True
1247,23,9-12,ANON-001247-6826,True
1248,10,6-8,ANON-001248-4246,True
1249,23,K-2,ANON-001249-8629,True
1250,19,3-5,ANON-001250-2522,True
1251,27,9-12,ANON-001251-2593,True
1252,15,6-8,ANON-001252-8625,True
1253,16,3-5,ANON-001253-4666,True
1254,5,6-8,ANON-001254-6954,True
1255,13,3-5,ANON-001255-6412,True
1256,26,6-8,ANON-001256-8426,True
1257,16,K-2,ANON-001257-2070,True
1258,16,K-2,ANON-001258-6758,True
1259,16,9-12,ANON-001259-3798,True
1260,10,6-8,ANON-001260-3087,True
1261,17,K-2,ANON-001261-7646,True
1262,27,K-2,ANON-001262-6339,True
1263,18,K-2,ANON-001263-5949,True
1264,18,9-12,ANON-001264-7566,True
1265,19,9-12,ANON-001265-4908,True
1266,20,3-5,ANON-001266-9977,True
1267,6,9-12,ANON-001267-7288,True
1268,3,6-8,ANON-001268-4411,True
1269,27,9-12,ANON-001269-8132,True
1270,19,6-8,ANON-001270-9921,True
1271,23,3-5,ANON-001271-3835,True
1272,22,K-2,ANON-001272-8972,True
1273,4,9-12,ANON-001273-6330,True
1274,18,K-2,ANON-001274-8294,True
1275,6,6-8,ANON-001275-7648,True
1276,3,K-2,ANON-001276-7208,True
1277,11,9-12,ANON-001277-2007,True
1278,3,3-5,ANON-001278-3276,True
1279,29,K-2,ANON-001279-3403,True
1280,22,3-5,ANON-001280-8421,True
1281,18,6-8,ANON-001281-7389,True
1282,20,9-12,ANON-001282-4205,True
1283,7,6-8,ANON-001283-5910,True
1284,19,6-8,ANON-001284-8122,True
1285,23,6-8,ANON-001285-2462,True
1286,19,K-2,ANON-001286-9362,True
1287,13,3-5,ANON-001287-5819,True
1288,2,6-8,ANON-001288-9992,True
1289,2,K-2,ANON-001289-6885,True
1290,4,6-8,ANON-001290-1510,True
1291,8,9-12,ANON-001291-7459,True
1292,21,6-8,ANON-001292-7271,True
1293,13,9-12,ANON-001293-8130,True
1294,18,3-5,ANON-001294-3841,True
1295,16,3-5,ANON-001295-4083,True
1296,18,9-12,ANON-001296-6902,True
1297,27,9-12,ANON-001297-3527,True
1298,10,3-5,ANON-001298-3200,True
1299,1,K-2,ANON-001299-1257,True
1300,5,9-12,ANON-001300-8155,True
1301,5,K-2,ANON-001301-3248,True
1302,21,9-12,ANON-001302-8471,True
1303,29,9-12,ANON-001303-3945,True
1304,15,9-12,ANON-001304-8373,True
1305,13,6-8,ANON-001305-4698,True
1306,6,9-12,ANON-001306-1121,True
1307,19,9-12,ANON-001307-4878,True
1308,23,6-8,ANON-001308-7731,True
1309,30,6-8,ANON-001309-1548,True
1310,2,9-12,ANON-001310-7038,True
1311,4,9-12,ANON-001311-2311,True
1312,5,6-8,ANON-001312-8617,True
1313,17,K-2,ANON-001313-9574,True
1314,29,K-2,ANON-001314-5017,True
1315,16,K-2,ANON-001315-9834,True
1316,26,6-8,ANON-001316-1864,True
1317,29,6-8,ANON-001317-9765,True
1318,25,K-2,ANON-001318-8681,True
1319,15,9-12,ANON-001319-6431,True
1320,14,6-8,ANON-001320-5827,True
1321,10,3-5,ANON-001321-1578,True
1322,23,6-8,ANON-001322-5267,True
1323,2,9-12,ANON-001323-3770,True
1324,19,K-2,ANON-001324-5780,True
1325,26,K-2,ANON-001325-5699,True
1326,16,K-2,ANON-001326-3077,True
1327,17,K-2,ANON-001327-5552,True
1328,9,3-5,ANON-001328-5603,True
1329,9,6-8,ANON-001329-1232,True
1330,24,K-2,ANON-001330-3860,True
1331,30,3-5,ANON-001331-8317,True
1332,12,3-5,ANON-001332-5280,True
1333,26,3-5,ANON-001333-8944,True
1334,6,K-2,ANON-001334-6617,True
1335,3,3-5,ANON-001335-3525,True
1336,27,9-12,ANON-001336-7765,True
1337,25,9-12,ANON-001337-4898,True
1338,22,9-12,ANON-001338-3740,True
1339,7,6-8,ANON-001339-1890,True
1340,21,6-8,ANON-001340-2900,True
1341,2,3-5,ANON-001341-8602,True
1342,13,9-12,ANON-001342-5937,True
1343,16,3-5,ANON-001343-7222,True
1344,22,9-12,ANON-001344-8775,True
1345,9,3-5,ANON-001345-9690,True
1346,28,9-12,ANON-001346-1194,True
1347,10,9-12,ANON-001347-7258,True
1348,22,6-8,ANON-001348-9687,True
1349,22,K-2,ANON-001349-2595,True
1350,30,6-8,ANON-001350-8074,True
1351,20,6-8,ANON-001351-6488,True
1352,9,6-8,ANON-001352-2610,True
1353,9,9-12,ANON-001353-8554,True
1354,25,3-5,ANON-001354-4193,True
1355,17,6-8,ANON-001355-3947,True
1356,11,K-2,ANON-001356-1138,True
1357,27,K-2,ANON-001357-1195,True
1358,14,K-2,ANON-001358-9605,True
1359,4,9-12,ANON-001359-6759,True
1360,8,6-8,ANON-001360-5127,True
1361,7,K-2,ANON-001361-1388,True
1362,20,K-2,ANON-001362-1931,True
1363,20,3-5,ANON-001363-2995,True
1364,23,K-2,ANON-001364-2415,True
1365,28,3-5,ANON-001365-7159,True
1366,22,3-5,ANON-001366-2816,True
1367,23,3-5,ANON-001367-5150,True
1368,10,9-12,ANON-001368-2240,True
1369,21,9-12,ANON-001369-5528,True
1370,25,9-12,ANON-001370-6298,True
1371,9,3-5,ANON-001371-2212,True
1372,9,K-2,ANON-001372-7271,True
1373,13,6-8,ANON-001373-1984,True
1374,9,6-8,ANON-001374-3915,True
1375,15,K-2,ANON-001375-9056,True
1376,30,3-5,ANON-001376-7432,True
