notification_id,request_id,recipient_user_id,notification_type,sent_at,read_at
1351,1001044,6,Escalation,2025-03-11 22:17:00,2025-03-13 11:17:00
1352,1001044,6,Escalation,2025-03-12 07:17:00,2025-03-12 14:17:00
1353,1001045,130,SLA At Risk,2024-08-31 03:54:00,2024-09-02 01:54:00
1354,1001046,257,Closure,2024-10-10 23:49:00,2024-10-12 18:49:00
1355,1001046,257,Follow-up Due,2024-10-12 07:49:00,2024-10-13 20:49:00
1356,1001047,255,Follow-up Due,2024-11-04 06:25:00,2024-11-06 03:25:00
1357,1001048,47,Follow-up Due,2025-02-23 05:07:00,
1358,1001049,187,SLA At Risk,2025-12-04 07:12:00,2025-12-05 08:12:00
1359,1001049,187,Closure,2025-12-05 18:12:00,
1360,1001050,271,Assignment,2026-06-05 06:26:00,2026-06-05 09:26:00
1361,1001051,168,Follow-up Due,2024-11-25 14:35:00,2024-11-26 22:35:00
1362,1001052,141,Escalation,2025-09-07 01:07:00,
1363,1001053,173,Closure,2025-10-28 18:37:00,
1364,1001054,14,Escalation,2024-09-14 10:52:00,2024-09-15 23:52:00
1365,1001055,3,Assignment,2024-08-29 08:49:00,2024-08-29 16:49:00
1366,1001055,3,SLA At Risk,2024-08-29 16:49:00,2024-08-29 19:49:00
1367,1001056,212,Escalation,2026-01-10 02:38:00,
1368,1001056,212,Follow-up Due,2026-01-12 06:38:00,
1369,1001057,32,Assignment,2025-01-04 00:33:00,2025-01-04 08:33:00
1370,1001058,110,Assignment,2026-03-24 21:58:00,
1371,1001059,18,SLA At Risk,2024-12-20 22:44:00,2024-12-22 13:44:00
1372,1001059,18,Follow-up Due,2024-12-20 16:44:00,2024-12-22 01:44:00
1373,1001060,35,Follow-up Due,2026-01-25 04:16:00,2026-01-25 11:16:00
1374,1001060,35,Follow-up Due,2026-01-27 07:16:00,2026-01-28 11:16:00
1375,1001061,80,Closure,2026-06-24 16:11:00,2026-06-25 00:11:00
1376,1001062,197,Escalation,2026-01-21 09:16:00,2026-01-22 16:16:00
1377,1001062,197,Escalation,2026-01-21 16:16:00,2026-01-22 23:16:00
1378,1001063,81,Closure,2025-01-12 16:37:00,2025-01-13 21:37:00
1379,1001064,77,SLA At Risk,2026-03-08 09:02:00,2026-03-08 13:02:00
1380,1001065,255,Escalation,2026-04-13 21:54:00,2026-04-15 07:54:00
1381,1001066,144,Assignment,2026-05-04 04:49:00,2026-05-04 17:49:00
1382,1001067,130,Escalation,2025-07-30 20:35:00,2025-08-01 01:35:00
1383,1001067,130,Closure,2025-07-29 16:35:00,2025-07-31 00:35:00
1384,1001068,71,Follow-up Due,2025-09-27 21:05:00,2025-09-27 23:05:00
1385,1001069,272,Closure,2026-03-26 21:35:00,2026-03-27 19:35:00
1386,1001070,175,Escalation,2025-12-11 06:13:00,2025-12-12 01:13:00
1387,1001071,93,Closure,2026-04-06 09:56:00,2026-04-06 22:56:00
1388,1001072,97,Escalation,2025-09-10 22:49:00,2025-09-11 10:49:00
1389,1001073,264,Follow-up Due,2025-03-10 22:03:00,2025-03-12 18:03:00
1390,1001074,157,SLA At Risk,2025-02-13 02:44:00,2025-02-13 09:44:00
1391,1001075,118,Escalation,2025-09-10 12:28:00,2025-09-12 00:28:00
1392,1001076,122,SLA At Risk,2025-06-22 02:29:00,2025-06-22 21:29:00
1393,1001077,255,Follow-up Due,2025-10-21 20:10:00,2025-10-23 16:10:00
1394,1001078,160,Follow-up Due,2026-01-06 20:00:00,2026-01-07 21:00:00
1395,1001078,160,Follow-up Due,2026-01-09 09:00:00,2026-01-11 05:00:00
1396,1001079,3,Closure,2026-04-26 04:45:00,2026-04-27 20:45:00
1397,1001079,3,Follow-up Due,2026-04-25 15:45:00,
1398,1001080,47,Follow-up Due,2026-05-22 01:45:00,2026-05-22 12:45:00
1399,1001081,14,Follow-up Due,2024-11-26 12:38:00,
1400,1001082,82,SLA At Risk,2024-10-05 11:42:00,2024-10-06 17:42:00
1401,1001083,271,Escalation,2025-03-08 00:28:00,2025-03-08 16:28:00
1402,1001084,173,Closure,2025-02-17 18:24:00,2025-02-19 06:24:00
1403,1001085,120,Follow-up Due,2025-05-09 07:28:00,2025-05-09 16:28:00
1404,1001085,120,Escalation,2025-05-11 06:28:00,2025-05-11 17:28:00
1405,1001086,49,Follow-up Due,2024-11-29 23:19:00,2024-11-30 22:19:00
1406,1001087,24,Assignment,2025-09-24 07:32:00,2025-09-24 17:32:00
1407,1001087,24,Closure,2025-09-22 22:32:00,2025-09-23 01:32:00
1408,1001088,142,Escalation,2025-06-18 16:31:00,2025-06-19 05:31:00
1409,1001088,142,SLA At Risk,2025-06-20 02:31:00,2025-06-20 03:31:00
1410,1001089,105,Closure,2025-02-07 05:03:00,2025-02-07 09:03:00
1411,1001089,105,Closure,2025-02-05 01:03:00,2025-02-06 18:03:00
1412,1001090,40,Follow-up Due,2024-09-19 06:10:00,2024-09-21 03:10:00
1413,1001091,117,Escalation,2026-03-31 19:04:00,2026-04-01 19:04:00
1414,1001091,117,SLA At Risk,2026-03-31 20:04:00,2026-04-02 06:04:00
1415,1001092,17,Follow-up Due,2025-10-24 23:08:00,2025-10-25 17:08:00
1416,1001093,143,Closure,2026-06-18 02:28:00,
1417,1001093,143,Assignment,2026-06-16 15:28:00,2026-06-18 14:28:00
1418,1001094,82,Follow-up Due,2025-06-26 00:58:00,2025-06-27 11:58:00
1419,1001095,69,Escalation,2025-06-24 03:32:00,
1420,1001096,176,Assignment,2026-07-01 02:51:00,2026-07-01 18:51:00
1421,1001097,14,SLA At Risk,2024-12-07 01:41:00,2024-12-07 07:41:00
1422,1001098,270,Escalation,2024-08-25 02:08:00,2024-08-25 16:08:00
1423,1001099,147,Closure,2025-01-20 07:14:00,2025-01-22 05:14:00
1424,1001099,147,Escalation,2025-01-19 14:14:00,2025-01-21 10:14:00
1425,1001100,36,SLA At Risk,2026-02-05 14:23:00,2026-02-06 08:23:00
1426,1001100,36,Closure,2026-02-03 21:23:00,2026-02-05 17:23:00
1427,1001101,95,Closure,2026-01-15 17:23:00,2026-01-17 00:23:00
1428,1001102,56,Escalation,2024-10-06 14:14:00,2024-10-07 01:14:00
1429,1001103,182,Escalation,2025-06-02 05:24:00,2025-06-03 04:24:00
1430,1001104,157,Follow-up Due,2026-03-04 02:14:00,
1431,1001105,78,Follow-up Due,2026-05-03 14:14:00,2026-05-04 02:14:00
1432,1001106,121,Closure,2025-02-22 04:44:00,2025-02-23 02:44:00
1433,1001107,218,SLA At Risk,2026-06-23 00:03:00,2026-06-23 15:03:00
1434,1001108,239,Follow-up Due,2025-01-22 21:52:00,2025-01-23 19:52:00
1435,1001108,239,SLA At Risk,2025-01-23 02:52:00,2025-01-24 14:52:00
1436,1001109,252,Closure,2024-12-27 13:27:00,2024-12-28 21:27:00
1437,1001110,32,Escalation,2026-02-21 14:22:00,2026-02-22 03:22:00
1438,1001111,182,Closure,2026-01-29 02:00:00,2026-01-30 01:00:00
1439,1001112,39,Escalation,2025-02-19 06:53:00,2025-02-20 19:53:00
1440,1001113,44,Escalation,2025-07-16 11:08:00,2025-07-17 01:08:00
1441,1001114,34,Follow-up Due,2024-08-22 11:45:00,2024-08-22 16:45:00
1442,1001114,34,Follow-up Due,2024-08-22 03:45:00,2024-08-23 12:45:00
1443,1001115,132,Escalation,2025-02-17 13:18:00,2025-02-17 22:18:00
1444,1001116,2,Closure,2025-04-21 14:36:00,2025-04-23 04:36:00
1445,1001117,88,SLA At Risk,2025-12-11 14:08:00,
1446,1001118,172,SLA At Risk,2024-11-02 09:53:00,2024-11-03 15:53:00
1447,1001119,84,SLA At Risk,2025-08-05 09:35:00,2025-08-07 07:35:00
1448,1001120,157,Follow-up Due,2025-02-02 08:27:00,2025-02-03 03:27:00
1449,1001121,1,SLA At Risk,2024-10-18 08:54:00,
1450,1001122,265,Follow-up Due,2026-05-08 16:11:00,2026-05-09 15:11:00
1451,1001122,265,SLA At Risk,2026-05-06 18:11:00,2026-05-07 17:11:00
1452,1001123,35,Escalation,2026-04-25 13:00:00,2026-04-26 12:00:00
1453,1001123,35,Follow-up Due,2026-04-23 19:00:00,
1454,1001124,125,Escalation,2025-07-21 14:26:00,2025-07-22 13:26:00
1455,1001125,48,Closure,2024-10-10 09:06:00,2024-10-11 06:06:00
1456,1001126,272,Escalation,2026-03-04 19:13:00,2026-03-05 00:13:00
1457,1001127,115,Assignment,2026-04-24 07:34:00,2026-04-25 21:34:00
1458,1001128,91,Escalation,2025-02-24 13:26:00,2025-02-26 10:26:00
1459,1001129,175,SLA At Risk,2024-08-30 11:06:00,2024-08-30 16:06:00
1460,1001129,175,Escalation,2024-08-29 19:06:00,
1461,1001130,80,SLA At Risk,2025-09-27 19:29:00,2025-09-29 12:29:00
1462,1001130,80,Follow-up Due,2025-09-27 22:29:00,2025-09-29 19:29:00
1463,1001131,260,Closure,2025-03-19 18:37:00,2025-03-19 23:37:00
1464,1001131,260,Closure,2025-03-21 23:37:00,2025-03-23 03:37:00
1465,1001132,168,Escalation,2025-10-30 13:26:00,2025-10-31 05:26:00
1466,1001133,55,Follow-up Due,2025-12-17 16:15:00,2025-12-18 15:15:00
1467,1001134,165,Follow-up Due,2025-06-17 18:49:00,2025-06-19 08:49:00
1468,1001134,165,Escalation,2025-06-18 04:49:00,2025-06-19 11:49:00
1469,1001135,239,Follow-up Due,2026-01-30 04:53:00,
1470,1001136,193,Escalation,2026-04-01 22:14:00,2026-04-02 05:14:00
1471,1001137,52,Escalation,2025-03-10 22:41:00,2025-03-11 03:41:00
1472,1001138,181,Assignment,2025-10-04 23:52:00,2025-10-05 20:52:00
1473,1001139,95,Assignment,2024-09-13 08:32:00,2024-09-14 13:32:00
1474,1001139,95,Assignment,2024-09-13 17:32:00,
1475,1001140,147,SLA At Risk,2025-01-16 08:58:00,2025-01-17 07:58:00
1476,1001141,160,SLA At Risk,2024-10-27 13:54:00,2024-10-28 05:54:00
1477,1001142,129,SLA At Risk,2026-02-24 04:31:00,
1478,1001142,129,Closure,2026-02-22 01:31:00,
1479,1001143,48,Assignment,2025-06-28 01:42:00,
1480,1001144,149,Assignment,2024-11-27 18:23:00,2024-11-28 16:23:00
1481,1001144,149,Escalation,2024-11-27 23:23:00,2024-11-29 04:23:00
1482,1001145,13,Follow-up Due,2026-05-03 15:30:00,2026-05-03 20:30:00
1483,1001146,18,Assignment,2025-12-19 06:11:00,2025-12-20 05:11:00
1484,1001147,63,Follow-up Due,2026-07-02 15:31:00,
1485,1001148,272,Escalation,2025-11-22 13:06:00,2025-11-23 21:06:00
1486,1001148,272,Closure,2025-11-21 16:06:00,2025-11-23 12:06:00
1487,1001149,10,Closure,2025-12-11 06:52:00,2025-12-11 11:52:00
1488,1001149,10,Escalation,2025-12-12 19:52:00,2025-12-14 19:52:00
1489,1001150,169,Follow-up Due,2025-05-04 14:37:00,2025-05-06 06:37:00
1490,1001151,154,Follow-up Due,2024-08-29 11:00:00,
1491,1001152,100,SLA At Risk,2026-06-01 19:56:00,2026-06-01 23:56:00
1492,1001153,180,Closure,2025-03-14 02:11:00,2025-03-14 08:11:00
1493,1001153,180,Closure,2025-03-13 13:11:00,2025-03-14 09:11:00
1494,1001154,154,Follow-up Due,2025-04-01 23:15:00,2025-04-02 15:15:00
1495,1001155,147,Escalation,2025-05-15 08:28:00,2025-05-15 21:28:00
1496,1001155,147,Follow-up Due,2025-05-14 00:28:00,2025-05-14 13:28:00
1497,1001156,219,Closure,2025-07-11 23:35:00,2025-07-13 12:35:00
1498,1001157,63,Closure,2025-01-07 12:12:00,2025-01-08 20:12:00
1499,1001158,75,Closure,2025-05-18 10:26:00,2025-05-19 07:26:00
1500,1001159,215,Closure,2024-12-30 09:16:00,2024-12-31 06:16:00
1501,1001159,215,Assignment,2024-12-30 15:16:00,
1502,1001160,101,Follow-up Due,2024-11-19 21:46:00,2024-11-21 05:46:00
1503,1001160,101,Assignment,2024-11-19 21:46:00,2024-11-21 02:46:00
1504,1001161,105,Follow-up Due,2026-06-07 21:39:00,2026-06-08 23:39:00
1505,1001162,138,Follow-up Due,2024-12-13 03:50:00,
1506,1001162,138,SLA At Risk,2024-12-12 22:50:00,2024-12-13 11:50:00
1507,1001163,120,Escalation,2024-09-20 02:00:00,
1508,1001163,120,Assignment,2024-09-19 20:00:00,2024-09-20 23:00:00
1509,1001164,69,Escalation,2025-06-12 12:08:00,2025-06-13 10:08:00
1510,1001165,168,Escalation,2024-10-30 17:14:00,2024-10-31 14:14:00
1511,1001166,120,Assignment,2025-08-18 10:55:00,2025-08-18 11:55:00
1512,1001167,129,Closure,2025-01-25 11:52:00,2025-01-26 17:52:00
1513,1001168,255,Closure,2026-02-19 14:17:00,2026-02-19 22:17:00
1514,1001169,56,Escalation,2025-12-28 11:06:00,2025-12-28 16:06:00
1515,1001169,56,Assignment,2025-12-30 04:06:00,2025-12-31 21:06:00
1516,1001170,40,Follow-up Due,2026-05-12 03:16:00,2026-05-14 02:16:00
1517,1001171,33,Closure,2025-11-12 19:38:00,
1518,1001171,33,Closure,2025-11-13 02:38:00,2025-11-13 21:38:00
1519,1001172,100,Assignment,2024-09-16 21:04:00,2024-09-17 12:04:00
1520,1001173,20,Follow-up Due,2026-03-06 20:13:00,
1521,1001174,39,Closure,2026-05-07 08:26:00,2026-05-09 01:26:00
1522,1001175,144,Assignment,2024-09-29 16:15:00,2024-09-30 08:15:00
1523,1001176,94,Closure,2024-10-23 20:23:00,2024-10-24 03:23:00
1524,1001176,94,SLA At Risk,2024-10-22 14:23:00,
1525,1001177,171,Follow-up Due,2026-03-28 21:31:00,
1526,1001178,8,Escalation,2024-10-25 12:26:00,2024-10-27 06:26:00
1527,1001179,104,Follow-up Due,2024-09-24 13:37:00,2024-09-26 13:37:00
1528,1001180,37,SLA At Risk,2026-06-25 01:16:00,2026-06-25 22:16:00
1529,1001181,12,SLA At Risk,2025-01-10 21:21:00,2025-01-11 06:21:00
1530,1001182,210,Escalation,2025-09-17 04:38:00,
1531,1001183,2,Closure,2025-12-30 09:38:00,2025-12-30 23:38:00
1532,1001184,170,SLA At Risk,2026-04-22 23:06:00,2026-04-23 01:06:00
1533,1001184,170,Assignment,2026-04-23 02:06:00,2026-04-24 10:06:00
1534,1001185,32,Escalation,2025-08-07 06:16:00,2025-08-09 04:16:00
1535,1001186,50,Closure,2024-11-23 10:20:00,
1536,1001187,47,Follow-up Due,2024-12-13 07:54:00,2024-12-14 10:54:00
1537,1001188,140,Escalation,2025-05-23 03:55:00,2025-05-24 11:55:00
1538,1001189,86,Escalation,2024-11-06 00:06:00,2024-11-06 22:06:00
1539,1001190,11,SLA At Risk,2025-03-29 13:34:00,2025-03-29 17:34:00
1540,1001191,79,Escalation,2025-08-09 11:58:00,2025-08-10 12:58:00
1541,1001192,15,Follow-up Due,2025-04-30 18:50:00,2025-05-02 17:50:00
1542,1001193,142,Closure,2025-10-22 02:53:00,2025-10-23 00:53:00
1543,1001193,142,Assignment,2025-10-19 16:53:00,
1544,1001194,264,SLA At Risk,2025-05-22 20:42:00,2025-05-24 17:42:00
1545,1001195,248,Follow-up Due,2025-12-16 04:04:00,2025-12-16 09:04:00
1546,1001196,86,SLA At Risk,2024-12-01 17:03:00,2024-12-02 03:03:00
1547,1001196,86,Follow-up Due,2024-12-03 04:03:00,
1548,1001197,50,Follow-up Due,2025-12-08 09:25:00,
1549,1001197,50,Assignment,2025-12-07 02:25:00,2025-12-08 20:25:00
1550,1001198,138,Escalation,2025-12-18 06:15:00,2025-12-19 14:15:00
1551,1001198,138,Assignment,2025-12-17 06:15:00,2025-12-17 17:15:00
1552,1001199,182,Escalation,2024-11-06 07:55:00,2024-11-07 15:55:00
1553,1001200,142,Follow-up Due,2025-02-08 02:03:00,2025-02-08 03:03:00
1554,1001200,142,Follow-up Due,2025-02-07 21:03:00,2025-02-08 16:03:00
1555,1001201,249,Escalation,2024-11-21 10:40:00,
1556,1001202,197,Escalation,2025-11-20 03:18:00,2025-11-20 16:18:00
1557,1001203,7,Escalation,2025-01-03 00:34:00,2025-01-04 17:34:00
1558,1001203,7,Escalation,2025-01-02 18:34:00,2025-01-02 21:34:00
1559,1001204,17,Follow-up Due,2026-03-13 05:43:00,
1560,1001205,6,Assignment,2024-09-10 06:44:00,2024-09-11 09:44:00
1561,1001206,249,Escalation,2025-11-28 22:04:00,2025-11-29 04:04:00
1562,1001206,249,Assignment,2025-11-27 18:04:00,2025-11-28 08:04:00
1563,1001207,175,Assignment,2024-12-12 05:22:00,2024-12-13 08:22:00
1564,1001208,146,Closure,2026-03-10 04:14:00,2026-03-10 12:14:00
1565,1001209,62,SLA At Risk,2025-01-21 19:54:00,
1566,1001210,72,SLA At Risk,2026-03-22 21:23:00,2026-03-23 15:23:00
1567,1001211,226,Follow-up Due,2026-01-08 12:50:00,2026-01-09 20:50:00
1568,1001212,226,SLA At Risk,2025-10-15 02:43:00,
1569,1001212,226,SLA At Risk,2025-10-17 04:43:00,2025-10-18 09:43:00
1570,1001213,214,Assignment,2025-09-30 02:01:00,2025-10-02 00:01:00
1571,1001214,61,Follow-up Due,2025-04-05 00:38:00,2025-04-05 18:38:00
1572,1001214,61,Follow-up Due,2025-04-06 11:38:00,2025-04-08 06:38:00
1573,1001215,6,Follow-up Due,2025-06-09 03:15:00,2025-06-09 17:15:00
1574,1001215,6,Escalation,2025-06-07 11:15:00,2025-06-07 14:15:00
1575,1001216,14,Closure,2026-03-11 14:30:00,
1576,1001217,264,Closure,2025-09-15 01:16:00,2025-09-16 21:16:00
1577,1001218,64,SLA At Risk,2025-12-04 01:10:00,2025-12-04 23:10:00
1578,1001219,166,SLA At Risk,2025-09-20 06:09:00,2025-09-22 05:09:00
1579,1001220,122,Assignment,2024-10-05 07:27:00,2024-10-06 09:27:00
1580,1001220,122,Closure,2024-10-06 01:27:00,2024-10-08 00:27:00
1581,1001221,51,Closure,2025-05-06 01:11:00,2025-05-07 07:11:00
1582,1001222,164,Follow-up Due,2025-09-03 07:09:00,2025-09-03 23:09:00
1583,1001223,30,Closure,2025-09-30 14:59:00,2025-10-02 07:59:00
1584,1001224,52,Escalation,2026-06-02 02:36:00,2026-06-03 15:36:00
1585,1001225,55,Closure,2024-11-10 05:05:00,2024-11-11 21:05:00
1586,1001226,1,SLA At Risk,2025-09-18 11:14:00,2025-09-19 13:14:00
1587,1001227,115,Assignment,2025-05-27 14:45:00,2025-05-29 02:45:00
1588,1001228,178,Closure,2025-01-04 13:29:00,2025-01-05 05:29:00
1589,1001229,11,Assignment,2024-08-25 04:33:00,2024-08-26 05:33:00
1590,1001229,11,Assignment,2024-08-25 08:33:00,2024-08-26 16:33:00
1591,1001230,123,Escalation,2024-09-12 12:14:00,2024-09-14 04:14:00
1592,1001231,182,Assignment,2024-12-21 01:25:00,2024-12-23 00:25:00
1593,1001232,151,Assignment,2025-09-09 11:54:00,2025-09-11 11:54:00
1594,1001233,208,Assignment,2025-10-12 12:59:00,2025-10-12 13:59:00
1595,1001234,94,Closure,2025-06-16 09:24:00,2025-06-17 18:24:00
1596,1001234,94,Assignment,2025-06-16 23:24:00,2025-06-17 16:24:00
1597,1001235,29,Assignment,2024-08-19 00:32:00,2024-08-20 18:32:00
1598,1001236,35,Closure,2025-03-12 18:44:00,2025-03-14 01:44:00
1599,1001236,35,Closure,2025-03-14 08:44:00,2025-03-15 06:44:00
1600,1001237,102,Follow-up Due,2025-11-27 00:11:00,2025-11-28 03:11:00
1601,1001238,105,Escalation,2025-08-15 18:08:00,2025-08-16 01:08:00
1602,1001239,46,Escalation,2025-11-14 16:02:00,2025-11-16 08:02:00
1603,1001240,23,Escalation,2025-06-29 06:55:00,2025-06-29 17:55:00
1604,1001240,23,Assignment,2025-06-30 22:55:00,
1605,1001241,70,Closure,2024-11-15 08:29:00,2024-11-16 06:29:00
1606,1001241,70,Escalation,2024-11-15 12:29:00,
1607,1001242,40,Assignment,2024-11-10 02:05:00,2024-11-10 19:05:00
1608,1001243,158,Follow-up Due,2025-05-14 11:25:00,2025-05-15 14:25:00
1609,1001244,76,Closure,2025-03-19 17:54:00,2025-03-21 13:54:00
1610,1001245,8,Escalation,2025-03-04 23:09:00,2025-03-05 13:09:00
1611,1001246,219,SLA At Risk,2026-03-14 23:52:00,2026-03-16 23:52:00
1612,1001247,20,Closure,2024-10-12 13:03:00,2024-10-14 10:03:00
1613,1001248,119,SLA At Risk,2025-06-06 21:54:00,2025-06-07 18:54:00
1614,1001248,119,Assignment,2025-06-08 06:54:00,
1615,1001249,168,Follow-up Due,2025-04-06 18:45:00,2025-04-07 23:45:00
1616,1001250,2,SLA At Risk,2025-01-11 15:59:00,2025-01-13 06:59:00
1617,1001251,58,Follow-up Due,2025-09-25 15:36:00,2025-09-26 05:36:00
1618,1001252,220,SLA At Risk,2025-05-19 09:55:00,2025-05-19 20:55:00
1619,1001253,173,Assignment,2025-08-15 19:26:00,2025-08-15 23:26:00
1620,1001254,103,Follow-up Due,2025-05-23 08:38:00,2025-05-24 09:38:00
1621,1001255,62,Follow-up Due,2025-06-05 11:07:00,2025-06-06 21:07:00
1622,1001255,62,Assignment,2025-06-08 01:07:00,2025-06-08 19:07:00
1623,1001256,163,Assignment,2026-02-16 23:18:00,2026-02-17 17:18:00
1624,1001257,36,Follow-up Due,2025-02-22 17:59:00,2025-02-23 14:59:00
1625,1001257,36,Follow-up Due,2025-02-21 09:59:00,
1626,1001258,10,Follow-up Due,2024-12-03 13:06:00,2024-12-04 02:06:00
1627,1001258,10,SLA At Risk,2024-12-01 19:06:00,2024-12-02 10:06:00
1628,1001259,26,Assignment,2025-03-05 15:19:00,
1629,1001260,66,Closure,2026-02-07 14:57:00,
1630,1001260,66,SLA At Risk,2026-02-07 16:57:00,2026-02-09 12:57:00
1631,1001261,147,Assignment,2025-06-16 13:00:00,2025-06-17 11:00:00
1632,1001261,147,Closure,2025-06-17 07:00:00,2025-06-17 22:00:00
1633,1001262,46,Escalation,2026-05-19 08:17:00,2026-05-19 14:17:00
1634,1001263,146,SLA At Risk,2025-06-14 07:19:00,
1635,1001263,146,SLA At Risk,2025-06-15 09:19:00,2025-06-15 19:19:00
1636,1001264,6,Escalation,2024-09-12 13:05:00,
1637,1001264,6,Closure,2024-09-14 00:05:00,2024-09-15 01:05:00
1638,1001265,24,Follow-up Due,2025-01-06 19:30:00,2025-01-08 05:30:00
1639,1001266,102,Assignment,2024-10-12 04:28:00,2024-10-13 00:28:00
1640,1001267,104,Escalation,2025-05-17 10:39:00,2025-05-17 17:39:00
1641,1001267,104,Escalation,2025-05-16 20:39:00,2025-05-18 08:39:00
1642,1001268,129,SLA At Risk,2025-03-01 06:57:00,2025-03-02 17:57:00
1643,1001269,4,Closure,2025-02-04 04:03:00,2025-02-05 19:03:00
1644,1001270,159,Closure,2026-06-16 10:44:00,2026-06-17 23:44:00
1645,1001271,166,Follow-up Due,2025-11-13 21:46:00,2025-11-15 04:46:00
1646,1001271,166,SLA At Risk,2025-11-13 09:46:00,
1647,1001272,114,Escalation,2025-03-19 02:23:00,2025-03-19 10:23:00
1648,1001273,270,Closure,2024-11-01 09:09:00,2024-11-02 00:09:00
1649,1001273,270,SLA At Risk,2024-10-30 14:09:00,2024-10-31 11:09:00
1650,1001274,5,Follow-up Due,2025-11-01 00:02:00,2025-11-02 16:02:00
1651,1001275,210,Closure,2025-01-04 13:15:00,2025-01-05 21:15:00
1652,1001275,210,Follow-up Due,2025-01-04 07:15:00,2025-01-05 16:15:00
1653,1001276,156,Closure,2024-12-06 07:16:00,2024-12-06 20:16:00
1654,1001277,125,Escalation,2025-10-24 21:37:00,2025-10-26 20:37:00
1655,1001277,125,Escalation,2025-10-23 11:37:00,2025-10-24 01:37:00
1656,1001278,219,Escalation,2024-10-09 08:50:00,2024-10-10 03:50:00
1657,1001279,47,Closure,2026-03-15 02:05:00,2026-03-15 22:05:00
1658,1001279,47,Assignment,2026-03-12 19:05:00,2026-03-13 16:05:00
1659,1001280,65,Follow-up Due,2025-03-12 07:03:00,2025-03-13 18:03:00
1660,1001281,170,Assignment,2026-03-05 00:05:00,2026-03-05 05:05:00
1661,1001281,170,Closure,2026-03-07 09:05:00,2026-03-09 04:05:00
1662,1001282,105,Closure,2024-12-02 19:00:00,2024-12-03 17:00:00
1663,1001283,67,Follow-up Due,2026-06-17 17:47:00,2026-06-18 14:47:00
1664,1001284,115,SLA At Risk,2025-08-19 11:50:00,2025-08-19 21:50:00
1665,1001285,47,Follow-up Due,2026-03-06 13:15:00,2026-03-08 07:15:00
1666,1001286,48,Closure,2025-01-08 06:10:00,2025-01-09 20:10:00
1667,1001287,154,Closure,2024-11-16 11:56:00,2024-11-17 13:56:00
1668,1001288,66,Assignment,2024-11-24 20:36:00,2024-11-26 11:36:00
1669,1001289,26,Follow-up Due,2025-02-27 14:46:00,2025-03-01 00:46:00
1670,1001290,81,Escalation,2024-10-22 06:09:00,
1671,1001291,156,SLA At Risk,2025-09-25 09:26:00,2025-09-27 00:26:00
1672,1001292,148,Escalation,2026-04-13 06:33:00,2026-04-13 20:33:00
1673,1001293,189,SLA At Risk,2026-04-04 08:00:00,
1674,1001293,189,SLA At Risk,2026-04-06 03:00:00,2026-04-06 15:00:00
1675,1001294,105,Assignment,2025-01-09 07:05:00,2025-01-09 09:05:00
1676,1001294,105,Closure,2025-01-10 00:05:00,2025-01-11 08:05:00
1677,1001295,131,Follow-up Due,2026-04-12 20:37:00,
1678,1001295,131,Follow-up Due,2026-04-11 00:37:00,2026-04-11 14:37:00
1679,1001296,207,SLA At Risk,2025-12-31 17:25:00,2026-01-02 14:25:00
1680,1001297,1,Follow-up Due,2024-10-18 06:11:00,
1681,1001298,12,SLA At Risk,2025-06-07 02:03:00,
1682,1001299,95,Closure,2026-03-15 04:02:00,2026-03-16 19:02:00
1683,1001300,29,Closure,2025-05-25 17:00:00,2025-05-26 21:00:00
1684,1001301,127,Follow-up Due,2025-12-14 04:40:00,2025-12-15 22:40:00
1685,1001302,74,SLA At Risk,2024-10-13 04:29:00,
1686,1001303,182,Follow-up Due,2025-08-01 10:22:00,
1687,1001304,94,Escalation,2024-12-14 11:09:00,
1688,1001305,213,Assignment,2026-05-10 06:22:00,2026-05-10 09:22:00
1689,1001306,132,Escalation,2026-02-10 02:13:00,
1690,1001307,70,Escalation,2026-02-27 04:15:00,2026-03-01 01:15:00
1691,1001308,26,Assignment,2025-02-22 15:34:00,2025-02-24 00:34:00
1692,1001309,249,Follow-up Due,2024-12-21 17:20:00,2024-12-22 17:20:00
1693,1001310,52,Closure,2025-10-29 17:09:00,2025-10-31 06:09:00
1694,1001311,48,Follow-up Due,2025-06-30 13:35:00,2025-07-01 23:35:00
1695,1001312,39,SLA At Risk,2025-01-24 21:00:00,2025-01-25 22:00:00
1696,1001313,103,Escalation,2024-12-10 06:50:00,2024-12-11 23:50:00
1697,1001314,24,Escalation,2025-05-13 04:30:00,
1698,1001315,54,Assignment,2024-08-19 10:43:00,2024-08-20 21:43:00
1699,1001316,207,Closure,2024-09-07 15:15:00,2024-09-09 07:15:00
1700,1001316,207,Closure,2024-09-09 10:15:00,2024-09-09 16:15:00
1701,1001317,91,SLA At Risk,2026-01-25 07:29:00,2026-01-26 03:29:00
1702,1001318,47,Closure,2025-05-15 12:31:00,2025-05-16 05:31:00
1703,1001318,47,Closure,2025-05-15 22:31:00,2025-05-16 08:31:00
1704,1001319,50,SLA At Risk,2024-09-25 12:08:00,2024-09-27 07:08:00
1705,1001320,138,Closure,2026-05-05 23:08:00,2026-05-07 22:08:00
1706,1001320,138,Escalation,2026-05-07 18:08:00,2026-05-09 02:08:00
1707,1001321,57,Closure,2025-04-10 14:30:00,
1708,1001322,42,SLA At Risk,2026-04-14 20:33:00,2026-04-16 14:33:00
