audit_log_id,entity_type,entity_id,field_name,old_value,new_value,changed_by_user_id,changed_at
816,support_request,1000175,current_status,In Progress,Resolved,163,2025-01-12 07:47:00
817,support_request,1000176,current_status,,New,14,2025-09-11 14:12:00
818,support_request,1000176,current_status,New,Triaged,14,2025-09-12 01:12:00
819,support_request,1000176,current_status,Triaged,Assigned,14,2025-09-12 20:12:00
820,support_request,1000176,current_status,Assigned,In Progress,14,2025-09-12 02:12:00
821,support_request,1000176,current_status,In Progress,Resolved,14,2025-09-14 06:12:00
822,support_request,1000176,current_status,Resolved,Closed,14,2025-09-15 03:12:00
823,support_request,1000177,current_status,,New,8,2026-05-09 16:09:00
824,support_request,1000177,current_status,New,Triaged,8,2026-05-10 07:09:00
825,support_request,1000177,current_status,Triaged,Assigned,8,2026-05-11 02:09:00
826,support_request,1000178,current_status,,New,271,2025-04-11 12:32:00
827,support_request,1000178,current_status,New,Triaged,271,2025-04-11 16:32:00
828,support_request,1000178,current_status,Triaged,Assigned,271,2025-04-12 00:32:00
829,support_request,1000178,current_status,Assigned,In Progress,271,2025-04-11 21:32:00
830,support_request,1000179,current_status,,New,245,2025-04-12 15:43:00
831,support_request,1000179,current_status,New,Triaged,245,2025-04-13 07:43:00
832,support_request,1000179,current_status,Triaged,Assigned,245,2025-04-13 19:43:00
833,support_request,1000179,current_status,Assigned,In Progress,245,2025-04-14 18:43:00
834,support_request,1000179,current_status,In Progress,Resolved,245,2025-04-14 03:43:00
835,support_request,1000180,current_status,,New,148,2025-01-09 14:39:00
836,support_request,1000180,current_status,New,Triaged,148,2025-01-10 01:39:00
837,support_request,1000180,current_status,Triaged,Assigned,148,2025-01-09 20:39:00
838,support_request,1000180,current_status,Assigned,In Progress,148,2025-01-10 02:39:00
839,support_request,1000180,current_status,In Progress,Resolved,148,2025-01-11 06:39:00
840,support_request,1000181,current_status,,New,151,2025-06-09 15:44:00
841,support_request,1000181,current_status,New,Triaged,151,2025-06-09 18:44:00
842,support_request,1000181,current_status,Triaged,Assigned,151,2025-06-11 03:44:00
843,support_request,1000181,current_status,Assigned,In Progress,151,2025-06-10 12:44:00
844,support_request,1000182,current_status,,New,156,2025-08-30 09:23:00
845,support_request,1000182,current_status,New,Triaged,156,2025-08-30 22:23:00
846,support_request,1000182,current_status,Triaged,Assigned,156,2025-08-31 19:23:00
847,support_request,1000183,current_status,,New,107,2025-08-19 11:38:00
848,support_request,1000183,current_status,New,Triaged,107,2025-08-20 00:38:00
849,support_request,1000183,current_status,Triaged,Assigned,107,2025-08-20 05:38:00
850,support_request,1000184,current_status,,New,103,2025-03-06 15:46:00
851,support_request,1000184,current_status,New,Triaged,103,2025-03-06 20:46:00
852,support_request,1000184,current_status,Triaged,Assigned,103,2025-03-06 23:46:00
853,support_request,1000184,current_status,Assigned,In Progress,103,2025-03-07 18:46:00
854,support_request,1000185,current_status,,New,2,2024-10-04 14:44:00
855,support_request,1000185,current_status,New,Triaged,2,2024-10-04 18:44:00
856,support_request,1000185,current_status,Triaged,Assigned,2,2024-10-06 02:44:00
857,support_request,1000185,current_status,Assigned,In Progress,2,2024-10-06 11:44:00
858,support_request,1000185,current_status,In Progress,Pending Student,2,2024-10-05 22:44:00
859,support_request,1000186,current_status,,New,137,2026-05-31 13:00:00
860,support_request,1000186,current_status,New,Triaged,137,2026-06-01 04:00:00
861,support_request,1000186,current_status,Triaged,Assigned,137,2026-06-01 13:00:00
862,support_request,1000186,current_status,Assigned,In Progress,137,2026-06-02 13:00:00
863,support_request,1000187,current_status,,New,44,2026-05-04 11:53:00
864,support_request,1000187,current_status,New,Triaged,44,2026-05-04 15:53:00
865,support_request,1000187,current_status,Triaged,Assigned,44,2026-05-05 03:53:00
866,support_request,1000187,current_status,Assigned,In Progress,44,2026-05-05 23:53:00
867,support_request,1000188,current_status,,New,103,2025-04-16 14:39:00
868,support_request,1000188,current_status,New,Triaged,103,2025-04-16 19:39:00
869,support_request,1000188,current_status,Triaged,Assigned,103,2025-04-17 10:39:00
870,support_request,1000188,current_status,Assigned,In Progress,103,2025-04-17 23:39:00
871,support_request,1000188,current_status,In Progress,Resolved,103,2025-04-17 22:39:00
872,support_request,1000189,current_status,,New,108,2026-06-22 16:54:00
873,support_request,1000189,current_status,New,Triaged,108,2026-06-22 20:54:00
874,support_request,1000189,current_status,Triaged,Assigned,108,2026-06-23 04:54:00
875,support_request,1000189,current_status,Assigned,In Progress,108,2026-06-24 01:54:00
876,support_request,1000189,current_status,In Progress,Pending Parent,108,2026-06-24 16:54:00
877,support_request,1000190,current_status,,New,128,2025-09-02 11:11:00
878,support_request,1000190,current_status,New,Triaged,128,2025-09-02 15:11:00
879,support_request,1000190,current_status,Triaged,Assigned,128,2025-09-02 23:11:00
880,support_request,1000190,current_status,Assigned,In Progress,128,2025-09-03 05:11:00
881,support_request,1000191,current_status,,New,96,2025-10-09 13:32:00
882,support_request,1000191,current_status,New,Triaged,96,2025-10-10 03:32:00
883,support_request,1000191,current_status,Triaged,Assigned,96,2025-10-09 23:32:00
884,support_request,1000191,current_status,Assigned,In Progress,96,2025-10-09 19:32:00
885,support_request,1000191,current_status,In Progress,Pending Parent,96,2025-10-12 13:32:00
886,support_request,1000192,current_status,,New,81,2025-08-20 11:13:00
887,support_request,1000192,current_status,New,Triaged,81,2025-08-20 19:13:00
888,support_request,1000192,current_status,Triaged,Assigned,81,2025-08-20 15:13:00
889,support_request,1000192,current_status,Assigned,In Progress,81,2025-08-22 17:13:00
890,support_request,1000192,current_status,In Progress,Resolved,81,2025-08-22 07:13:00
891,support_request,1000193,current_status,,New,92,2025-12-22 16:44:00
892,support_request,1000193,current_status,New,Triaged,92,2025-12-22 21:44:00
893,support_request,1000193,current_status,Triaged,Assigned,92,2025-12-24 04:44:00
894,support_request,1000193,current_status,Assigned,In Progress,92,2025-12-24 13:44:00
895,support_request,1000193,current_status,In Progress,Escalated,92,2025-12-25 00:44:00
896,support_request,1000194,current_status,,New,44,2024-10-31 12:20:00
897,support_request,1000194,current_status,New,Triaged,44,2024-10-31 15:20:00
898,support_request,1000194,current_status,Triaged,Assigned,44,2024-10-31 16:20:00
899,support_request,1000194,current_status,Assigned,In Progress,44,2024-11-01 03:20:00
900,support_request,1000195,current_status,,New,182,2025-04-03 13:22:00
901,support_request,1000195,current_status,New,Triaged,182,2025-04-03 20:22:00
902,support_request,1000195,current_status,Triaged,Assigned,182,2025-04-04 23:22:00
903,support_request,1000195,current_status,Assigned,In Progress,182,2025-04-04 07:22:00
904,support_request,1000195,current_status,In Progress,Escalated,182,2025-04-05 05:22:00
905,support_request,1000196,current_status,,New,219,2024-12-28 15:25:00
906,support_request,1000196,current_status,New,Triaged,219,2024-12-29 05:25:00
907,support_request,1000196,current_status,Triaged,Assigned,219,2024-12-29 23:25:00
908,support_request,1000196,current_status,Assigned,In Progress,219,2024-12-29 03:25:00
909,support_request,1000196,current_status,In Progress,Pending Student,219,2024-12-29 19:25:00
910,support_request,1000197,current_status,,New,84,2025-11-22 10:30:00
911,support_request,1000197,current_status,New,Triaged,84,2025-11-22 14:30:00
912,support_request,1000197,current_status,Triaged,Assigned,84,2025-11-23 22:30:00
913,support_request,1000198,current_status,,New,252,2024-11-28 10:13:00
914,support_request,1000198,current_status,New,Triaged,252,2024-11-29 02:13:00
915,support_request,1000198,current_status,Triaged,Assigned,252,2024-11-28 14:13:00
916,support_request,1000198,current_status,Assigned,In Progress,252,2024-11-29 16:13:00
917,support_request,1000199,current_status,,New,89,2025-12-28 14:53:00
918,support_request,1000199,current_status,New,Triaged,89,2025-12-28 18:53:00
919,support_request,1000199,current_status,Triaged,Assigned,89,2025-12-29 22:53:00
920,support_request,1000199,current_status,Assigned,In Progress,89,2025-12-29 05:53:00
921,support_request,1000199,current_status,In Progress,Pending Parent,89,2025-12-31 14:53:00
922,support_request,1000200,current_status,,New,172,2026-02-14 11:55:00
923,support_request,1000200,current_status,New,Triaged,172,2026-02-14 20:55:00
924,support_request,1000200,current_status,Triaged,Assigned,172,2026-02-15 13:55:00
925,support_request,1000200,current_status,Assigned,In Progress,172,2026-02-14 17:55:00
926,support_request,1000201,current_status,,New,15,2024-10-14 12:15:00
927,support_request,1000201,current_status,New,Triaged,15,2024-10-14 23:15:00
928,support_request,1000201,current_status,Triaged,Assigned,15,2024-10-15 02:15:00
929,support_request,1000201,current_status,Assigned,In Progress,15,2024-10-14 18:15:00
930,support_request,1000201,current_status,In Progress,Escalated,15,2024-10-15 16:15:00
931,support_request,1000202,current_status,,New,219,2026-02-14 16:29:00
932,support_request,1000202,current_status,New,Triaged,219,2026-02-14 18:29:00
933,support_request,1000202,current_status,Triaged,Assigned,219,2026-02-15 08:29:00
934,support_request,1000202,current_status,Assigned,In Progress,219,2026-02-16 22:29:00
935,support_request,1000202,current_status,In Progress,Resolved,219,2026-02-16 04:29:00
936,support_request,1000202,current_status,Resolved,Closed,219,2026-02-16 03:29:00
937,support_request,1000203,current_status,,New,119,2025-03-15 16:12:00
938,support_request,1000203,current_status,New,Triaged,119,2025-03-16 08:12:00
939,support_request,1000203,current_status,Triaged,Assigned,119,2025-03-16 06:12:00
940,support_request,1000203,current_status,Assigned,In Progress,119,2025-03-17 13:12:00
941,support_request,1000203,current_status,In Progress,Resolved,119,2025-03-17 12:12:00
942,support_request,1000204,current_status,,New,142,2024-11-08 15:10:00
943,support_request,1000204,current_status,New,Triaged,142,2024-11-08 17:10:00
944,support_request,1000204,current_status,Triaged,Assigned,142,2024-11-08 19:10:00
945,support_request,1000204,current_status,Assigned,In Progress,142,2024-11-09 00:10:00
946,support_request,1000205,current_status,,New,268,2025-06-23 08:55:00
947,support_request,1000205,current_status,New,Triaged,268,2025-06-23 16:55:00
948,support_request,1000205,current_status,Triaged,Assigned,268,2025-06-24 08:55:00
949,support_request,1000206,current_status,,New,239,2026-04-14 16:14:00
950,support_request,1000206,current_status,New,Triaged,239,2026-04-14 19:14:00
951,support_request,1000206,current_status,Triaged,Assigned,239,2026-04-15 08:14:00
952,support_request,1000206,current_status,Assigned,In Progress,239,2026-04-16 22:14:00
953,support_request,1000206,current_status,In Progress,Resolved,239,2026-04-15 16:14:00
954,support_request,1000206,current_status,Resolved,Closed,239,2026-04-18 00:14:00
955,support_request,1000207,current_status,,New,52,2026-02-10 12:18:00
956,support_request,1000207,current_status,New,Triaged,52,2026-02-10 17:18:00
957,support_request,1000207,current_status,Triaged,Assigned,52,2026-02-12 00:18:00
958,support_request,1000207,current_status,Assigned,In Progress,52,2026-02-11 03:18:00
959,support_request,1000207,current_status,In Progress,Resolved,52,2026-02-13 04:18:00
960,support_request,1000208,current_status,,New,37,2025-06-21 09:19:00
961,support_request,1000208,current_status,New,Triaged,37,2025-06-21 21:19:00
962,support_request,1000208,current_status,Triaged,Assigned,37,2025-06-22 01:19:00
963,support_request,1000208,current_status,Assigned,In Progress,37,2025-06-22 00:19:00
964,support_request,1000208,current_status,In Progress,Pending Student,37,2025-06-22 21:19:00
965,support_request,1000209,current_status,,New,174,2026-01-16 13:39:00
966,support_request,1000209,current_status,New,Triaged,174,2026-01-16 16:39:00
967,support_request,1000209,current_status,Triaged,Assigned,174,2026-01-17 07:39:00
968,support_request,1000209,current_status,Assigned,In Progress,174,2026-01-18 16:39:00
969,support_request,1000209,current_status,In Progress,Resolved,174,2026-01-19 01:39:00
970,support_request,1000210,current_status,,New,66,2026-05-15 08:41:00
971,support_request,1000210,current_status,New,Triaged,66,2026-05-15 17:41:00
972,support_request,1000210,current_status,Triaged,Assigned,66,2026-05-16 16:41:00
973,support_request,1000210,current_status,Assigned,In Progress,66,2026-05-15 17:41:00
974,support_request,1000210,current_status,In Progress,Resolved,66,2026-05-16 08:41:00
975,support_request,1000211,current_status,,New,20,2026-02-26 11:47:00
976,support_request,1000211,current_status,New,Triaged,20,2026-02-26 15:47:00
977,support_request,1000211,current_status,Triaged,Assigned,20,2026-02-27 13:47:00
978,support_request,1000211,current_status,Assigned,In Progress,20,2026-02-27 23:47:00
979,support_request,1000212,current_status,,New,268,2025-11-10 11:57:00
980,support_request,1000212,current_status,New,Triaged,268,2025-11-10 15:57:00
981,support_request,1000212,current_status,Triaged,Assigned,268,2025-11-11 07:57:00
982,support_request,1000212,current_status,Assigned,In Progress,268,2025-11-12 17:57:00
983,support_request,1000212,current_status,In Progress,Resolved,268,2025-11-12 19:57:00
984,support_request,1000213,current_status,,New,129,2026-05-27 15:19:00
985,support_request,1000213,current_status,New,Triaged,129,2026-05-27 23:19:00
986,support_request,1000213,current_status,Triaged,Assigned,129,2026-05-28 23:19:00
987,support_request,1000214,current_status,,New,132,2026-05-28 10:39:00
988,support_request,1000214,current_status,New,Triaged,132,2026-05-28 20:39:00
989,support_request,1000214,current_status,Triaged,Assigned,132,2026-05-28 18:39:00
990,support_request,1000214,current_status,Assigned,In Progress,132,2026-05-29 07:39:00
991,support_request,1000215,current_status,,New,71,2025-03-17 10:05:00
992,support_request,1000215,current_status,New,Triaged,71,2025-03-18 02:05:00
993,support_request,1000215,current_status,Triaged,Assigned,71,2025-03-17 20:05:00
994,support_request,1000215,current_status,Assigned,In Progress,71,2025-03-18 22:05:00
995,support_request,1000215,current_status,In Progress,Resolved,71,2025-03-19 02:05:00
996,support_request,1000216,current_status,,New,95,2026-04-13 12:04:00
997,support_request,1000216,current_status,New,Triaged,95,2026-04-13 17:04:00
998,support_request,1000216,current_status,Triaged,Assigned,95,2026-04-14 22:04:00
999,support_request,1000216,current_status,Assigned,In Progress,95,2026-04-15 00:04:00
1000,support_request,1000216,current_status,In Progress,Resolved,95,2026-04-15 00:04:00
1001,support_request,1000216,current_status,Resolved,Closed,95,2026-04-13 22:04:00
1002,support_request,1000217,current_status,,New,184,2025-11-07 15:28:00
1003,support_request,1000217,current_status,New,Triaged,184,2025-11-08 02:28:00
1004,support_request,1000217,current_status,Triaged,Assigned,184,2025-11-08 17:28:00
1005,support_request,1000217,current_status,Assigned,In Progress,184,2025-11-08 12:28:00
1006,support_request,1000218,current_status,,New,28,2024-10-05 09:48:00
1007,support_request,1000218,current_status,New,Triaged,28,2024-10-05 13:48:00
1008,support_request,1000218,current_status,Triaged,Assigned,28,2024-10-05 17:48:00
1009,support_request,1000218,current_status,Assigned,In Progress,28,2024-10-05 18:48:00
1010,support_request,1000219,current_status,,New,23,2024-11-23 12:43:00
1011,support_request,1000219,current_status,New,Triaged,23,2024-11-24 05:43:00
1012,support_request,1000219,current_status,Triaged,Assigned,23,2024-11-24 12:43:00
1013,support_request,1000219,current_status,Assigned,In Progress,23,2024-11-24 06:43:00
1014,support_request,1000219,current_status,In Progress,Resolved,23,2024-11-25 04:43:00
1015,support_request,1000219,current_status,Resolved,Closed,23,2024-11-26 10:43:00
1016,support_request,1000220,current_status,,New,175,2025-03-30 08:17:00
1017,support_request,1000220,current_status,New,Triaged,175,2025-03-30 16:17:00
1018,support_request,1000220,current_status,Triaged,Assigned,175,2025-03-31 08:17:00
1019,support_request,1000220,current_status,Assigned,In Progress,175,2025-03-31 23:17:00
1020,support_request,1000220,current_status,In Progress,Pending Parent,175,2025-03-31 04:17:00
1021,support_request,1000221,current_status,,New,53,2026-03-27 11:09:00
1022,support_request,1000221,current_status,New,Triaged,53,2026-03-27 18:09:00
1023,support_request,1000221,current_status,Triaged,Assigned,53,2026-03-28 19:09:00
1024,support_request,1000221,current_status,Assigned,In Progress,53,2026-03-27 23:09:00
1025,support_request,1000221,current_status,In Progress,Resolved,53,2026-03-29 23:09:00
1026,support_request,1000222,current_status,,New,137,2026-04-03 11:53:00
1027,support_request,1000222,current_status,New,Triaged,137,2026-04-03 21:53:00
1028,support_request,1000222,current_status,Triaged,Assigned,137,2026-04-04 01:53:00
1029,support_request,1000222,current_status,Assigned,In Progress,137,2026-04-05 17:53:00
1030,support_request,1000222,current_status,In Progress,Resolved,137,2026-04-05 15:53:00
1031,support_request,1000223,current_status,,New,212,2025-01-14 15:15:00
1032,support_request,1000223,current_status,New,Triaged,212,2025-01-15 09:15:00
1033,support_request,1000223,current_status,Triaged,Assigned,212,2025-01-15 05:15:00
1034,support_request,1000223,current_status,Assigned,In Progress,212,2025-01-16 21:15:00
1035,support_request,1000223,current_status,In Progress,Escalated,212,2025-01-15 07:15:00
1036,support_request,1000224,current_status,,New,138,2026-05-16 15:32:00
1037,support_request,1000224,current_status,New,Triaged,138,2026-05-17 07:32:00
1038,support_request,1000224,current_status,Triaged,Assigned,138,2026-05-17 13:32:00
1039,support_request,1000224,current_status,Assigned,In Progress,138,2026-05-18 06:32:00
1040,support_request,1000224,current_status,In Progress,Pending Parent,138,2026-05-17 11:32:00
1041,support_request,1000225,current_status,,New,89,2026-04-08 16:14:00
1042,support_request,1000225,current_status,New,Triaged,89,2026-04-09 05:14:00
1043,support_request,1000225,current_status,Triaged,Assigned,89,2026-04-08 22:14:00
1044,support_request,1000225,current_status,Assigned,In Progress,89,2026-04-10 22:14:00
1045,support_request,1000226,current_status,,New,26,2026-01-22 14:39:00
1046,support_request,1000226,current_status,New,Triaged,26,2026-01-23 06:39:00
1047,support_request,1000226,current_status,Triaged,Assigned,26,2026-01-24 02:39:00
1048,support_request,1000226,current_status,Assigned,In Progress,26,2026-01-23 05:39:00
1049,support_request,1000227,current_status,,New,79,2025-10-28 08:12:00
1050,support_request,1000227,current_status,New,Triaged,79,2025-10-28 22:12:00
1051,support_request,1000227,current_status,Triaged,Assigned,79,2025-10-29 08:12:00
1052,support_request,1000227,current_status,Assigned,In Progress,79,2025-10-29 20:12:00
1053,support_request,1000227,current_status,In Progress,Escalated,79,2025-10-31 04:12:00
1054,support_request,1000228,current_status,,New,178,2024-10-06 09:17:00
1055,support_request,1000228,current_status,New,Triaged,178,2024-10-07 02:17:00
1056,support_request,1000228,current_status,Triaged,Assigned,178,2024-10-07 15:17:00
1057,support_request,1000228,current_status,Assigned,In Progress,178,2024-10-08 03:17:00
1058,support_request,1000228,current_status,In Progress,Escalated,178,2024-10-06 17:17:00
1059,support_request,1000229,current_status,,New,196,2026-05-06 08:50:00
1060,support_request,1000229,current_status,New,Triaged,196,2026-05-06 14:50:00
1061,support_request,1000229,current_status,Triaged,Assigned,196,2026-05-07 14:50:00
1062,support_request,1000229,current_status,Assigned,In Progress,196,2026-05-07 14:50:00
1063,support_request,1000229,current_status,In Progress,Escalated,196,2026-05-08 16:50:00
1064,support_request,1000230,current_status,,New,220,2025-04-26 13:36:00
1065,support_request,1000230,current_status,New,Triaged,220,2025-04-27 05:36:00
1066,support_request,1000230,current_status,Triaged,Assigned,220,2025-04-27 11:36:00
1067,support_request,1000230,current_status,Assigned,In Progress,220,2025-04-27 01:36:00
1068,support_request,1000230,current_status,In Progress,Pending Parent,220,2025-04-29 01:36:00
1069,support_request,1000231,current_status,,New,103,2025-03-31 14:46:00
1070,support_request,1000231,current_status,New,Triaged,103,2025-04-01 02:46:00
1071,support_request,1000231,current_status,Triaged,Assigned,103,2025-03-31 22:46:00
1072,support_request,1000231,current_status,Assigned,In Progress,103,2025-04-02 02:46:00
1073,support_request,1000231,current_status,In Progress,Resolved,103,2025-03-31 22:46:00
1074,support_request,1000232,current_status,,New,108,2025-10-19 09:14:00
1075,support_request,1000232,current_status,New,Triaged,108,2025-10-19 20:14:00
1076,support_request,1000232,current_status,Triaged,Assigned,108,2025-10-20 11:14:00
1077,support_request,1000232,current_status,Assigned,In Progress,108,2025-10-20 21:14:00
1078,support_request,1000232,current_status,In Progress,Resolved,108,2025-10-21 13:14:00
1079,support_request,1000232,current_status,Resolved,Closed,108,2025-10-22 17:14:00
1080,support_request,1000233,current_status,,New,79,2026-04-06 13:35:00
1081,support_request,1000233,current_status,New,Triaged,79,2026-04-07 06:35:00
1082,support_request,1000233,current_status,Triaged,Assigned,79,2026-04-07 01:35:00
1083,support_request,1000233,current_status,Assigned,In Progress,79,2026-04-07 04:35:00
1084,support_request,1000233,current_status,In Progress,Resolved,79,2026-04-08 01:35:00
1085,support_request,1000234,current_status,,New,40,2026-05-10 15:00:00
1086,support_request,1000234,current_status,New,Triaged,40,2026-05-10 18:00:00
1087,support_request,1000234,current_status,Triaged,Assigned,40,2026-05-11 15:00:00
1088,support_request,1000234,current_status,Assigned,In Progress,40,2026-05-12 00:00:00
1089,support_request,1000234,current_status,In Progress,Resolved,40,2026-05-13 15:00:00
1090,support_request,1000234,current_status,Resolved,Closed,40,2026-05-13 18:00:00
1091,support_request,1000235,current_status,,New,68,2025-11-05 10:37:00
1092,support_request,1000235,current_status,New,Triaged,68,2025-11-05 19:37:00
1093,support_request,1000235,current_status,Triaged,Assigned,68,2025-11-05 22:37:00
1094,support_request,1000235,current_status,Assigned,In Progress,68,2025-11-06 22:37:00
1095,support_request,1000236,current_status,,New,135,2025-11-27 12:20:00
1096,support_request,1000236,current_status,New,Triaged,135,2025-11-27 20:20:00
1097,support_request,1000236,current_status,Triaged,Assigned,135,2025-11-27 18:20:00
1098,support_request,1000236,current_status,Assigned,In Progress,135,2025-11-29 00:20:00
1099,support_request,1000237,current_status,,New,130,2026-01-13 11:27:00
1100,support_request,1000237,current_status,New,Triaged,130,2026-01-13 15:27:00
1101,support_request,1000237,current_status,Triaged,Assigned,130,2026-01-14 15:27:00
1102,support_request,1000237,current_status,Assigned,In Progress,130,2026-01-15 11:27:00
1103,support_request,1000238,current_status,,New,270,2025-06-05 11:05:00
1104,support_request,1000238,current_status,New,Triaged,270,2025-06-06 03:05:00
1105,support_request,1000238,current_status,Triaged,Assigned,270,2025-06-06 03:05:00
1106,support_request,1000238,current_status,Assigned,In Progress,270,2025-06-07 17:05:00
1107,support_request,1000239,current_status,,New,2,2025-01-02 08:51:00
1108,support_request,1000239,current_status,New,Triaged,2,2025-01-02 11:51:00
1109,support_request,1000239,current_status,Triaged,Assigned,2,2025-01-03 16:51:00
1110,support_request,1000239,current_status,Assigned,In Progress,2,2025-01-03 23:51:00
1111,support_request,1000240,current_status,,New,56,2025-01-01 10:59:00
1112,support_request,1000240,current_status,New,Triaged,56,2025-01-01 16:59:00
1113,support_request,1000240,current_status,Triaged,Assigned,56,2025-01-02 22:59:00
1114,support_request,1000240,current_status,Assigned,In Progress,56,2025-01-02 16:59:00
1115,support_request,1000240,current_status,In Progress,Pending Student,56,2025-01-03 10:59:00
1116,support_request,1000241,current_status,,New,27,2025-11-15 14:18:00
1117,support_request,1000241,current_status,New,Triaged,27,2025-11-15 18:18:00
1118,support_request,1000241,current_status,Triaged,Assigned,27,2025-11-17 02:18:00
1119,support_request,1000241,current_status,Assigned,In Progress,27,2025-11-16 05:18:00
1120,support_request,1000241,current_status,In Progress,Resolved,27,2025-11-18 14:18:00
1121,support_request,1000242,current_status,,New,171,2024-10-18 12:14:00
1122,support_request,1000242,current_status,New,Triaged,171,2024-10-18 23:14:00
1123,support_request,1000242,current_status,Triaged,Assigned,171,2024-10-19 20:14:00
1124,support_request,1000242,current_status,Assigned,In Progress,171,2024-10-18 18:14:00
1125,support_request,1000243,current_status,,New,163,2025-06-07 16:01:00
1126,support_request,1000243,current_status,New,Triaged,163,2025-06-07 23:01:00
1127,support_request,1000243,current_status,Triaged,Assigned,163,2025-06-08 02:01:00
1128,support_request,1000243,current_status,Assigned,In Progress,163,2025-06-09 16:01:00
1129,support_request,1000243,current_status,In Progress,Pending Student,163,2025-06-08 08:01:00
1130,support_request,1000244,current_status,,New,169,2026-03-07 09:35:00
1131,support_request,1000244,current_status,New,Triaged,169,2026-03-07 23:35:00
1132,support_request,1000244,current_status,Triaged,Assigned,169,2026-03-08 03:35:00
1133,support_request,1000244,current_status,Assigned,In Progress,169,2026-03-09 00:35:00
1134,support_request,1000244,current_status,In Progress,Resolved,169,2026-03-09 13:35:00
1135,support_request,1000245,current_status,,New,212,2024-11-17 10:46:00
1136,support_request,1000245,current_status,New,Triaged,212,2024-11-17 19:46:00
1137,support_request,1000245,current_status,Triaged,Assigned,212,2024-11-17 18:46:00
1138,support_request,1000245,current_status,Assigned,In Progress,212,2024-11-19 16:46:00
1139,support_request,1000245,current_status,In Progress,Resolved,212,2024-11-19 14:46:00
1140,support_request,1000245,current_status,Resolved,Closed,212,2024-11-20 18:46:00
1141,support_request,1000246,current_status,,New,114,2025-05-24 16:16:00
1142,support_request,1000246,current_status,New,Triaged,114,2025-05-25 00:16:00
1143,support_request,1000246,current_status,Triaged,Assigned,114,2025-05-25 00:16:00
1144,support_request,1000246,current_status,Assigned,In Progress,114,2025-05-26 22:16:00
1145,support_request,1000246,current_status,In Progress,Resolved,114,2025-05-26 16:16:00
1146,support_request,1000246,current_status,Resolved,Closed,114,2025-05-26 08:16:00
1147,support_request,1000247,current_status,,New,145,2025-09-10 12:03:00
1148,support_request,1000247,current_status,New,Triaged,145,2025-09-11 04:03:00
1149,support_request,1000247,current_status,Triaged,Assigned,145,2025-09-11 00:03:00
1150,support_request,1000248,current_status,,New,210,2026-03-13 11:54:00
1151,support_request,1000248,current_status,New,Triaged,210,2026-03-14 01:54:00
1152,support_request,1000248,current_status,Triaged,Assigned,210,2026-03-14 15:54:00
1153,support_request,1000248,current_status,Assigned,In Progress,210,2026-03-15 14:54:00
1154,support_request,1000249,current_status,,New,159,2024-10-11 09:20:00
1155,support_request,1000249,current_status,New,Triaged,159,2024-10-12 02:20:00
1156,support_request,1000249,current_status,Triaged,Assigned,159,2024-10-12 17:20:00
1157,support_request,1000249,current_status,Assigned,In Progress,159,2024-10-13 03:20:00
1158,support_request,1000249,current_status,In Progress,Resolved,159,2024-10-13 09:20:00
1159,support_request,1000249,current_status,Resolved,Closed,159,2024-10-13 16:20:00
1160,support_request,1000250,current_status,,New,139,2026-01-14 09:23:00
1161,support_request,1000250,current_status,New,Triaged,139,2026-01-14 11:23:00
1162,support_request,1000250,current_status,Triaged,Assigned,139,2026-01-14 19:23:00
1163,support_request,1000250,current_status,Assigned,In Progress,139,2026-01-16 15:23:00
1164,support_request,1000250,current_status,In Progress,Pending Parent,139,2026-01-16 01:23:00
1165,support_request,1000251,current_status,,New,47,2025-05-16 08:32:00
1166,support_request,1000251,current_status,New,Triaged,47,2025-05-16 14:32:00
1167,support_request,1000251,current_status,Triaged,Assigned,47,2025-05-17 08:32:00
1168,support_request,1000251,current_status,Assigned,In Progress,47,2025-05-16 14:32:00
1169,support_request,1000251,current_status,In Progress,Resolved,47,2025-05-18 16:32:00
1170,support_request,1000252,current_status,,New,72,2025-11-13 16:49:00
1171,support_request,1000252,current_status,New,Triaged,72,2025-11-14 00:49:00
1172,support_request,1000252,current_status,Triaged,Assigned,72,2025-11-14 22:49:00
1173,support_request,1000252,current_status,Assigned,In Progress,72,2025-11-15 04:49:00
1174,support_request,1000252,current_status,In Progress,Resolved,72,2025-11-14 12:49:00
1175,support_request,1000253,current_status,,New,168,2025-07-05 16:47:00
1176,support_request,1000253,current_status,New,Triaged,168,2025-07-06 09:47:00
1177,support_request,1000253,current_status,Triaged,Assigned,168,2025-07-06 04:47:00
1178,support_request,1000253,current_status,Assigned,In Progress,168,2025-07-06 16:47:00
1179,support_request,1000253,current_status,In Progress,Resolved,168,2025-07-06 12:47:00
1180,support_request,1000254,current_status,,New,208,2025-02-07 16:35:00
1181,support_request,1000254,current_status,New,Triaged,208,2025-02-07 23:35:00
1182,support_request,1000254,current_status,Triaged,Assigned,208,2025-02-08 10:35:00
1183,support_request,1000254,current_status,Assigned,In Progress,208,2025-02-08 13:35:00
1184,support_request,1000254,current_status,In Progress,Resolved,208,2025-02-10 04:35:00
1185,support_request,1000255,current_status,,New,239,2025-05-30 09:53:00
1186,support_request,1000255,current_status,New,Triaged,239,2025-05-30 16:53:00
1187,support_request,1000255,current_status,Triaged,Assigned,239,2025-05-30 13:53:00
1188,support_request,1000255,current_status,Assigned,In Progress,239,2025-06-01 12:53:00
