intervention_id,request_id,intervention_type,intervention_date,recorded_by_user_id
642,1001975,Peer mediation,2025-07-09,84
643,1001978,Parent outreach,2025-07-08,143
644,1001980,Peer mediation,2025-01-21,61
645,1001984,Parent outreach,2025-10-24,120
646,1001987,Parent outreach,2024-10-06,47
647,1001988,Resource referral,2025-11-23,213
648,1001989,Parent outreach,2026-01-17,38
649,1001994,Administrative review,2025-11-25,17
650,1001998,Parent outreach,2025-03-19,159
651,1002000,Parent outreach,2025-05-09,33
652,1002005,Parent outreach,2026-01-21,212
653,1002013,Administrative review,2024-09-29,258
654,1002014,Peer mediation,2025-02-11,226
655,1002018,Resource referral,2025-06-27,72
656,1002019,Resource referral,2025-11-26,136
657,1002022,Counselor meeting,2025-06-23,101
658,1002024,Peer mediation,2026-05-31,160
659,1002031,Parent outreach,2025-11-29,271
660,1002032,Resource referral,2025-09-16,60
661,1002035,Parent outreach,2026-04-03,179
662,1002036,Parent outreach,2026-05-20,186
663,1002038,Resource referral,2025-03-04,219
664,1002044,Administrative review,2026-05-17,173
665,1002046,Counselor meeting,2025-12-24,35
666,1002048,Peer mediation,2025-09-13,150
667,1002050,Administrative review,2024-10-16,168
668,1002051,Peer mediation,2025-10-10,75
669,1002054,Administrative review,2025-09-01,79
670,1002066,Administrative review,2024-09-21,213
671,1002068,Peer mediation,2026-06-28,90
672,1002074,Administrative review,2026-02-19,87
673,1002075,Resource referral,2025-07-06,196
674,1002077,Administrative review,2025-06-21,112
675,1002084,Peer mediation,2026-02-07,25
676,1002086,Counselor meeting,2026-01-25,118
677,1002087,Administrative review,2025-08-14,74
678,1002088,Administrative review,2025-06-07,39
679,1002089,Peer mediation,2026-05-23,165
680,1002093,Administrative review,2025-12-30,33
681,1002094,Peer mediation,2026-03-18,46
682,1002095,Parent outreach,2026-05-12,35
683,1002097,Administrative review,2025-01-29,56
684,1002100,Parent outreach,2025-09-20,148
685,1002104,Resource referral,2024-10-20,59
686,1002106,Peer mediation,2025-07-05,170
687,1002107,Peer mediation,2025-03-28,79
688,1002108,Resource referral,2025-09-04,41
689,1002109,Resource referral,2025-08-10,245
690,1002110,Counselor meeting,2026-04-08,210
691,1002112,Peer mediation,2026-04-19,203
692,1002126,Resource referral,2025-05-20,178
693,1002127,Resource referral,2024-12-31,17
694,1002130,Peer mediation,2025-07-21,112
695,1002132,Resource referral,2026-05-26,63
696,1002135,Peer mediation,2026-04-06,37
697,1002137,Administrative review,2025-11-03,260
698,1002143,Counselor meeting,2025-03-05,255
699,1002147,Counselor meeting,2024-12-12,207
700,1002151,Counselor meeting,2025-07-11,60
701,1002156,Resource referral,2024-12-16,156
702,1002157,Administrative review,2026-03-11,189
703,1002163,Peer mediation,2025-10-13,10
704,1002164,Parent outreach,2026-03-14,28
705,1002165,Counselor meeting,2025-05-10,6
706,1002168,Administrative review,2025-10-13,182
707,1002170,Administrative review,2025-05-17,40
708,1002171,Counselor meeting,2024-09-15,102
709,1002176,Counselor meeting,2025-09-27,94
710,1002182,Peer mediation,2025-04-30,116
711,1002183,Counselor meeting,2025-05-29,268
712,1002185,Resource referral,2025-06-20,112
713,1002187,Counselor meeting,2024-08-31,96
714,1002188,Administrative review,2025-08-03,132
715,1002189,Peer mediation,2025-11-06,197
716,1002190,Resource referral,2024-10-03,52
717,1002192,Peer mediation,2025-07-11,94
718,1002195,Administrative review,2025-05-18,22
719,1002201,Parent outreach,2026-02-11,58
720,1002212,Counselor meeting,2025-04-28,99
721,1002213,Parent outreach,2025-02-13,36
722,1002217,Administrative review,2026-05-08,3
723,1002222,Resource referral,2025-09-08,257
724,1002230,Resource referral,2026-01-28,226
725,1002234,Administrative review,2026-05-20,12
726,1002235,Parent outreach,2025-11-17,171
727,1002236,Peer mediation,2025-05-25,100
728,1002237,Parent outreach,2025-03-02,165
729,1002238,Peer mediation,2024-09-01,115
730,1002239,Resource referral,2025-01-23,88
731,1002241,Administrative review,2025-10-17,219
732,1002243,Resource referral,2025-08-05,26
733,1002244,Parent outreach,2024-10-22,178
734,1002245,Counselor meeting,2025-03-17,125
735,1002248,Peer mediation,2025-02-03,171
736,1002254,Administrative review,2024-12-23,148
737,1002258,Administrative review,2024-12-16,55
738,1002259,Parent outreach,2026-01-05,3
739,1002261,Resource referral,2025-10-20,220
740,1002262,Administrative review,2026-05-11,34
741,1002273,Resource referral,2025-08-24,83
742,1002277,Administrative review,2026-03-04,28
743,1002279,Resource referral,2024-12-30,111
744,1002280,Administrative review,2024-09-09,173
745,1002282,Administrative review,2026-04-01,186
746,1002285,Peer mediation,2024-08-23,42
747,1002288,Parent outreach,2025-07-29,270
748,1002290,Administrative review,2025-04-05,138
749,1002291,Administrative review,2025-01-26,43
750,1002293,Administrative review,2025-10-30,30
751,1002298,Parent outreach,2026-02-06,88
752,1002311,Counselor meeting,2026-02-15,145
753,1002316,Parent outreach,2024-10-02,112
754,1002318,Administrative review,2025-08-07,2
755,1002320,Administrative review,2026-01-03,88
756,1002322,Parent outreach,2025-07-15,265
757,1002325,Resource referral,2026-03-19,121
758,1002331,Administrative review,2024-11-17,67
759,1002340,Parent outreach,2025-05-22,106
760,1002343,Resource referral,2026-06-03,41
761,1002354,Administrative review,2025-07-16,53
762,1002356,Parent outreach,2025-12-02,257
763,1002362,Peer mediation,2026-03-13,27
764,1002363,Peer mediation,2024-09-08,103
765,1002364,Parent outreach,2025-11-17,145
766,1002365,Peer mediation,2024-10-12,114
767,1002372,Counselor meeting,2026-04-10,212
768,1002377,Counselor meeting,2026-01-01,58
769,1002392,Peer mediation,2025-10-25,128
770,1002396,Resource referral,2024-10-27,112
771,1002399,Parent outreach,2025-11-29,208
772,1002402,Parent outreach,2026-02-22,116
773,1002405,Parent outreach,2026-06-22,153
774,1002408,Peer mediation,2025-07-26,218
775,1002411,Resource referral,2025-12-31,29
776,1002413,Parent outreach,2025-02-24,48
777,1002415,Resource referral,2025-03-11,186
778,1002417,Peer mediation,2026-07-04,30
779,1002421,Counselor meeting,2024-11-04,207
780,1002422,Parent outreach,2026-02-25,89
781,1002423,Administrative review,2024-12-05,134
782,1002424,Resource referral,2025-08-25,108
783,1002426,Administrative review,2025-11-17,138
784,1002427,Parent outreach,2025-03-28,215
785,1002430,Administrative review,2025-05-21,41
786,1002434,Counselor meeting,2026-05-26,62
787,1002435,Resource referral,2024-11-16,164
788,1002442,Peer mediation,2026-06-15,73
789,1002443,Peer mediation,2024-10-08,56
790,1002448,Counselor meeting,2026-02-08,75
791,1002450,Parent outreach,2025-03-10,121
792,1002453,Resource referral,2025-04-16,43
793,1002461,Parent outreach,2025-08-24,87
794,1002465,Administrative review,2026-01-12,85
795,1002466,Parent outreach,2025-11-22,107
796,1002471,Administrative review,2025-08-28,12
797,1002475,Resource referral,2026-01-19,39
798,1002476,Parent outreach,2024-10-22,113
799,1002477,Parent outreach,2024-09-17,226
800,1002478,Resource referral,2025-01-21,177
801,1002484,Resource referral,2025-02-28,67
802,1002485,Administrative review,2025-12-10,66
803,1002486,Peer mediation,2024-09-08,169
804,1002489,Resource referral,2025-11-11,36
805,1002492,Peer mediation,2026-06-01,71
806,1002494,Parent outreach,2025-04-05,82
807,1002496,Resource referral,2025-01-23,50
808,1002499,Parent outreach,2024-10-12,101
809,1002503,Peer mediation,2025-05-21,19
810,1002506,Resource referral,2025-09-26,179
811,1002509,Resource referral,2024-11-11,1
812,1002513,Peer mediation,2024-11-10,221
813,1002516,Peer mediation,2025-08-09,88
814,1002517,Resource referral,2024-12-25,39
815,1002520,Administrative review,2026-05-22,98
816,1002522,Resource referral,2025-09-30,56
817,1002523,Resource referral,2025-08-27,148
818,1002524,Resource referral,2025-07-05,175
819,1002526,Counselor meeting,2026-01-19,99
820,1002529,Peer mediation,2025-08-13,76
821,1002532,Parent outreach,2024-10-07,167
822,1002534,Resource referral,2024-10-29,170
823,1002536,Administrative review,2024-09-25,170
824,1002538,Administrative review,2025-03-11,207
825,1002539,Counselor meeting,2024-09-15,43
826,1002540,Counselor meeting,2025-10-09,115
827,1002547,Parent outreach,2025-05-11,123
828,1002548,Parent outreach,2025-06-17,49
829,1002549,Resource referral,2026-04-05,63
830,1002550,Counselor meeting,2024-09-10,98
831,1002551,Peer mediation,2025-10-09,187
832,1002552,Peer mediation,2025-03-09,19
833,1002553,Administrative review,2025-05-03,15
834,1002554,Administrative review,2024-12-24,82
835,1002559,Counselor meeting,2025-02-20,189
836,1002560,Peer mediation,2026-07-01,51
837,1002562,Parent outreach,2025-03-15,22
838,1002563,Resource referral,2025-12-24,271
839,1002565,Counselor meeting,2026-03-27,61
840,1002572,Parent outreach,2025-08-29,95
841,1002578,Counselor meeting,2026-06-26,135
842,1002579,Administrative review,2025-04-27,133
843,1002581,Peer mediation,2024-09-05,24
844,1002584,Administrative review,2025-04-27,107
845,1002585,Parent outreach,2025-03-24,89
846,1002586,Parent outreach,2025-01-07,57
847,1002593,Peer mediation,2026-03-05,125
848,1002599,Peer mediation,2025-01-14,97
849,1002604,Peer mediation,2025-11-13,126
850,1002606,Parent outreach,2026-01-17,101
851,1002607,Administrative review,2025-08-27,148
852,1002615,Peer mediation,2025-02-04,99
853,1002623,Administrative review,2025-05-03,155
854,1002626,Peer mediation,2024-10-02,30
855,1002627,Administrative review,2025-01-05,5
856,1002628,Administrative review,2025-02-28,121
857,1002637,Parent outreach,2026-05-29,14
858,1002640,Counselor meeting,2025-09-19,83
859,1002642,Peer mediation,2026-05-03,169
860,1002643,Parent outreach,2025-06-08,17
861,1002645,Administrative review,2025-12-26,103
862,1002647,Peer mediation,2026-06-15,128
863,1002649,Peer mediation,2026-06-10,148
864,1002650,Parent outreach,2024-09-13,37
865,1002655,Peer mediation,2024-10-18,184
866,1002659,Resource referral,2024-12-20,139
867,1002664,Resource referral,2026-04-16,111
868,1002668,Peer mediation,2025-07-06,182
869,1002671,Counselor meeting,2024-12-04,7
870,1002676,Parent outreach,2025-01-19,162
871,1002678,Parent outreach,2025-01-28,216
872,1002680,Administrative review,2025-02-09,212
873,1002682,Resource referral,2025-09-18,39
874,1002683,Peer mediation,2024-08-30,245
875,1002684,Counselor meeting,2025-06-14,181
876,1002688,Peer mediation,2025-09-14,22
877,1002689,Resource referral,2026-03-14,95
878,1002691,Counselor meeting,2025-07-31,67
879,1002696,Administrative review,2025-11-12,113
880,1002700,Counselor meeting,2024-08-23,1
881,1002702,Parent outreach,2024-10-28,87
882,1002704,Administrative review,2025-08-25,203
883,1002706,Peer mediation,2026-04-30,165
884,1002707,Parent outreach,2026-04-18,95
885,1002708,Resource referral,2024-10-14,41
886,1002712,Counselor meeting,2025-07-24,11
887,1002715,Peer mediation,2026-06-27,155
888,1002719,Resource referral,2025-04-10,245
889,1002721,Administrative review,2026-05-05,212
890,1002730,Administrative review,2024-12-08,16
891,1002734,Administrative review,2026-07-03,125
892,1002735,Resource referral,2024-10-11,26
893,1002736,Counselor meeting,2025-07-12,159
894,1002738,Counselor meeting,2025-02-20,138
895,1002739,Resource referral,2024-10-23,68
896,1002741,Peer mediation,2025-04-24,105
897,1002746,Resource referral,2025-11-08,136
898,1002747,Administrative review,2025-12-29,210
899,1002751,Administrative review,2025-12-27,216
900,1002755,Resource referral,2025-08-20,26
901,1002756,Resource referral,2025-01-27,78
902,1002757,Counselor meeting,2025-06-28,221
903,1002758,Administrative review,2025-02-14,4
904,1002759,Resource referral,2025-05-23,239
905,1002767,Peer mediation,2025-10-07,158
906,1002770,Peer mediation,2024-09-27,68
907,1002773,Resource referral,2026-03-07,73
908,1002775,Counselor meeting,2025-01-03,21
909,1002776,Parent outreach,2025-10-05,152
910,1002786,Parent outreach,2026-07-15,41
911,1002787,Peer mediation,2025-04-01,193
912,1002789,Counselor meeting,2026-06-12,30
913,1002797,Administrative review,2025-06-07,75
914,1002798,Counselor meeting,2024-10-23,116
915,1002800,Parent outreach,2026-02-19,132
916,1002804,Resource referral,2025-08-04,220
917,1002805,Resource referral,2025-06-30,40
918,1002807,Counselor meeting,2025-03-24,184
919,1002808,Resource referral,2024-10-16,210
920,1002812,Administrative review,2025-12-20,25
921,1002813,Peer mediation,2025-04-06,98
922,1002815,Administrative review,2025-06-15,121
923,1002818,Administrative review,2025-01-12,84
924,1002820,Parent outreach,2025-09-03,42
925,1002826,Administrative review,2025-11-22,75
926,1002828,Parent outreach,2025-09-06,64
927,1002840,Parent outreach,2025-08-20,165
928,1002841,Peer mediation,2026-05-13,177
929,1002843,Administrative review,2024-12-21,38
930,1002845,Resource referral,2024-11-23,29
931,1002846,Peer mediation,2024-08-24,60
932,1002849,Resource referral,2024-10-13,11
933,1002850,Resource referral,2025-06-08,129
934,1002851,Resource referral,2025-08-04,39
935,1002855,Counselor meeting,2026-03-26,180
936,1002860,Administrative review,2025-01-31,146
937,1002865,Counselor meeting,2026-05-21,45
938,1002866,Counselor meeting,2026-02-22,46
939,1002867,Counselor meeting,2025-01-08,9
940,1002868,Administrative review,2024-10-04,87
941,1002870,Counselor meeting,2024-10-04,95
942,1002877,Counselor meeting,2026-05-15,77
943,1002879,Peer mediation,2026-04-25,1
944,1002880,Peer mediation,2025-05-14,126
945,1002883,Resource referral,2025-12-22,85
946,1002885,Peer mediation,2025-01-08,113
947,1002888,Administrative review,2025-11-16,91
948,1002889,Peer mediation,2026-03-31,3
949,1002896,Peer mediation,2025-12-22,151
950,1002899,Counselor meeting,2024-12-17,245
951,1002908,Administrative review,2026-01-14,78
952,1002914,Peer mediation,2025-03-10,168
953,1002917,Administrative review,2025-07-02,136
954,1002926,Resource referral,2026-05-12,100
955,1002929,Parent outreach,2025-06-10,106
956,1002933,Parent outreach,2025-10-23,120
957,1002935,Resource referral,2026-06-10,81
958,1002939,Resource referral,2026-07-06,81
959,1002943,Resource referral,2026-01-09,83
960,1002948,Counselor meeting,2025-11-07,46
961,1002952,Peer mediation,2025-12-15,90
962,1002954,Administrative review,2025-07-03,130
963,1002957,Resource referral,2024-09-17,82
964,1002960,Peer mediation,2024-10-24,175
965,1002961,Counselor meeting,2025-06-16,20
966,1002962,Counselor meeting,2025-07-19,175
967,1002965,Parent outreach,2025-03-09,83
968,1002970,Resource referral,2024-11-12,110
969,1002971,Counselor meeting,2024-12-31,109
970,1002974,Counselor meeting,2026-01-27,272
971,1002982,Peer mediation,2025-07-09,271
972,1002987,Administrative review,2025-04-16,157
973,1002989,Parent outreach,2025-04-23,89
974,1002994,Counselor meeting,2025-12-23,76
975,1003001,Administrative review,2024-12-18,268
976,1003002,Parent outreach,2024-11-17,63
977,1003006,Peer mediation,2025-05-18,100
978,1003016,Resource referral,2026-01-31,249
979,1003017,Resource referral,2025-02-26,33
980,1003018,Peer mediation,2025-04-20,107
981,1003022,Peer mediation,2025-03-10,8
982,1003028,Administrative review,2025-11-11,226
983,1003029,Administrative review,2025-05-24,252
984,1003040,Parent outreach,2026-02-13,104
985,1003041,Resource referral,2026-07-09,260
986,1003044,Resource referral,2024-09-09,258
987,1003045,Administrative review,2024-12-31,180
988,1003047,Peer mediation,2024-09-02,174
989,1003048,Parent outreach,2025-12-10,71
990,1003049,Administrative review,2025-03-10,208
991,1003053,Counselor meeting,2025-12-29,59
992,1003056,Peer mediation,2024-09-10,182
993,1003060,Parent outreach,2025-12-27,132
994,1003061,Parent outreach,2026-04-03,108
995,1003064,Resource referral,2025-12-11,73
996,1003069,Resource referral,2025-06-06,43
997,1003070,Peer mediation,2025-03-24,76
998,1003071,Parent outreach,2024-11-01,27
999,1003078,Parent outreach,2026-01-25,48
1000,1003080,Counselor meeting,2026-03-19,68
1001,1003083,Peer mediation,2025-05-05,131
1002,1003084,Parent outreach,2024-10-30,189
1003,1003086,Peer mediation,2025-10-21,271
1004,1003089,Administrative review,2026-04-18,89
1005,1003090,Parent outreach,2025-05-12,117
1006,1003091,Administrative review,2025-04-22,129
1007,1003093,Administrative review,2026-04-06,21
1008,1003094,Parent outreach,2026-01-06,93
1009,1003098,Parent outreach,2026-01-10,121
1010,1003099,Resource referral,2024-10-31,116
1011,1003100,Peer mediation,2024-09-16,255
1012,1003105,Administrative review,2024-10-05,270
1013,1003111,Resource referral,2025-06-23,184
1014,1003119,Peer mediation,2025-05-04,63
1015,1003120,Counselor meeting,2025-01-27,162
1016,1003123,Peer mediation,2025-07-09,40
1017,1003125,Counselor meeting,2025-02-14,159
1018,1003129,Parent outreach,2025-05-18,52
1019,1003135,Administrative review,2025-01-19,90
1020,1003139,Counselor meeting,2026-05-25,115
1021,1003144,Counselor meeting,2024-12-12,215
1022,1003150,Counselor meeting,2026-05-13,78
1023,1003153,Resource referral,2024-11-07,20
1024,1003154,Administrative review,2024-11-08,215
1025,1003156,Resource referral,2024-12-31,145
1026,1003159,Parent outreach,2026-04-26,272
1027,1003161,Administrative review,2024-09-02,60
1028,1003163,Resource referral,2026-03-10,98
1029,1003165,Administrative review,2025-02-15,239
1030,1003166,Counselor meeting,2026-03-04,116
1031,1003170,Peer mediation,2024-09-09,57
1032,1003174,Resource referral,2025-07-12,36
1033,1003175,Resource referral,2025-10-07,47
1034,1003180,Resource referral,2025-07-27,166
1035,1003181,Counselor meeting,2026-02-18,42
1036,1003187,Counselor meeting,2026-01-20,186
1037,1003188,Peer mediation,2025-11-10,140
1038,1003189,Parent outreach,2025-07-07,130
1039,1003190,Peer mediation,2025-02-23,93
1040,1003192,Peer mediation,2025-03-10,13
1041,1003193,Counselor meeting,2026-04-21,268
1042,1003201,Counselor meeting,2025-05-07,86
1043,1003202,Resource referral,2025-09-25,35
1044,1003204,Parent outreach,2026-01-07,28
1045,1003205,Administrative review,2024-09-16,75
1046,1003206,Peer mediation,2026-05-15,69
1047,1003209,Parent outreach,2026-04-22,113
1048,1003210,Counselor meeting,2025-06-24,40
1049,1003217,Parent outreach,2025-03-01,71
1050,1003219,Peer mediation,2026-02-28,129
1051,1003221,Resource referral,2024-12-12,106
1052,1003223,Counselor meeting,2026-02-24,18
1053,1003226,Counselor meeting,2025-09-07,119
1054,1003241,Resource referral,2025-09-09,3
1055,1003248,Resource referral,2024-12-08,27
1056,1003250,Peer mediation,2025-08-10,196
1057,1003256,Parent outreach,2025-05-09,104
1058,1003260,Resource referral,2026-07-01,207
1059,1003261,Administrative review,2025-12-28,25
1060,1003262,Administrative review,2025-08-02,61
1061,1003264,Parent outreach,2025-10-17,23
1062,1003269,Counselor meeting,2025-09-21,219
1063,1003270,Counselor meeting,2026-06-04,116
1064,1003272,Administrative review,2026-02-28,11
1065,1003273,Resource referral,2025-04-03,71
1066,1003275,Resource referral,2025-08-19,14
1067,1003276,Parent outreach,2024-09-05,151
1068,1003280,Administrative review,2024-11-22,105
1069,1003291,Counselor meeting,2025-01-02,107
1070,1003292,Counselor meeting,2025-03-24,208
1071,1003293,Parent outreach,2024-12-26,111
1072,1003294,Resource referral,2025-05-19,111
1073,1003297,Counselor meeting,2024-10-14,103
1074,1003298,Peer mediation,2026-02-06,210
1075,1003304,Peer mediation,2025-05-24,32
1076,1003306,Parent outreach,2024-11-07,118
1077,1003311,Peer mediation,2025-08-26,173
1078,1003313,Administrative review,2025-06-08,264
1079,1003318,Peer mediation,2025-08-01,4
1080,1003321,Administrative review,2024-12-02,268
1081,1003325,Peer mediation,2025-03-16,25
1082,1003326,Resource referral,2026-03-18,60
1083,1003328,Parent outreach,2024-10-26,181
1084,1003331,Resource referral,2024-10-23,219
1085,1003334,Peer mediation,2026-05-18,210
1086,1003339,Administrative review,2026-06-21,221
1087,1003340,Administrative review,2025-11-23,56
1088,1003343,Administrative review,2025-01-30,47
1089,1003345,Resource referral,2025-01-30,9
1090,1003349,Administrative review,2026-05-28,140
1091,1003352,Administrative review,2025-11-27,142
1092,1003353,Resource referral,2025-01-10,46
1093,1003354,Resource referral,2024-10-31,106
1094,1003363,Resource referral,2025-11-15,196
1095,1003365,Resource referral,2025-11-16,179
1096,1003366,Parent outreach,2024-10-31,264
1097,1003371,Counselor meeting,2025-10-14,28
1098,1003372,Counselor meeting,2025-10-06,257
1099,1003373,Resource referral,2026-03-13,157
1100,1003375,Administrative review,2025-08-20,142
1101,1003376,Administrative review,2025-09-03,216
1102,1003390,Peer mediation,2025-09-03,159
1103,1003391,Counselor meeting,2025-02-24,58
1104,1003392,Counselor meeting,2026-05-02,81
1105,1003401,Counselor meeting,2026-01-04,102
1106,1003403,Administrative review,2025-12-22,245
1107,1003405,Resource referral,2025-11-19,227
1108,1003406,Peer mediation,2025-12-21,212
1109,1003409,Resource referral,2026-07-17,23
1110,1003413,Counselor meeting,2026-05-08,54
1111,1003415,Resource referral,2025-03-16,68
1112,1003416,Counselor meeting,2025-12-03,189
1113,1003418,Counselor meeting,2025-08-31,216
1114,1003419,Resource referral,2026-03-27,90
1115,1003423,Parent outreach,2025-03-11,157
1116,1003424,Counselor meeting,2026-04-27,60
1117,1003427,Administrative review,2025-12-12,35
1118,1003428,Resource referral,2025-11-17,159
1119,1003437,Peer mediation,2025-06-26,67
1120,1003440,Administrative review,2026-02-02,83
1121,1003441,Counselor meeting,2024-10-06,212
1122,1003442,Parent outreach,2026-04-03,56
1123,1003448,Administrative review,2024-12-21,4
1124,1003450,Parent outreach,2024-09-08,116
1125,1003454,Administrative review,2025-02-18,7
1126,1003460,Parent outreach,2026-04-27,101
1127,1003462,Counselor meeting,2026-07-10,57
1128,1003464,Parent outreach,2025-12-24,176
1129,1003465,Parent outreach,2025-02-03,141
1130,1003466,Resource referral,2025-12-28,132
1131,1003467,Counselor meeting,2025-04-04,112
1132,1003470,Administrative review,2025-12-19,272
1133,1003471,Peer mediation,2025-06-20,15
1134,1003472,Resource referral,2025-06-19,22
1135,1003473,Counselor meeting,2025-05-14,114
1136,1003479,Resource referral,2024-11-10,177
1137,1003481,Counselor meeting,2025-07-26,153
1138,1003485,Parent outreach,2024-09-03,47
1139,1003489,Resource referral,2024-12-19,7
1140,1003490,Resource referral,2024-10-05,46
1141,1003492,Peer mediation,2025-03-25,59
1142,1003496,Administrative review,2025-07-08,1
1143,1003497,Parent outreach,2026-03-27,92
1144,1003501,Resource referral,2025-06-26,12
1145,1003509,Parent outreach,2025-09-26,126
1146,1003514,Counselor meeting,2025-12-09,148
1147,1003516,Peer mediation,2026-02-02,270
1148,1003517,Peer mediation,2024-10-21,68
1149,1003518,Peer mediation,2024-12-22,117
1150,1003519,Peer mediation,2026-03-29,129
1151,1003522,Resource referral,2024-10-04,208
1152,1003523,Peer mediation,2025-07-05,131
1153,1003524,Parent outreach,2026-03-27,40
1154,1003526,Parent outreach,2026-04-19,154
1155,1003527,Resource referral,2025-10-20,94
1156,1003532,Parent outreach,2024-11-23,96
1157,1003533,Administrative review,2025-08-25,89
1158,1003537,Parent outreach,2025-06-02,162
1159,1003540,Peer mediation,2026-07-09,173
1160,1003541,Peer mediation,2026-06-13,168
1161,1003542,Parent outreach,2025-04-19,122
1162,1003543,Counselor meeting,2025-10-20,167
1163,1003546,Peer mediation,2025-06-21,30
1164,1003550,Peer mediation,2024-12-21,218
1165,1003552,Peer mediation,2025-07-13,72
1166,1003553,Parent outreach,2026-06-04,27
1167,1003561,Counselor meeting,2024-09-05,70
1168,1003563,Parent outreach,2026-04-15,178
1169,1003564,Parent outreach,2025-03-02,129
1170,1003565,Counselor meeting,2025-04-01,117
1171,1003572,Resource referral,2025-09-26,106
1172,1003577,Counselor meeting,2026-06-13,180
1173,1003582,Resource referral,2026-06-25,123
1174,1003583,Counselor meeting,2025-11-16,124
1175,1003592,Parent outreach,2025-10-18,38
1176,1003594,Peer mediation,2026-05-31,245
1177,1003600,Counselor meeting,2026-04-01,177
1178,1003603,Resource referral,2025-02-17,257
1179,1003604,Peer mediation,2025-10-23,152
1180,1003607,Counselor meeting,2025-11-27,104
1181,1003610,Resource referral,2025-07-03,218
1182,1003613,Peer mediation,2024-11-18,134
1183,1003620,Parent outreach,2024-10-17,125
1184,1003622,Parent outreach,2024-08-28,215
1185,1003625,Administrative review,2024-10-24,193
1186,1003627,Peer mediation,2026-06-10,144
1187,1003628,Parent outreach,2026-06-29,24
1188,1003629,Peer mediation,2025-03-12,5
1189,1003630,Parent outreach,2025-04-05,66
1190,1003631,Resource referral,2025-12-14,108
1191,1003632,Parent outreach,2025-08-18,76
1192,1003633,Peer mediation,2025-01-12,43
1193,1003635,Parent outreach,2025-02-08,96
1194,1003640,Administrative review,2025-02-24,13
1195,1003641,Resource referral,2024-09-20,170
1196,1003645,Counselor meeting,2025-07-25,180
1197,1003648,Resource referral,2025-05-15,60
1198,1003652,Counselor meeting,2026-04-20,212
1199,1003655,Administrative review,2025-06-18,109
1200,1003656,Parent outreach,2025-11-12,92
1201,1003659,Resource referral,2024-11-13,142
1202,1003660,Administrative review,2024-12-26,115
1203,1003662,Peer mediation,2025-10-06,59
1204,1003663,Resource referral,2024-11-02,24
1205,1003666,Counselor meeting,2026-06-24,207
1206,1003668,Administrative review,2025-10-05,17
1207,1003670,Resource referral,2024-08-27,14
1208,1003671,Counselor meeting,2025-09-23,164
1209,1003677,Counselor meeting,2026-06-19,162
1210,1003678,Peer mediation,2026-03-31,14
1211,1003681,Peer mediation,2024-09-08,135
1212,1003687,Counselor meeting,2025-12-09,216
1213,1003691,Administrative review,2025-08-30,91
1214,1003694,Resource referral,2025-02-06,97
1215,1003695,Parent outreach,2025-04-04,169
1216,1003696,Resource referral,2025-06-05,20
1217,1003700,Parent outreach,2025-02-03,219
1218,1003703,Counselor meeting,2026-03-06,105
1219,1003706,Resource referral,2025-10-07,12
1220,1003709,Counselor meeting,2025-01-27,36
1221,1003710,Counselor meeting,2025-02-22,175
1222,1003717,Peer mediation,2024-12-08,54
1223,1003718,Administrative review,2025-05-06,97
1224,1003721,Parent outreach,2024-12-22,127
1225,1003722,Administrative review,2026-06-23,158
1226,1003726,Parent outreach,2025-04-22,13
1227,1003729,Resource referral,2026-04-18,18
1228,1003733,Parent outreach,2026-06-20,177
1229,1003735,Administrative review,2025-03-28,107
1230,1003737,Administrative review,2025-11-30,115
1231,1003743,Peer mediation,2024-09-05,20
1232,1003757,Resource referral,2026-02-11,37
1233,1003758,Resource referral,2025-09-28,14
1234,1003759,Counselor meeting,2025-09-22,93
1235,1003760,Parent outreach,2025-03-01,174
1236,1003768,Peer mediation,2025-12-16,83
1237,1003769,Administrative review,2025-08-10,186
1238,1003771,Resource referral,2025-08-27,245
1239,1003774,Resource referral,2025-05-06,25
1240,1003776,Counselor meeting,2024-11-22,9
1241,1003777,Administrative review,2025-03-18,141
1242,1003784,Peer mediation,2026-02-20,148
1243,1003787,Administrative review,2026-03-07,31
1244,1003791,Resource referral,2025-09-27,65
1245,1003794,Counselor meeting,2025-08-16,45
1246,1003797,Parent outreach,2025-10-28,101
1247,1003800,Peer mediation,2025-04-17,1
1248,1003801,Counselor meeting,2024-11-21,52
1249,1003803,Peer mediation,2026-01-13,81
1250,1003805,Peer mediation,2026-05-25,15
1251,1003813,Administrative review,2025-10-09,55
1252,1003815,Peer mediation,2024-09-11,116
1253,1003816,Counselor meeting,2025-10-12,30
1254,1003817,Resource referral,2026-01-22,174
1255,1003827,Peer mediation,2024-10-17,52
1256,1003829,Counselor meeting,2026-05-06,135
1257,1003833,Parent outreach,2026-06-25,154
1258,1003837,Parent outreach,2025-06-23,120
1259,1003841,Administrative review,2024-11-17,78
1260,1003845,Resource referral,2025-07-27,92
1261,1003847,Resource referral,2024-11-02,180
1262,1003848,Parent outreach,2026-01-24,120
1263,1003849,Counselor meeting,2024-12-11,165
1264,1003850,Counselor meeting,2025-10-08,155
1265,1003855,Administrative review,2026-02-28,122
1266,1003858,Counselor meeting,2025-05-23,28
1267,1003864,Resource referral,2024-10-06,120
1268,1003865,Parent outreach,2024-10-05,142
1269,1003867,Peer mediation,2025-07-22,264
1270,1003868,Administrative review,2025-08-16,66
