assignment_id,request_id,assigned_user_id,assigned_at,unassigned_at,assignment_reason
864,1000864,16,2025-06-26 02:40:00,,category match
865,1000865,17,2026-02-09 22:24:00,,capacity based
866,1000866,219,2025-07-05 23:00:00,2025-07-18 23:00:00,category match
867,1000867,107,2025-12-08 14:58:00,,capacity based
868,1000868,123,2025-12-29 23:25:00,2026-01-25 21:25:00,category match
869,1000869,61,2025-09-29 04:40:00,,school assignment
870,1000870,63,2025-02-21 20:57:00,,capacity based
871,1000871,84,2025-08-17 22:22:00,,school assignment
872,1000872,156,2025-02-19 22:54:00,,school assignment
873,1000873,127,2026-04-27 14:14:00,,capacity based
874,1000874,19,2025-06-10 10:05:00,,school assignment
875,1000875,61,2024-10-02 10:33:00,,school assignment
876,1000876,179,2024-12-01 16:17:00,,category match
877,1000877,69,2025-12-15 16:07:00,,capacity based
878,1000878,31,2024-08-19 20:13:00,,category match
879,1000879,239,2025-09-29 09:44:00,,school assignment
880,1000880,42,2025-02-28 17:59:00,,manual reassignment
881,1000881,8,2025-12-01 02:30:00,,capacity based
882,1000882,6,2026-02-16 15:39:00,,capacity based
883,1000883,56,2025-01-31 20:12:00,,capacity based
884,1000884,258,2026-04-08 22:41:00,,manual reassignment
885,1000885,27,2025-06-08 19:10:00,,category match
886,1000886,22,2024-09-06 22:32:00,2024-10-05 12:32:00,category match
887,1000887,214,2025-03-13 12:27:00,,manual reassignment
888,1000888,23,2025-01-20 13:00:00,,school assignment
889,1000889,182,2026-06-26 22:07:00,,category match
890,1000890,109,2025-10-24 23:56:00,2025-11-22 14:56:00,category match
891,1000891,157,2026-03-19 22:19:00,,category match
892,1000892,7,2025-02-12 20:20:00,,category match
893,1000893,172,2025-04-16 19:01:00,,capacity based
894,1000894,193,2025-06-21 03:04:00,,capacity based
895,1000895,16,2025-08-09 14:32:00,,category match
896,1000896,102,2025-05-29 15:27:00,,school assignment
897,1000897,136,2026-05-24 21:07:00,,manual reassignment
898,1000898,165,2025-04-21 16:11:00,,school assignment
899,1000899,123,2025-06-12 10:38:00,,category match
900,1000900,14,2025-01-26 05:47:00,,category match
901,1000901,162,2024-12-27 15:37:00,,school assignment
902,1000902,108,2025-07-04 13:01:00,,capacity based
903,1000903,56,2025-01-30 16:50:00,,category match
904,1000904,41,2025-09-17 10:18:00,,school assignment
905,1000905,54,2026-05-25 23:57:00,,capacity based
906,1000906,137,2024-11-05 05:18:00,,category match
907,1000907,95,2026-03-15 05:17:00,,category match
908,1000908,189,2025-08-11 22:22:00,2025-08-24 18:22:00,capacity based
909,1000909,36,2024-11-06 02:45:00,2024-12-05 10:45:00,capacity based
910,1000910,104,2025-02-28 08:23:00,,school assignment
911,1000911,57,2025-10-22 19:38:00,,manual reassignment
912,1000912,46,2025-12-31 16:04:00,,capacity based
913,1000913,208,2025-04-16 19:57:00,,manual reassignment
914,1000914,43,2025-05-24 14:34:00,,capacity based
915,1000915,220,2026-06-01 19:07:00,,manual reassignment
916,1000916,15,2025-04-04 18:21:00,,capacity based
917,1000917,80,2025-05-15 19:07:00,,school assignment
918,1000918,75,2024-11-24 12:54:00,,school assignment
919,1000919,203,2026-03-11 14:10:00,,manual reassignment
920,1000920,187,2024-10-01 05:50:00,,school assignment
921,1000921,121,2025-04-14 13:32:00,,capacity based
922,1000922,147,2025-02-15 17:06:00,,category match
923,1000923,148,2025-10-28 11:15:00,,school assignment
924,1000924,22,2026-01-27 22:28:00,,category match
925,1000925,43,2025-10-29 23:14:00,2025-11-26 12:14:00,capacity based
926,1000926,18,2024-11-07 06:11:00,,school assignment
927,1000927,144,2025-02-06 13:13:00,,capacity based
928,1000928,58,2025-07-03 01:30:00,,category match
929,1000929,17,2025-12-31 10:02:00,,category match
930,1000930,50,2025-08-15 16:13:00,,school assignment
931,1000931,171,2024-12-15 17:09:00,,category match
932,1000932,94,2025-07-24 16:51:00,,school assignment
933,1000933,270,2025-10-26 11:54:00,,category match
934,1000934,152,2024-08-22 00:26:00,,manual reassignment
935,1000935,72,2026-04-17 00:57:00,,category match
936,1000936,22,2025-02-08 02:48:00,,category match
937,1000937,23,2025-03-25 19:48:00,,capacity based
938,1000938,12,2024-08-26 11:30:00,2024-09-08 20:30:00,capacity based
939,1000939,111,2026-01-17 04:34:00,,school assignment
940,1000940,226,2025-08-22 02:08:00,,capacity based
941,1000941,102,2024-09-19 23:05:00,,category match
942,1000942,203,2024-10-10 19:58:00,,school assignment
943,1000943,272,2026-06-10 00:28:00,,category match
944,1000944,159,2025-12-19 08:11:00,,category match
945,1000945,161,2025-02-26 14:00:00,,capacity based
946,1000946,73,2024-09-25 15:56:00,,manual reassignment
947,1000947,175,2026-01-18 11:27:00,,capacity based
948,1000948,270,2026-06-11 10:08:00,,capacity based
949,1000949,213,2025-12-13 16:41:00,2025-12-24 08:41:00,manual reassignment
950,1000950,164,2025-09-24 02:38:00,2025-10-02 16:38:00,school assignment
951,1000951,226,2026-01-13 02:11:00,,school assignment
952,1000952,64,2025-02-08 23:43:00,,manual reassignment
953,1000953,9,2025-01-20 23:29:00,2025-02-07 18:29:00,manual reassignment
954,1000954,146,2025-01-10 19:58:00,,manual reassignment
955,1000955,3,2025-05-28 03:16:00,,manual reassignment
956,1000956,99,2026-02-23 12:16:00,,category match
957,1000957,260,2026-01-26 08:12:00,,school assignment
958,1000958,12,2025-07-08 21:19:00,,school assignment
959,1000959,9,2025-02-02 12:21:00,,capacity based
960,1000960,203,2026-05-05 11:10:00,,school assignment
961,1000961,126,2025-09-02 19:56:00,,school assignment
962,1000962,14,2025-03-06 21:11:00,2025-03-10 13:11:00,manual reassignment
963,1000963,33,2026-06-04 17:23:00,,manual reassignment
964,1000964,104,2024-09-12 23:35:00,,category match
965,1000965,257,2025-10-11 17:11:00,,category match
966,1000966,105,2024-08-21 09:11:00,,capacity based
967,1000967,18,2026-03-04 16:04:00,,category match
968,1000968,61,2026-01-06 02:06:00,,school assignment
969,1000969,180,2026-03-19 15:25:00,2026-04-07 17:25:00,capacity based
970,1000970,176,2024-10-04 02:33:00,,category match
971,1000971,56,2026-06-17 19:47:00,,category match
972,1000972,76,2025-02-05 05:50:00,,capacity based
973,1000973,123,2024-09-09 00:23:00,2024-09-28 21:23:00,capacity based
974,1000974,56,2025-07-31 01:45:00,,manual reassignment
975,1000975,128,2025-03-14 07:17:00,,capacity based
976,1000976,97,2025-03-27 05:45:00,,school assignment
977,1000977,23,2025-12-30 18:40:00,,school assignment
978,1000978,143,2026-03-03 10:21:00,2026-03-16 23:21:00,manual reassignment
979,1000979,94,2025-08-30 11:41:00,,capacity based
980,1000980,69,2026-02-10 22:17:00,,capacity based
981,1000981,210,2025-10-27 01:07:00,,school assignment
982,1000982,178,2026-05-08 07:22:00,2026-05-30 23:22:00,category match
983,1000983,14,2025-01-24 16:51:00,,school assignment
984,1000984,29,2025-11-15 09:22:00,,capacity based
985,1000985,237,2024-11-23 14:42:00,2024-12-20 16:42:00,category match
986,1000986,145,2025-07-28 14:31:00,,school assignment
987,1000987,100,2026-06-22 14:43:00,,manual reassignment
988,1000988,51,2024-12-17 02:33:00,2024-12-30 15:33:00,manual reassignment
989,1000989,2,2025-08-03 04:09:00,2025-08-23 14:09:00,category match
990,1000990,61,2026-02-09 06:10:00,,category match
991,1000991,226,2026-06-08 21:19:00,,category match
992,1000992,115,2025-12-18 19:32:00,,manual reassignment
993,1000993,154,2025-02-05 17:34:00,,capacity based
994,1000994,154,2026-05-16 21:58:00,2026-06-13 18:58:00,category match
995,1000995,85,2024-08-16 21:21:00,,school assignment
996,1000996,1,2025-06-20 18:48:00,,manual reassignment
997,1000997,1,2025-07-21 03:58:00,,manual reassignment
998,1000998,53,2025-10-25 08:36:00,2025-10-29 16:36:00,capacity based
999,1000999,91,2026-02-21 16:30:00,,category match
1000,1001000,109,2026-06-08 17:05:00,,manual reassignment
1001,1001001,272,2025-12-15 00:09:00,,manual reassignment
1002,1001002,182,2025-12-18 18:40:00,,capacity based
1003,1001003,123,2025-11-18 22:36:00,,capacity based
1004,1001004,107,2025-12-28 14:41:00,,manual reassignment
1005,1001005,54,2025-05-26 04:05:00,,school assignment
1006,1001006,90,2026-04-23 21:24:00,,school assignment
1007,1001007,176,2024-12-26 00:01:00,,category match
1008,1001008,212,2025-08-14 23:38:00,,capacity based
1009,1001009,152,2025-06-25 02:40:00,2025-07-19 18:40:00,capacity based
1010,1001010,272,2024-08-24 18:58:00,,capacity based
1011,1001011,179,2025-08-30 14:10:00,,category match
1012,1001012,75,2025-10-12 18:29:00,2025-11-11 15:29:00,school assignment
1013,1001013,58,2024-12-11 20:22:00,2024-12-26 18:22:00,capacity based
1014,1001014,96,2024-12-01 18:35:00,,category match
1015,1001015,132,2025-06-01 08:56:00,,manual reassignment
1016,1001016,87,2025-03-18 23:12:00,,school assignment
1017,1001017,52,2026-02-06 08:06:00,,manual reassignment
1018,1001018,60,2024-12-03 00:29:00,2024-12-09 23:29:00,school assignment
1019,1001019,126,2024-11-03 18:31:00,,category match
1020,1001020,152,2025-04-02 19:11:00,2025-04-24 13:11:00,capacity based
1021,1001021,88,2025-12-28 23:36:00,,category match
1022,1001022,83,2025-02-15 22:45:00,,manual reassignment
1023,1001023,47,2025-01-13 18:57:00,,school assignment
1024,1001024,30,2026-02-12 21:45:00,2026-02-21 12:45:00,school assignment
1025,1001025,33,2026-05-08 09:22:00,,manual reassignment
1026,1001026,249,2026-04-24 13:46:00,,school assignment
1027,1001027,162,2026-03-12 17:27:00,,category match
1028,1001028,41,2025-04-24 19:23:00,,category match
1029,1001029,38,2025-04-30 17:13:00,,school assignment
1030,1001030,103,2024-11-11 17:13:00,2024-12-06 13:13:00,category match
1031,1001031,74,2026-06-14 15:22:00,,manual reassignment
1032,1001032,21,2026-05-20 20:59:00,2026-06-17 16:59:00,capacity based
1033,1001033,161,2026-02-04 21:27:00,,capacity based
1034,1001034,78,2025-04-29 08:49:00,,manual reassignment
1035,1001035,179,2025-07-29 22:27:00,,capacity based
1036,1001036,146,2025-11-06 14:41:00,,school assignment
1037,1001037,58,2025-10-02 15:36:00,,capacity based
1038,1001038,179,2025-08-01 12:08:00,,school assignment
1039,1001039,8,2026-01-17 10:06:00,,category match
1040,1001040,197,2025-04-02 07:45:00,,manual reassignment
1041,1001041,123,2025-11-22 20:35:00,,manual reassignment
1042,1001042,107,2024-11-05 00:14:00,,manual reassignment
1043,1001043,103,2024-12-21 04:25:00,,capacity based
1044,1001044,6,2025-03-12 01:17:00,,manual reassignment
1045,1001045,130,2024-08-30 17:54:00,2024-10-02 18:54:00,category match
1046,1001046,257,2024-10-10 10:49:00,,school assignment
1047,1001047,255,2024-11-03 00:25:00,,capacity based
1048,1001048,47,2025-02-23 11:07:00,,capacity based
1049,1001049,187,2025-12-04 01:12:00,,school assignment
1050,1001050,271,2026-06-04 09:26:00,,school assignment
1051,1001051,168,2024-11-23 15:35:00,,manual reassignment
1052,1001052,141,2025-09-06 01:07:00,,category match
1053,1001053,173,2025-10-27 03:37:00,,manual reassignment
1054,1001054,14,2024-09-15 02:52:00,,capacity based
1055,1001055,3,2024-08-29 11:49:00,,category match
1056,1001056,212,2026-01-10 03:38:00,,manual reassignment
1057,1001057,32,2025-01-03 23:33:00,,manual reassignment
1058,1001058,110,2026-03-23 16:58:00,2026-04-20 12:58:00,capacity based
1059,1001059,18,2024-12-21 12:44:00,,school assignment
1060,1001060,35,2026-01-25 21:16:00,,category match
1061,1001061,80,2026-06-24 21:11:00,,school assignment
1062,1001062,197,2026-01-21 20:16:00,,capacity based
1063,1001063,81,2025-01-13 17:37:00,,manual reassignment
1064,1001064,77,2026-03-07 14:02:00,,manual reassignment
1065,1001065,255,2026-04-12 10:54:00,,school assignment
1066,1001066,144,2026-05-01 22:49:00,2026-05-21 16:49:00,manual reassignment
1067,1001067,130,2025-07-29 11:35:00,,manual reassignment
1068,1001068,71,2025-09-25 21:05:00,,capacity based
1069,1001069,272,2026-03-25 21:35:00,2026-03-29 14:35:00,manual reassignment
1070,1001070,175,2025-12-10 16:13:00,,capacity based
1071,1001071,93,2026-04-04 11:56:00,,capacity based
1072,1001072,97,2025-09-11 01:49:00,2025-10-03 17:49:00,manual reassignment
1073,1001073,264,2025-03-09 19:03:00,,manual reassignment
1074,1001074,157,2025-02-13 14:44:00,,manual reassignment
1075,1001075,118,2025-09-08 17:28:00,,capacity based
1076,1001076,122,2025-06-22 04:29:00,,category match
1077,1001077,255,2025-10-21 16:10:00,,capacity based
1078,1001078,160,2026-01-06 12:00:00,2026-01-13 09:00:00,category match
1079,1001079,3,2026-04-24 11:45:00,2026-05-22 15:45:00,school assignment
1080,1001080,47,2026-05-22 16:45:00,,category match
1081,1001081,14,2024-11-25 23:38:00,,manual reassignment
1082,1001082,82,2024-10-05 04:42:00,,capacity based
1083,1001083,271,2025-03-08 07:28:00,2025-03-20 19:28:00,capacity based
1084,1001084,173,2025-02-17 19:24:00,,manual reassignment
1085,1001085,120,2025-05-10 01:28:00,2025-06-08 15:28:00,capacity based
1086,1001086,49,2024-12-01 02:19:00,,capacity based
1087,1001087,24,2025-09-21 19:32:00,,category match
1088,1001088,142,2025-06-18 03:31:00,,category match
1089,1001089,105,2025-02-05 23:03:00,,school assignment
1090,1001090,40,2024-09-16 19:10:00,,category match
1091,1001091,117,2026-03-30 19:04:00,2026-05-02 14:04:00,capacity based
1092,1001092,17,2025-10-23 23:08:00,,manual reassignment
1093,1001093,143,2026-06-16 02:28:00,,capacity based
1094,1001094,82,2025-06-26 02:58:00,,manual reassignment
1095,1001095,69,2025-06-21 21:32:00,,manual reassignment
1096,1001096,176,2026-06-29 15:51:00,,category match
1097,1001097,14,2024-12-07 11:41:00,,category match
1098,1001098,270,2024-08-22 20:08:00,,school assignment
1099,1001099,147,2025-01-20 22:14:00,,manual reassignment
1100,1001100,36,2026-02-03 21:23:00,,school assignment
1101,1001101,95,2026-01-13 18:23:00,,capacity based
1102,1001102,56,2024-10-04 21:14:00,,category match
1103,1001103,182,2025-06-02 16:24:00,,manual reassignment
1104,1001104,157,2026-03-02 03:14:00,,manual reassignment
1105,1001105,78,2026-05-02 16:14:00,,capacity based
1106,1001106,121,2025-02-22 20:44:00,,capacity based
1107,1001107,218,2026-06-21 18:03:00,2026-07-02 13:03:00,capacity based
1108,1001108,239,2025-01-22 19:52:00,2025-02-10 22:52:00,capacity based
1109,1001109,252,2024-12-27 16:27:00,,school assignment
1110,1001110,32,2026-02-20 16:22:00,,category match
1111,1001111,182,2026-01-29 13:00:00,2026-02-13 21:00:00,category match
1112,1001112,39,2025-02-18 18:53:00,,capacity based
1113,1001113,44,2025-07-14 17:08:00,2025-07-17 19:08:00,capacity based
1114,1001114,34,2024-08-20 04:45:00,,capacity based
1115,1001115,132,2025-02-14 15:18:00,,capacity based
1116,1001116,2,2025-04-22 04:36:00,,category match
1117,1001117,88,2025-12-09 01:08:00,,capacity based
1118,1001118,172,2024-10-30 20:53:00,,manual reassignment
1119,1001119,84,2025-08-03 18:35:00,,capacity based
1120,1001120,157,2025-02-01 11:27:00,,manual reassignment
1121,1001121,1,2024-10-16 19:54:00,,school assignment
1122,1001122,265,2026-05-07 11:11:00,,manual reassignment
1123,1001123,35,2026-04-24 09:00:00,2026-05-21 18:00:00,capacity based
1124,1001124,125,2025-07-21 10:26:00,,school assignment
1125,1001125,48,2024-10-08 02:06:00,,capacity based
1126,1001126,272,2026-03-05 19:13:00,2026-04-04 16:13:00,category match
1127,1001127,115,2026-04-24 04:34:00,,manual reassignment
1128,1001128,91,2025-02-22 20:26:00,,manual reassignment
1129,1001129,175,2024-08-30 08:06:00,,school assignment
1130,1001130,80,2025-09-27 14:29:00,2025-10-03 14:29:00,manual reassignment
1131,1001131,260,2025-03-21 02:37:00,,school assignment
1132,1001132,168,2025-10-29 08:26:00,,school assignment
1133,1001133,55,2025-12-18 01:15:00,,category match
1134,1001134,165,2025-06-18 10:49:00,,manual reassignment
1135,1001135,239,2026-01-30 07:53:00,2026-02-12 12:53:00,school assignment
1136,1001136,193,2026-04-02 14:14:00,,school assignment
1137,1001137,52,2025-03-11 11:41:00,,capacity based
1138,1001138,181,2025-10-02 22:52:00,,category match
1139,1001139,95,2024-09-13 12:32:00,2024-10-03 15:32:00,school assignment
1140,1001140,147,2025-01-15 15:58:00,,capacity based
1141,1001141,160,2024-10-26 00:54:00,,manual reassignment
1142,1001142,129,2026-02-21 19:31:00,,manual reassignment
1143,1001143,48,2025-06-25 22:42:00,,capacity based
1144,1001144,149,2024-11-28 21:23:00,,school assignment
1145,1001145,13,2026-05-04 10:30:00,,school assignment
1146,1001146,18,2025-12-18 17:11:00,,school assignment
1147,1001147,63,2026-06-30 23:31:00,,capacity based
1148,1001148,272,2025-11-22 19:06:00,,category match
1149,1001149,10,2025-12-11 23:52:00,,capacity based
1150,1001150,169,2025-05-05 10:37:00,,capacity based
1151,1001151,154,2024-08-28 22:00:00,2024-09-04 20:00:00,manual reassignment
1152,1001152,100,2026-06-01 03:56:00,2026-06-17 11:56:00,manual reassignment
1153,1001153,180,2025-03-12 20:11:00,,category match
1154,1001154,154,2025-03-31 12:15:00,,school assignment
1155,1001155,147,2025-05-13 21:28:00,,capacity based
1156,1001156,219,2025-07-10 23:35:00,,manual reassignment
1157,1001157,63,2025-01-04 18:12:00,,capacity based
1158,1001158,75,2025-05-18 16:26:00,,capacity based
1159,1001159,215,2024-12-29 02:16:00,,manual reassignment
1160,1001160,101,2024-11-19 16:46:00,,category match
1161,1001161,105,2026-06-06 04:39:00,,manual reassignment
1162,1001162,138,2024-12-12 19:50:00,,school assignment
1163,1001163,120,2024-09-20 13:00:00,,school assignment
1164,1001164,69,2025-06-09 23:08:00,,capacity based
1165,1001165,168,2024-10-31 16:14:00,,capacity based
1166,1001166,120,2025-08-18 15:55:00,,manual reassignment
1167,1001167,129,2025-01-23 23:52:00,,school assignment
1168,1001168,255,2026-02-19 05:17:00,,school assignment
1169,1001169,56,2025-12-29 01:06:00,,category match
1170,1001170,40,2026-05-12 15:16:00,,school assignment
1171,1001171,33,2025-11-12 21:38:00,,manual reassignment
1172,1001172,100,2024-09-16 06:04:00,,capacity based
1173,1001173,20,2026-03-04 18:13:00,,manual reassignment
1174,1001174,39,2026-05-06 22:26:00,,manual reassignment
1175,1001175,144,2024-09-29 11:15:00,,school assignment
1176,1001176,94,2024-10-23 14:23:00,2024-11-12 17:23:00,category match
1177,1001177,171,2026-03-27 13:31:00,,school assignment
1178,1001178,8,2024-10-24 15:26:00,2024-11-15 16:26:00,school assignment
1179,1001179,104,2024-09-24 01:37:00,,category match
1180,1001180,37,2026-06-23 01:16:00,,capacity based
1181,1001181,12,2025-01-08 23:21:00,2025-01-25 13:21:00,school assignment
1182,1001182,210,2025-09-17 18:38:00,,capacity based
1183,1001183,2,2025-12-28 05:38:00,,manual reassignment
1184,1001184,170,2026-04-23 18:06:00,2026-04-30 17:06:00,capacity based
1185,1001185,32,2025-08-06 21:16:00,,school assignment
1186,1001186,50,2024-11-23 20:20:00,,category match
1187,1001187,47,2024-12-11 16:54:00,,capacity based
1188,1001188,140,2025-05-20 17:55:00,,capacity based
1189,1001189,86,2024-11-06 04:06:00,,capacity based
1190,1001190,11,2025-03-28 06:34:00,,school assignment
1191,1001191,79,2025-08-08 18:58:00,,manual reassignment
1192,1001192,15,2025-04-30 05:50:00,,category match
1193,1001193,142,2025-10-20 02:53:00,,category match
1194,1001194,264,2025-05-21 10:42:00,,capacity based
1195,1001195,248,2025-12-14 15:04:00,,capacity based
1196,1001196,86,2024-12-01 08:03:00,,school assignment
1197,1001197,50,2025-12-06 23:25:00,,capacity based
1198,1001198,138,2025-12-15 21:15:00,,category match
1199,1001199,182,2024-11-05 15:55:00,2024-11-19 16:55:00,school assignment
1200,1001200,142,2025-02-05 11:03:00,,manual reassignment
1201,1001201,249,2024-11-21 07:40:00,,category match
1202,1001202,197,2025-11-19 07:18:00,,category match
1203,1001203,7,2024-12-31 20:34:00,,manual reassignment
1204,1001204,17,2026-03-11 09:43:00,,school assignment
1205,1001205,6,2024-09-08 11:44:00,,manual reassignment
1206,1001206,249,2025-11-28 01:04:00,2025-12-03 22:04:00,school assignment
1207,1001207,175,2024-12-12 19:22:00,,category match
1208,1001208,146,2026-03-07 21:14:00,,school assignment
1209,1001209,62,2025-01-20 17:54:00,,manual reassignment
1210,1001210,72,2026-03-23 15:23:00,,school assignment
1211,1001211,226,2026-01-05 17:50:00,2026-01-10 12:50:00,capacity based
1212,1001212,226,2025-10-15 06:43:00,,capacity based
1213,1001213,214,2025-09-28 15:01:00,2025-10-31 17:01:00,category match
1214,1001214,61,2025-04-05 18:38:00,2025-04-21 15:38:00,manual reassignment
1215,1001215,6,2025-06-07 22:15:00,,manual reassignment
1216,1001216,14,2026-03-09 22:30:00,,category match
1217,1001217,264,2025-09-16 02:16:00,2025-09-30 21:16:00,manual reassignment
1218,1001218,64,2025-12-02 12:10:00,,school assignment
1219,1001219,166,2025-09-18 01:09:00,2025-10-03 12:09:00,category match
1220,1001220,122,2024-10-05 10:27:00,,school assignment
1221,1001221,51,2025-05-03 17:11:00,2025-05-20 21:11:00,capacity based
1222,1001222,164,2025-09-01 14:09:00,,capacity based
1223,1001223,30,2025-09-28 15:59:00,,category match
1224,1001224,52,2026-05-31 16:36:00,,school assignment
1225,1001225,55,2024-11-10 15:05:00,,category match
1226,1001226,1,2025-09-18 02:14:00,,school assignment
1227,1001227,115,2025-05-28 16:45:00,,capacity based
1228,1001228,178,2025-01-05 03:29:00,,school assignment
1229,1001229,11,2024-08-25 06:33:00,,manual reassignment
1230,1001230,123,2024-09-12 22:14:00,,category match
1231,1001231,182,2024-12-19 20:25:00,,school assignment
1232,1001232,151,2025-09-10 05:54:00,,manual reassignment
1233,1001233,208,2025-10-11 21:59:00,2025-11-04 18:59:00,manual reassignment
1234,1001234,94,2025-06-16 12:24:00,2025-07-11 18:24:00,manual reassignment
1235,1001235,29,2024-08-18 18:32:00,,category match
1236,1001236,35,2025-03-13 09:44:00,2025-04-06 18:44:00,manual reassignment
1237,1001237,102,2025-11-26 08:11:00,2025-12-28 12:11:00,category match
1238,1001238,105,2025-08-15 03:08:00,,capacity based
1239,1001239,46,2025-11-14 22:02:00,2025-12-16 18:02:00,school assignment
1240,1001240,23,2025-06-29 08:55:00,,capacity based
1241,1001241,70,2024-11-15 03:29:00,,manual reassignment
1242,1001242,40,2024-11-08 17:05:00,,capacity based
1243,1001243,158,2025-05-13 20:25:00,,school assignment
1244,1001244,76,2025-03-18 23:54:00,2025-04-03 16:54:00,category match
1245,1001245,8,2025-03-04 13:09:00,,school assignment
1246,1001246,219,2026-03-13 07:52:00,,category match
1247,1001247,20,2024-10-11 12:03:00,,category match
1248,1001248,119,2025-06-07 04:54:00,,category match
1249,1001249,168,2025-04-05 15:45:00,2025-05-02 20:45:00,capacity based
1250,1001250,2,2025-01-09 14:59:00,2025-01-26 10:59:00,school assignment
1251,1001251,58,2025-09-24 19:36:00,,capacity based
1252,1001252,220,2025-05-17 14:55:00,,manual reassignment
1253,1001253,173,2025-08-16 12:26:00,,school assignment
1254,1001254,103,2025-05-23 02:38:00,2025-06-11 21:38:00,capacity based
1255,1001255,62,2025-06-06 00:07:00,,category match
1256,1001256,163,2026-02-17 04:18:00,,school assignment
1257,1001257,36,2025-02-21 03:59:00,,category match
1258,1001258,10,2024-12-02 09:06:00,,capacity based
1259,1001259,26,2025-03-05 09:19:00,,school assignment
1260,1001260,66,2026-02-07 09:57:00,2026-03-10 15:57:00,category match
1261,1001261,147,2025-06-15 15:00:00,2025-06-24 11:00:00,category match
1262,1001262,46,2026-05-19 07:17:00,,capacity based
1263,1001263,146,2025-06-14 08:19:00,,category match
1264,1001264,6,2024-09-12 21:05:00,,capacity based
1265,1001265,24,2025-01-07 17:30:00,,school assignment
1266,1001266,102,2024-10-10 02:28:00,,manual reassignment
1267,1001267,104,2025-05-16 17:39:00,,category match
1268,1001268,129,2025-03-01 10:57:00,,capacity based
1269,1001269,4,2025-02-01 19:03:00,,school assignment
1270,1001270,159,2026-06-14 10:44:00,,capacity based
1271,1001271,166,2025-11-13 02:46:00,,manual reassignment
1272,1001272,114,2025-03-17 12:23:00,,manual reassignment
1273,1001273,270,2024-10-29 22:09:00,,manual reassignment
1274,1001274,5,2025-10-31 09:02:00,,school assignment
1275,1001275,210,2025-01-03 21:15:00,,category match
1276,1001276,156,2024-12-05 02:16:00,,school assignment
1277,1001277,125,2025-10-23 17:37:00,2025-11-08 10:37:00,school assignment
1278,1001278,219,2024-10-07 03:50:00,2024-10-18 16:50:00,manual reassignment
1279,1001279,47,2026-03-13 22:05:00,2026-03-21 13:05:00,manual reassignment
1280,1001280,65,2025-03-10 11:03:00,,school assignment
1281,1001281,170,2026-03-05 17:05:00,,capacity based
1282,1001282,105,2024-12-01 05:00:00,,category match
1283,1001283,67,2026-06-17 13:47:00,,capacity based
1284,1001284,115,2025-08-19 01:50:00,,category match
1285,1001285,47,2026-03-07 12:15:00,,category match
1286,1001286,48,2025-01-07 19:10:00,,school assignment
1287,1001287,154,2024-11-16 15:56:00,,category match
1288,1001288,66,2024-11-25 14:36:00,,category match
1289,1001289,26,2025-02-26 11:46:00,,manual reassignment
1290,1001290,81,2024-10-22 00:09:00,,school assignment
1291,1001291,156,2025-09-26 01:26:00,,category match
1292,1001292,148,2026-04-11 23:33:00,,manual reassignment
1293,1001293,189,2026-04-03 16:00:00,,category match
1294,1001294,105,2025-01-07 21:05:00,,capacity based
1295,1001295,131,2026-04-11 21:37:00,,manual reassignment
1296,1001296,207,2025-12-30 20:25:00,,school assignment
1297,1001297,1,2024-10-17 19:11:00,,category match
1298,1001298,12,2025-06-05 18:03:00,,capacity based
1299,1001299,95,2026-03-13 10:02:00,,category match
1300,1001300,29,2025-05-25 10:00:00,,manual reassignment
1301,1001301,127,2025-12-14 16:40:00,,category match
1302,1001302,74,2024-10-11 21:29:00,,manual reassignment
1303,1001303,182,2025-07-31 05:22:00,,capacity based
1304,1001304,94,2024-12-14 14:09:00,2025-01-14 21:09:00,category match
1305,1001305,213,2026-05-08 20:22:00,,category match
1306,1001306,132,2026-02-08 21:13:00,,category match
1307,1001307,70,2026-02-25 18:15:00,2026-03-29 18:15:00,manual reassignment
1308,1001308,26,2025-02-20 15:34:00,,school assignment
1309,1001309,249,2024-12-20 14:20:00,,category match
1310,1001310,52,2025-10-30 10:09:00,,school assignment
1311,1001311,48,2025-06-29 04:35:00,,category match
1312,1001312,39,2025-01-23 17:00:00,2025-01-30 16:00:00,manual reassignment
1313,1001313,103,2024-12-10 16:50:00,,school assignment
1314,1001314,24,2025-05-13 02:30:00,,school assignment
1315,1001315,54,2024-08-17 04:43:00,,school assignment
1316,1001316,207,2024-09-07 17:15:00,,category match
1317,1001317,91,2026-01-22 18:29:00,,manual reassignment
1318,1001318,47,2025-05-16 05:31:00,,capacity based
1319,1001319,50,2024-09-24 23:08:00,,category match
1320,1001320,138,2026-05-06 04:08:00,2026-05-26 10:08:00,capacity based
1321,1001321,57,2025-04-08 05:30:00,,manual reassignment
1322,1001322,42,2026-04-14 04:33:00,,capacity based
1323,1001323,181,2026-01-27 10:11:00,,school assignment
1324,1001324,56,2025-06-22 08:38:00,,manual reassignment
1325,1001325,174,2025-10-30 13:01:00,2025-11-29 10:01:00,school assignment
1326,1001326,154,2026-05-11 14:23:00,,capacity based
1327,1001327,114,2025-12-21 22:09:00,,school assignment
1328,1001328,4,2025-03-07 06:35:00,2025-04-04 13:35:00,school assignment
1329,1001329,35,2025-08-02 03:56:00,,manual reassignment
1330,1001330,84,2025-08-03 15:54:00,2025-08-21 09:54:00,manual reassignment
1331,1001331,23,2024-11-17 00:04:00,2024-12-02 17:04:00,category match
