request_id,school_id,student_id,category_id,term_id,priority,intake_channel,current_status,submitted_at,first_response_at,resolved_at,closed_at,reopened_flag,sla_policy_id
1000932,23,19533,5,4,Low,Parent Portal,In Progress,2025-07-23 11:51:00,2025-07-25 10:51:00,,,False,5
1000933,14,14974,3,5,High,Phone,Resolved,2025-10-25 10:54:00,2025-10-25 16:54:00,2025-11-07 15:54:00,,False,27
1000934,30,4256,10,1,Low,Phone,Assigned,2024-08-20 15:26:00,2024-08-22 13:26:00,,,False,10
1000935,5,21222,6,7,Low,Anonymous Form,Assigned,2026-04-16 09:57:00,2026-04-17 08:57:00,,,False,6
1000936,13,19983,6,2,Low,Teacher Referral,Pending Parent,2025-02-07 11:48:00,2025-02-08 02:48:00,,,False,6
1000937,20,10416,3,3,Medium,Phone,Pending Parent,2025-03-24 13:48:00,2025-03-25 03:48:00,,,False,15
1000938,17,6754,7,1,Low,Student Portal,Closed,2024-08-25 13:30:00,2024-08-26 18:30:00,2024-09-08 20:30:00,2024-09-08 20:30:00,False,7
1000939,12,2172,3,6,High,Teacher Referral,In Progress,2026-01-16 12:34:00,2026-01-16 23:34:00,,,True,27
1000940,7,,9,5,Medium,Parent Portal,Pending Parent,2025-08-20 16:08:00,2025-08-21 02:08:00,,,False,21
1000941,23,15904,6,1,Low,Parent Portal,New,2024-09-19 12:05:00,2024-09-19 13:05:00,,,False,6
1000942,18,6978,10,1,Medium,Student Portal,In Progress,2024-10-10 08:58:00,2024-10-10 19:58:00,,,False,22
1000943,16,7990,6,8,Low,Student Portal,New,2026-06-09 10:28:00,,,,False,6
1000944,3,,1,6,Low,Anonymous Form,Resolved,2025-12-18 10:11:00,2025-12-20 01:11:00,2026-01-02 10:11:00,,False,1
1000945,18,,9,3,Medium,Phone,Assigned,2025-02-26 09:00:00,2025-02-26 23:00:00,,,False,21
1000946,20,3616,12,1,Low,Phone,In Progress,2024-09-25 11:56:00,2024-09-25 13:56:00,,,False,12
1000947,19,19006,12,6,Medium,Teacher Referral,Triaged,2026-01-18 10:27:00,,,,False,24
1000948,14,10881,4,8,Low,Teacher Referral,Assigned,2026-06-11 09:08:00,2026-06-12 17:08:00,,,False,4
1000949,16,4847,8,6,Low,Parent Portal,Closed,2025-12-12 08:41:00,2025-12-13 05:41:00,2025-12-24 08:41:00,2025-12-24 08:41:00,False,8
1000950,9,6982,1,5,Low,Student Portal,Closed,2025-09-22 15:38:00,2025-09-23 05:38:00,2025-09-29 16:38:00,2025-10-02 16:38:00,False,1
1000951,3,12673,4,6,High,Student Portal,Resolved,2026-01-11 15:11:00,2026-01-11 18:11:00,2026-01-27 19:11:00,,False,28
1000952,4,23969,4,2,Low,Counselor Intake,Triaged,2025-02-08 08:43:00,2025-02-08 23:43:00,,,False,4
1000953,3,21766,6,2,High,Anonymous Form,Closed,2025-01-19 16:29:00,2025-01-20 00:29:00,2025-02-05 18:29:00,2025-02-07 18:29:00,False,30
1000954,20,,8,2,Low,Email,In Progress,2025-01-10 16:58:00,2025-01-10 22:58:00,,,False,8
1000955,26,6608,4,4,Medium,Anonymous Form,New,2025-05-26 16:16:00,2025-05-27 20:16:00,,,False,16
1000956,27,3447,11,7,Low,Teacher Referral,Pending Parent,2026-02-22 12:16:00,2026-02-22 21:16:00,,,False,11
1000957,7,22843,2,6,High,Teacher Referral,Pending Parent,2026-01-25 08:12:00,2026-01-25 12:12:00,,,False,26
1000958,2,16874,6,4,Medium,Student Portal,Pending Parent,2025-07-07 13:19:00,2025-07-08 08:19:00,,,False,18
1000959,30,22440,4,2,Medium,Student Portal,In Progress,2025-02-02 10:21:00,2025-02-02 13:21:00,,,False,16
1000960,29,10917,6,7,Critical,Student Portal,Resolved,2026-05-04 08:10:00,2026-05-04 15:10:00,2026-05-30 15:10:00,,False,42
1000961,25,11187,11,5,High,Student Portal,Assigned,2025-09-02 12:56:00,2025-09-02 20:56:00,,,False,35
1000962,24,7196,5,3,Medium,Phone,Closed,2025-03-05 11:11:00,2025-03-05 21:11:00,2025-03-10 13:11:00,2025-03-10 13:11:00,False,17
1000963,17,23117,8,8,Medium,Phone,In Progress,2026-06-04 15:23:00,2026-06-05 07:23:00,,,False,20
1000964,3,7367,8,1,Medium,Student Portal,Triaged,2024-09-11 16:35:00,2024-09-11 19:35:00,,,False,20
1000965,22,9290,2,5,Medium,Counselor Intake,Pending Parent,2025-10-11 12:11:00,2025-10-12 11:11:00,,,False,14
1000966,10,24831,3,1,Low,Teacher Referral,New,2024-08-20 10:11:00,,,,False,3
1000967,30,23626,7,7,Low,Parent Portal,Resolved,2026-03-03 10:04:00,2026-03-04 00:04:00,2026-03-25 12:04:00,,True,7
1000968,10,9968,7,6,Medium,Phone,Resolved,2026-01-04 14:06:00,2026-01-05 21:06:00,2026-01-09 19:06:00,,False,19
1000969,23,20491,1,7,Low,Counselor Intake,Closed,2026-03-19 14:25:00,2026-03-19 15:25:00,2026-04-02 17:25:00,2026-04-07 17:25:00,False,1
1000970,26,23031,5,1,Low,Counselor Intake,In Progress,2024-10-02 14:33:00,2024-10-02 20:33:00,,,True,5
1000971,12,16913,4,8,Medium,Counselor Intake,Resolved,2026-06-16 12:47:00,2026-06-17 12:47:00,2026-06-29 18:47:00,,False,16
1000972,7,14498,2,2,Medium,Anonymous Form,Resolved,2025-02-04 13:50:00,2025-02-05 08:50:00,2025-02-27 18:50:00,,False,14
1000973,19,,2,1,Low,Teacher Referral,Closed,2024-09-07 15:23:00,2024-09-09 03:23:00,2024-09-27 21:23:00,2024-09-28 21:23:00,False,2
1000974,14,19792,11,4,Low,Parent Portal,Pending Student,2025-07-30 14:45:00,2025-07-30 20:45:00,,,False,11
1000975,6,10225,5,3,Low,Email,Pending Student,2025-03-13 13:17:00,2025-03-15 11:17:00,,,False,5
1000976,2,4445,11,3,Medium,Anonymous Form,In Progress,2025-03-26 15:45:00,2025-03-27 15:45:00,,,False,23
1000977,25,5164,7,6,Medium,Parent Portal,In Progress,2025-12-30 14:40:00,2025-12-30 19:40:00,,,False,19
1000978,18,5091,5,7,High,Phone,Closed,2026-03-02 16:21:00,2026-03-03 01:21:00,2026-03-14 23:21:00,2026-03-16 23:21:00,False,29
1000979,30,325,10,5,Low,Teacher Referral,In Progress,2025-08-29 12:41:00,2025-08-29 16:41:00,,,False,10
1000980,6,21080,12,7,Low,Parent Portal,Assigned,2026-02-09 13:17:00,2026-02-10 20:17:00,,,False,12
1000981,29,24049,12,5,Critical,Anonymous Form,New,2025-10-26 15:07:00,2025-10-26 16:07:00,,,False,48
1000982,2,17412,11,8,Low,Teacher Referral,Closed,2026-05-07 15:22:00,2026-05-08 14:22:00,2026-05-26 23:22:00,2026-05-30 23:22:00,False,11
1000983,14,9094,7,2,Critical,Teacher Referral,In Progress,2025-01-23 09:51:00,2025-01-23 14:51:00,,,False,43
1000984,17,,3,6,Medium,Teacher Referral,In Progress,2025-11-14 15:22:00,2025-11-15 03:22:00,,,False,15
1000985,3,12470,12,2,Medium,Phone,Closed,2024-11-22 10:42:00,2024-11-23 05:42:00,2024-12-18 16:42:00,2024-12-20 16:42:00,False,24
1000986,9,7371,5,4,Medium,Parent Portal,Resolved,2025-07-28 09:31:00,2025-07-29 12:31:00,2025-08-15 16:31:00,,False,17
1000987,4,,11,8,High,Email,Assigned,2026-06-21 16:43:00,2026-06-22 03:43:00,,,False,35
1000988,18,23731,8,2,Low,Parent Portal,Closed,2024-12-16 11:33:00,2024-12-17 21:33:00,2024-12-26 15:33:00,2024-12-30 15:33:00,False,8
1000989,11,,12,4,Low,Anonymous Form,Closed,2025-08-02 14:09:00,2025-08-04 00:09:00,2025-08-18 14:09:00,2025-08-23 14:09:00,False,12
1000990,4,,6,7,Medium,Teacher Referral,In Progress,2026-02-08 15:10:00,2026-02-08 18:10:00,,,False,18
1000991,10,18383,3,8,Medium,Teacher Referral,Pending Parent,2026-06-08 09:19:00,2026-06-08 21:19:00,,,False,15
1000992,17,,3,6,Low,Parent Portal,Resolved,2025-12-18 09:32:00,2025-12-18 13:32:00,2026-01-16 16:32:00,,False,3
1000993,27,8974,3,2,High,Teacher Referral,In Progress,2025-02-04 09:34:00,2025-02-04 12:34:00,,,False,27
1000994,17,19360,12,8,Low,Parent Portal,Closed,2026-05-16 11:58:00,2026-05-17 06:58:00,2026-06-08 18:58:00,2026-06-13 18:58:00,False,12
1000995,5,11453,2,1,Critical,Anonymous Form,Pending Student,2024-08-15 13:21:00,2024-08-15 21:21:00,,,False,38
1000996,3,24546,3,4,Low,Student Portal,Assigned,2025-06-20 14:48:00,2025-06-22 01:48:00,,,False,3
1000997,16,1622,12,4,Medium,Teacher Referral,Resolved,2025-07-20 14:58:00,2025-07-21 14:58:00,2025-08-18 16:58:00,,False,24
1000998,19,,4,5,High,Phone,Closed,2025-10-24 15:36:00,2025-10-24 21:36:00,2025-10-28 16:36:00,2025-10-29 16:36:00,False,28
1000999,17,2872,7,7,Critical,Email,Resolved,2026-02-20 14:30:00,2026-02-20 22:30:00,2026-02-23 17:30:00,,False,43
1001000,30,18412,1,8,Critical,Counselor Intake,Reopened,2026-06-08 15:05:00,2026-06-08 20:05:00,,,False,37
1001001,13,22443,10,6,High,Teacher Referral,Pending Parent,2025-12-14 13:09:00,2025-12-15 01:09:00,,,False,34
1001002,2,20485,1,6,Medium,Counselor Intake,Resolved,2025-12-17 13:40:00,2025-12-18 16:40:00,2025-12-21 20:40:00,,False,13
1001003,26,18389,9,6,Medium,Parent Portal,Pending Parent,2025-11-17 12:36:00,2025-11-18 17:36:00,,,False,21
1001004,8,10538,6,6,Low,Parent Portal,Resolved,2025-12-27 08:41:00,2025-12-27 23:41:00,2026-01-03 11:41:00,,True,6
1001005,22,3439,10,4,Medium,Email,In Progress,2025-05-25 09:05:00,2025-05-25 22:05:00,,,False,22
1001006,10,3939,4,7,High,Phone,Assigned,2026-04-22 11:24:00,2026-04-23 01:24:00,,,False,28
1001007,24,18643,6,2,Critical,Student Portal,Resolved,2024-12-24 15:01:00,2024-12-24 17:01:00,2025-01-04 17:01:00,,False,42
1001008,11,110,11,5,Medium,Anonymous Form,In Progress,2025-08-14 16:38:00,2025-08-15 07:38:00,,,False,23
1001009,28,,6,4,Low,Phone,Closed,2025-06-23 15:40:00,2025-06-25 05:40:00,2025-07-18 18:40:00,2025-07-19 18:40:00,False,6
1001010,17,10103,2,1,Medium,Anonymous Form,Pending Student,2024-08-24 09:58:00,2024-08-24 20:58:00,,,False,14
1001011,1,,12,5,Low,Anonymous Form,Reopened,2025-08-29 14:10:00,2025-08-30 20:10:00,,,True,12
1001012,18,,11,5,Medium,Student Portal,Closed,2025-10-11 10:29:00,2025-10-11 16:29:00,2025-11-07 15:29:00,2025-11-11 15:29:00,False,23
1001013,8,7459,2,2,Critical,Parent Portal,Closed,2024-12-11 11:22:00,2024-12-11 19:22:00,2024-12-26 18:22:00,2024-12-26 18:22:00,False,38
1001014,21,18707,12,2,Medium,Email,Assigned,2024-12-01 14:35:00,2024-12-01 23:35:00,,,False,24
1001015,11,7958,8,4,Critical,Phone,Pending Parent,2025-05-31 13:56:00,2025-05-31 19:56:00,,,False,44
1001016,1,18678,9,3,High,Student Portal,Pending Student,2025-03-17 14:12:00,2025-03-18 03:12:00,,,False,33
1001017,2,24978,8,6,Low,Teacher Referral,Resolved,2026-02-05 16:06:00,2026-02-07 14:06:00,2026-02-25 16:06:00,,False,8
1001018,12,,8,2,Low,Phone,Closed,2024-12-01 16:29:00,2024-12-01 19:29:00,2024-12-05 23:29:00,2024-12-09 23:29:00,False,8
1001019,14,,3,1,Medium,Student Portal,Reopened,2024-11-02 11:31:00,2024-11-03 00:31:00,,,False,15
1001020,28,2235,1,3,Low,Anonymous Form,Closed,2025-04-01 13:11:00,2025-04-01 19:11:00,2025-04-21 13:11:00,2025-04-24 13:11:00,False,1
1001021,26,12728,7,6,Medium,Phone,Assigned,2025-12-27 12:36:00,2025-12-28 06:36:00,,,False,19
1001022,21,,9,3,Medium,Counselor Intake,Resolved,2025-02-14 13:45:00,2025-02-15 17:45:00,2025-03-01 20:45:00,,False,21
1001023,16,16130,8,2,Medium,Parent Portal,Resolved,2025-01-13 14:57:00,2025-01-14 16:57:00,2025-02-10 18:57:00,,False,20
1001024,16,12069,11,7,Medium,Email,Closed,2026-02-11 10:45:00,2026-02-11 20:45:00,2026-02-17 12:45:00,2026-02-21 12:45:00,False,23
1001025,6,11236,1,8,Medium,Student Portal,Pending Parent,2026-05-07 14:22:00,2026-05-07 22:22:00,,,False,13
1001026,3,,5,7,Medium,Student Portal,Triaged,2026-04-24 11:46:00,2026-04-25 10:46:00,,,False,17
1001027,16,18099,6,7,Medium,Student Portal,In Progress,2026-03-11 12:27:00,2026-03-12 19:27:00,,,False,18
1001028,6,23416,6,3,Low,Phone,Resolved,2025-04-23 08:23:00,2025-04-24 17:23:00,2025-04-24 12:23:00,,False,6
1001029,25,2748,7,3,Low,Phone,Resolved,2025-04-30 09:13:00,2025-05-01 18:13:00,2025-05-22 09:13:00,,False,7
1001030,29,10605,5,1,High,Parent Portal,Closed,2024-11-11 09:13:00,2024-11-11 21:13:00,2024-12-05 13:13:00,2024-12-06 13:13:00,False,29
1001031,18,24120,8,8,Medium,Counselor Intake,Resolved,2026-06-13 11:22:00,2026-06-14 05:22:00,2026-07-06 14:22:00,,False,20
1001032,29,24140,8,8,Medium,Phone,Closed,2026-05-19 16:59:00,2026-05-20 19:59:00,2026-06-17 16:59:00,2026-06-17 16:59:00,False,20
1001033,4,16847,4,6,Low,Teacher Referral,Resolved,2026-02-03 11:27:00,2026-02-03 19:27:00,2026-02-11 13:27:00,,False,4
1001034,1,8072,10,3,Low,Phone,Resolved,2025-04-28 11:49:00,2025-04-30 06:49:00,2025-05-23 15:49:00,,False,10
1001035,18,,7,4,Low,Phone,Pending Parent,2025-07-29 09:27:00,2025-07-29 15:27:00,,,False,7
1001036,27,15931,6,5,High,Student Portal,Pending Parent,2025-11-06 08:41:00,2025-11-06 15:41:00,,,False,30
1001037,7,24203,5,5,Low,Email,Resolved,2025-10-01 14:36:00,2025-10-02 23:36:00,2025-10-11 15:36:00,,False,5
1001038,20,19527,12,4,Low,Teacher Referral,Escalated,2025-07-31 14:08:00,2025-08-01 07:08:00,,,False,12
1001039,14,344,11,6,Low,Teacher Referral,Resolved,2026-01-16 12:06:00,2026-01-17 08:06:00,2026-01-25 12:06:00,,False,11
1001040,11,13994,3,3,High,Phone,In Progress,2025-04-01 15:45:00,2025-04-02 02:45:00,,,False,27
1001041,27,15627,11,6,High,Teacher Referral,Triaged,2025-11-22 14:35:00,,,,False,35
1001042,16,21049,8,1,High,Counselor Intake,In Progress,2024-11-04 16:14:00,2024-11-04 17:14:00,,,False,32
1001043,3,24586,2,2,High,Counselor Intake,In Progress,2024-12-20 15:25:00,2024-12-21 02:25:00,,,False,26
1001044,14,5014,12,3,Medium,Parent Portal,In Progress,2025-03-11 09:17:00,2025-03-11 15:17:00,,,False,24
1001045,22,14507,3,1,Medium,Parent Portal,Closed,2024-08-29 14:54:00,2024-08-29 22:54:00,2024-09-28 18:54:00,2024-10-02 18:54:00,False,15
1001046,26,23039,5,1,Low,Counselor Intake,Pending Parent,2024-10-09 11:49:00,2024-10-10 00:49:00,,,False,5
1001047,4,,2,1,Medium,Phone,Resolved,2024-11-02 08:25:00,2024-11-02 16:25:00,2024-11-06 08:25:00,,False,14
1001048,22,11198,10,3,Low,Anonymous Form,Pending Student,2025-02-22 11:07:00,2025-02-23 04:07:00,,,False,10
1001049,12,3011,6,6,High,Counselor Intake,In Progress,2025-12-03 08:12:00,2025-12-03 09:12:00,,,True,30
1001050,19,8004,3,8,Critical,Teacher Referral,Resolved,2026-06-04 08:26:00,2026-06-04 16:26:00,2026-06-24 08:26:00,,False,39
1001051,29,8622,5,2,Medium,Teacher Referral,Pending Parent,2024-11-22 14:35:00,2024-11-23 14:35:00,,,False,17
1001052,1,4406,5,5,Medium,Student Portal,Resolved,2025-09-05 10:07:00,2025-09-05 13:07:00,2025-09-07 18:07:00,,False,17
1001053,1,1666,10,5,High,Parent Portal,Pending Parent,2025-10-26 11:37:00,2025-10-26 12:37:00,,,False,34
1001054,14,19656,3,1,Medium,Phone,In Progress,2024-09-13 14:52:00,2024-09-14 01:52:00,,,False,15
1001055,23,14761,10,1,Medium,Phone,In Progress,2024-08-28 16:49:00,2024-08-30 00:49:00,,,True,22
1001056,22,,1,6,Low,Parent Portal,In Progress,2026-01-09 14:38:00,2026-01-10 09:38:00,,,False,1
1001057,21,,7,2,Medium,Counselor Intake,Escalated,2025-01-03 12:33:00,2025-01-04 06:33:00,,,False,19
1001058,19,16757,4,7,High,Student Portal,Closed,2026-03-23 09:58:00,2026-03-23 15:58:00,2026-04-20 12:58:00,2026-04-20 12:58:00,False,28
1001059,23,16108,11,2,Low,Anonymous Form,Pending Parent,2024-12-20 12:44:00,2024-12-21 21:44:00,,,False,11
1001060,30,,9,6,Low,Student Portal,Assigned,2026-01-24 10:16:00,2026-01-24 12:16:00,,,False,9
1001061,11,22270,2,8,Medium,Counselor Intake,New,2026-06-24 14:11:00,2026-06-24 19:11:00,,,False,14
1001062,14,13886,12,6,High,Phone,Resolved,2026-01-20 13:16:00,2026-01-20 20:16:00,2026-01-30 17:16:00,,False,36
1001063,9,9692,12,2,Medium,Email,Resolved,2025-01-12 08:37:00,2025-01-13 15:37:00,2025-01-18 11:37:00,,False,24
1001064,29,23513,11,7,Low,Email,In Progress,2026-03-07 13:02:00,2026-03-07 14:02:00,,,False,11
1001065,23,,12,7,High,Teacher Referral,Assigned,2026-04-11 12:54:00,2026-04-12 03:54:00,,,False,36
1001066,13,4816,12,7,Critical,Phone,Closed,2026-05-01 12:49:00,2026-05-01 17:49:00,2026-05-17 16:49:00,2026-05-21 16:49:00,False,48
1001067,3,3094,4,4,Low,Student Portal,Pending Student,2025-07-28 16:35:00,2025-07-29 15:35:00,,,False,4
1001068,20,3551,11,5,Critical,Email,Resolved,2025-09-25 14:05:00,2025-09-25 18:05:00,2025-10-17 15:05:00,,False,47
1001069,6,20691,11,7,Low,Teacher Referral,Closed,2026-03-24 11:35:00,2026-03-26 03:35:00,2026-03-25 14:35:00,2026-03-29 14:35:00,False,11
1001070,25,6838,4,6,High,Anonymous Form,Resolved,2025-12-09 08:13:00,2025-12-09 20:13:00,2025-12-11 16:13:00,,True,28
1001071,1,9228,2,7,Low,Student Portal,Resolved,2026-04-03 11:56:00,2026-04-04 16:56:00,2026-04-27 16:56:00,,False,2
1001072,7,,12,5,Low,Email,Closed,2025-09-10 11:49:00,2025-09-11 04:49:00,2025-10-03 17:49:00,2025-10-03 17:49:00,False,12
1001073,11,903,11,3,High,Student Portal,Resolved,2025-03-09 14:03:00,2025-03-10 03:03:00,2025-04-06 15:03:00,,False,35
1001074,26,21165,2,3,Low,Email,Assigned,2025-02-12 10:44:00,2025-02-13 05:44:00,,,False,2
1001075,20,15116,6,5,Low,Phone,Assigned,2025-09-08 13:28:00,2025-09-10 04:28:00,,,False,6
1001076,29,,2,4,Medium,Teacher Referral,Escalated,2025-06-21 10:29:00,2025-06-21 14:29:00,,,False,14
1001077,26,18837,12,5,Medium,Anonymous Form,In Progress,2025-10-20 12:10:00,2025-10-21 15:10:00,,,False,24
1001078,23,21110,1,6,Low,Anonymous Form,Closed,2026-01-06 09:00:00,2026-01-06 19:00:00,2026-01-10 09:00:00,2026-01-13 09:00:00,False,1
1001079,24,22005,5,7,High,Email,Closed,2026-04-24 10:45:00,2026-04-24 16:45:00,2026-05-22 15:45:00,2026-05-22 15:45:00,False,29
1001080,1,,8,8,High,Teacher Referral,Resolved,2026-05-21 15:45:00,2026-05-22 04:45:00,2026-05-28 16:45:00,,False,32
1001081,29,4851,8,2,Low,Email,Resolved,2024-11-25 13:38:00,2024-11-27 02:38:00,2024-11-26 17:38:00,,False,8
1001082,25,11707,3,1,Low,Anonymous Form,Resolved,2024-10-03 16:42:00,2024-10-05 08:42:00,2024-10-19 21:42:00,,True,3
1001083,5,9416,3,3,Medium,Email,Closed,2025-03-07 14:28:00,2025-03-07 16:28:00,2025-03-19 19:28:00,2025-03-20 19:28:00,True,15
1001084,26,18905,2,3,Medium,Parent Portal,Pending Parent,2025-02-17 13:24:00,2025-02-18 10:24:00,,,False,14
1001085,4,20449,5,3,Medium,Email,Closed,2025-05-08 14:28:00,2025-05-09 18:28:00,2025-06-06 15:28:00,2025-06-08 15:28:00,False,17
1001086,28,705,11,2,Medium,Anonymous Form,Pending Parent,2024-11-29 15:19:00,2024-11-30 20:19:00,,,False,23
1001087,20,19447,1,5,Medium,Phone,Resolved,2025-09-21 11:32:00,2025-09-21 16:32:00,2025-10-06 14:32:00,,False,13
1001088,27,,4,4,Low,Counselor Intake,Escalated,2025-06-17 12:31:00,2025-06-18 23:31:00,,,False,4
1001089,14,8269,12,2,Low,Anonymous Form,Pending Parent,2025-02-04 14:03:00,2025-02-05 01:03:00,,,False,12
1001090,25,18465,3,1,Medium,Teacher Referral,Pending Student,2024-09-16 10:10:00,2024-09-17 15:10:00,,,False,15
1001091,22,19099,3,7,Low,Anonymous Form,Closed,2026-03-29 08:04:00,2026-03-30 22:04:00,2026-04-27 14:04:00,2026-05-02 14:04:00,False,3
1001092,30,11912,11,5,High,Phone,In Progress,2025-10-23 11:08:00,2025-10-24 02:08:00,,,False,35
1001093,22,21390,11,8,High,Counselor Intake,Pending Parent,2026-06-15 11:28:00,2026-06-15 21:28:00,,,False,35
1001094,15,4862,5,4,Medium,Teacher Referral,Pending Student,2025-06-24 15:58:00,2025-06-25 21:58:00,,,True,17
1001095,29,18351,4,4,Medium,Counselor Intake,In Progress,2025-06-21 09:32:00,2025-06-22 14:32:00,,,False,16
1001096,5,577,7,8,Medium,Teacher Referral,Pending Parent,2026-06-29 13:51:00,2026-06-30 16:51:00,,,False,19
1001097,1,3454,5,2,Medium,Phone,New,2024-12-06 10:41:00,2024-12-07 17:41:00,,,False,17
1001098,19,13833,5,1,High,Parent Portal,Resolved,2024-08-22 15:08:00,2024-08-22 19:08:00,2024-09-02 23:08:00,,False,29
1001099,26,,7,2,Critical,Parent Portal,Resolved,2025-01-19 10:14:00,2025-01-19 17:14:00,2025-02-14 16:14:00,,False,43
1001100,26,2459,10,6,Medium,Teacher Referral,Resolved,2026-02-03 15:23:00,2026-02-04 13:23:00,2026-02-17 22:23:00,,False,22
1001101,30,12829,4,6,Low,Counselor Intake,Pending Parent,2026-01-13 10:23:00,2026-01-14 09:23:00,,,False,4
1001102,15,5304,8,1,Medium,Anonymous Form,Assigned,2024-10-04 10:14:00,2024-10-05 07:14:00,,,False,20
1001103,5,18528,9,4,Low,Anonymous Form,Escalated,2025-06-01 16:24:00,2025-06-02 15:24:00,,,False,9
1001104,12,20963,2,7,Medium,Phone,Resolved,2026-03-01 14:14:00,2026-03-01 16:14:00,2026-03-16 20:14:00,,False,14
1001105,30,,11,7,Medium,Teacher Referral,Pending Student,2026-05-01 08:14:00,2026-05-01 13:14:00,,,False,23
1001106,11,19859,3,3,Low,Phone,In Progress,2025-02-21 09:44:00,2025-02-23 07:44:00,,,False,3
1001107,3,20839,7,8,Medium,Phone,Closed,2026-06-21 09:03:00,2026-06-22 10:03:00,2026-07-01 13:03:00,2026-07-02 13:03:00,False,19
1001108,7,18973,8,2,Medium,Counselor Intake,Closed,2025-01-22 15:52:00,2025-01-23 12:52:00,2025-02-05 22:52:00,2025-02-10 22:52:00,False,20
1001109,5,662,12,2,Low,Phone,Pending Parent,2024-12-27 12:27:00,2024-12-28 07:27:00,,,False,12
1001110,26,4203,5,7,Medium,Email,Assigned,2026-02-19 11:22:00,2026-02-20 12:22:00,,,False,17
1001111,23,18445,3,6,High,Counselor Intake,Closed,2026-01-28 14:00:00,2026-01-29 00:00:00,2026-02-12 21:00:00,2026-02-13 21:00:00,False,27
1001112,18,8323,6,3,Low,Anonymous Form,Pending Parent,2025-02-18 12:53:00,2025-02-20 09:53:00,,,False,6
1001113,26,7888,10,4,High,Phone,Closed,2025-07-13 11:08:00,2025-07-14 03:08:00,2025-07-14 19:08:00,2025-07-17 19:08:00,False,34
1001114,12,15017,1,1,Medium,Phone,Escalated,2024-08-19 15:45:00,2024-08-20 23:45:00,,,False,13
1001115,25,3579,11,3,Medium,Phone,In Progress,2025-02-14 14:18:00,2025-02-15 18:18:00,,,False,23
1001116,30,23484,1,3,Low,Parent Portal,Triaged,2025-04-21 13:36:00,,,,False,1
1001117,3,16095,7,6,Medium,Teacher Referral,Triaged,2025-12-08 15:08:00,,,,False,19
1001118,24,19168,3,1,Medium,Teacher Referral,Pending Parent,2024-10-30 13:53:00,2024-10-31 15:53:00,,,False,15
1001119,11,8578,5,4,Low,Anonymous Form,In Progress,2025-08-02 12:35:00,2025-08-02 19:35:00,,,False,5
1001120,6,11767,5,2,Medium,Anonymous Form,In Progress,2025-01-31 16:27:00,2025-02-01 09:27:00,,,False,17
1001121,2,1526,4,1,Medium,Teacher Referral,In Progress,2024-10-16 09:54:00,2024-10-16 18:54:00,,,False,16
1001122,26,,9,7,Low,Parent Portal,Resolved,2026-05-06 10:11:00,2026-05-07 19:11:00,2026-05-21 18:11:00,,False,9
1001123,19,9631,11,7,Low,Teacher Referral,Closed,2026-04-23 15:00:00,2026-04-23 19:00:00,2026-05-16 18:00:00,2026-05-21 18:00:00,False,11
1001124,13,15438,4,4,Medium,Email,Triaged,2025-07-20 10:26:00,2025-07-20 13:26:00,,,False,16
1001125,20,3082,12,1,Low,Counselor Intake,In Progress,2024-10-07 15:06:00,2024-10-08 18:06:00,,,False,12
1001126,22,11664,12,7,Medium,Counselor Intake,Closed,2026-03-04 10:13:00,2026-03-04 13:13:00,2026-04-03 16:13:00,2026-04-04 16:13:00,False,24
1001127,24,,7,7,Medium,Anonymous Form,Assigned,2026-04-23 12:34:00,2026-04-24 00:34:00,,,False,19
1001128,13,12653,2,3,Medium,Teacher Referral,Escalated,2025-02-21 14:26:00,2025-02-22 05:26:00,,,False,14
1001129,25,11046,2,1,Low,Anonymous Form,In Progress,2024-08-29 14:06:00,2024-08-31 03:06:00,,,False,2
1001130,19,23992,8,5,Medium,Phone,Closed,2025-09-26 12:29:00,2025-09-27 17:29:00,2025-10-01 14:29:00,2025-10-03 14:29:00,False,20
1001131,16,18215,4,3,Low,Phone,New,2025-03-19 15:37:00,2025-03-20 17:37:00,,,False,4
1001132,16,24613,6,5,Critical,Counselor Intake,Resolved,2025-10-28 09:26:00,2025-10-28 11:26:00,2025-11-07 12:26:00,,False,42
1001133,18,,8,6,Low,Teacher Referral,Resolved,2025-12-16 14:15:00,2025-12-17 02:15:00,2026-01-01 15:15:00,,False,8
1001134,28,6250,1,4,Medium,Email,Assigned,2025-06-17 09:49:00,2025-06-17 11:49:00,,,False,13
1001135,21,2830,4,6,Medium,Teacher Referral,Closed,2026-01-29 10:53:00,2026-01-30 05:53:00,2026-02-08 12:53:00,2026-02-12 12:53:00,False,16
1001136,4,15419,11,7,Low,Student Portal,Triaged,2026-04-01 12:14:00,2026-04-02 03:14:00,,,True,11
1001137,4,6091,11,3,Medium,Teacher Referral,In Progress,2025-03-10 11:41:00,2025-03-10 20:41:00,,,False,23
1001138,25,,3,5,Low,Parent Portal,Assigned,2025-10-02 09:52:00,2025-10-03 00:52:00,,,False,3
1001139,13,6922,6,1,Medium,Parent Portal,Closed,2024-09-12 08:32:00,2024-09-13 10:32:00,2024-10-01 15:32:00,2024-10-03 15:32:00,False,18
1001140,25,,9,2,Medium,Email,Resolved,2025-01-15 11:58:00,2025-01-16 04:58:00,2025-01-20 11:58:00,,False,21
1001141,25,5767,10,1,Medium,Teacher Referral,Pending Parent,2024-10-25 08:54:00,2024-10-26 04:54:00,,,False,22
