escalation_id,request_id,from_user_id,to_department_id,escalation_reason,escalated_at,resolved_at
751,1006665,27,4,Policy review,2025-03-23 09:54:00,2025-03-25 09:54:00
752,1006670,184,6,Policy review,2024-12-07 15:38:00,2024-12-12 15:38:00
753,1006674,99,2,Capacity support,2024-09-18 14:54:00,
754,1006684,95,5,Policy review,2024-08-26 12:00:00,2024-09-03 12:00:00
755,1006693,76,7,Capacity support,2024-11-05 16:21:00,2024-11-12 16:21:00
756,1006699,157,4,Capacity support,2026-01-30 16:32:00,
757,1006704,147,8,Policy review,2024-08-29 12:19:00,
758,1006713,139,6,Policy review,2024-12-01 11:32:00,2024-12-09 11:32:00
759,1006719,126,5,Multi-department coordination,2025-02-22 16:47:00,2025-02-26 16:47:00
760,1006720,189,1,Policy review,2025-05-05 11:46:00,2025-05-07 11:46:00
761,1006721,40,8,SLA risk,2025-09-26 08:02:00,2025-09-27 08:02:00
762,1006722,72,1,SLA risk,2025-09-24 11:14:00,2025-10-01 11:14:00
763,1006730,154,5,Capacity support,2024-11-02 09:30:00,2024-11-03 09:30:00
764,1006737,172,6,Capacity support,2026-02-23 16:10:00,2026-02-27 16:10:00
765,1006739,216,3,Capacity support,2024-10-21 10:21:00,
766,1006752,164,6,Policy review,2025-08-09 08:02:00,2025-08-13 08:02:00
767,1006753,88,8,SLA risk,2024-10-30 12:14:00,2024-11-06 12:14:00
768,1006765,123,1,SLA risk,2026-01-03 11:40:00,
769,1006784,186,3,SLA risk,2024-09-27 14:49:00,2024-10-01 14:49:00
770,1006790,106,2,Multi-department coordination,2026-04-22 15:01:00,2026-04-25 15:01:00
771,1006798,143,1,Policy review,2024-09-06 15:34:00,
772,1006808,257,6,Multi-department coordination,2025-01-07 14:12:00,2025-01-10 14:12:00
773,1006811,98,5,Policy review,2025-08-26 13:46:00,2025-08-30 13:46:00
774,1006826,82,5,Multi-department coordination,2024-09-13 14:44:00,
775,1006828,77,4,Multi-department coordination,2024-12-07 14:45:00,
776,1006831,8,2,Multi-department coordination,2025-05-17 11:09:00,2025-05-25 11:09:00
777,1006836,56,3,Policy review,2025-08-07 12:01:00,2025-08-14 12:01:00
778,1006847,121,3,Policy review,2025-04-12 15:13:00,
779,1006862,48,7,Capacity support,2025-02-13 13:56:00,2025-02-21 13:56:00
780,1006865,91,3,SLA risk,2025-01-04 08:28:00,2025-01-05 08:28:00
781,1006868,105,4,Policy review,2024-09-01 08:03:00,
782,1006879,166,3,SLA risk,2026-03-29 14:08:00,
783,1006882,136,2,SLA risk,2026-03-11 08:56:00,2026-03-14 08:56:00
784,1006900,133,2,Multi-department coordination,2026-03-06 16:50:00,2026-03-10 16:50:00
785,1006909,140,1,Multi-department coordination,2026-01-25 13:44:00,
786,1006911,38,4,Multi-department coordination,2025-08-31 16:22:00,2025-09-01 16:22:00
787,1006917,76,3,Multi-department coordination,2026-05-03 09:29:00,
788,1006921,111,6,SLA risk,2025-01-25 09:15:00,
789,1006927,237,3,Capacity support,2026-06-19 10:31:00,2026-06-23 10:31:00
790,1006931,35,1,Capacity support,2024-11-28 16:41:00,2024-12-05 16:41:00
791,1006938,83,2,Multi-department coordination,2026-03-09 08:34:00,2026-03-12 08:34:00
792,1006943,139,5,SLA risk,2024-09-23 16:38:00,2024-10-01 16:38:00
793,1006956,120,5,Multi-department coordination,2026-02-21 15:11:00,2026-03-01 15:11:00
794,1006967,145,2,Capacity support,2026-02-03 10:59:00,2026-02-05 10:59:00
795,1006973,55,2,Capacity support,2025-09-28 14:42:00,
796,1006974,174,2,SLA risk,2026-06-23 09:27:00,2026-07-01 09:27:00
797,1006980,87,1,Policy review,2025-10-04 13:22:00,2025-10-05 13:22:00
798,1006991,163,5,Multi-department coordination,2026-04-12 16:44:00,
799,1006994,117,4,SLA risk,2024-12-04 08:20:00,2024-12-05 08:20:00
800,1007006,213,8,Capacity support,2026-06-17 08:49:00,2026-06-22 08:49:00
801,1007011,58,6,Policy review,2024-10-30 09:25:00,
802,1007018,152,3,SLA risk,2025-03-08 13:01:00,
803,1007027,260,4,Capacity support,2025-03-11 10:46:00,
804,1007032,176,4,SLA risk,2025-03-07 15:53:00,2025-03-11 15:53:00
805,1007039,81,3,Capacity support,2025-06-20 11:12:00,2025-06-27 11:12:00
806,1007062,178,7,Policy review,2026-06-30 14:28:00,2026-07-07 14:28:00
807,1007065,172,3,Capacity support,2026-05-22 10:55:00,2026-05-24 10:55:00
808,1007094,71,6,Capacity support,2026-05-01 16:04:00,
809,1007117,72,8,Policy review,2025-03-24 14:42:00,2025-03-30 14:42:00
810,1007125,59,3,Capacity support,2024-10-02 10:42:00,
811,1007128,75,4,SLA risk,2026-06-10 16:17:00,2026-06-18 16:17:00
812,1007134,32,1,Multi-department coordination,2025-06-01 09:33:00,2025-06-06 09:33:00
813,1007142,154,7,Policy review,2026-02-24 10:08:00,
814,1007143,268,7,SLA risk,2026-01-29 11:36:00,2026-02-01 11:36:00
815,1007144,272,4,Policy review,2026-04-30 09:09:00,2026-05-04 09:09:00
816,1007149,149,5,SLA risk,2024-11-25 13:10:00,2024-11-29 13:10:00
817,1007160,177,2,Policy review,2025-08-05 13:56:00,2025-08-13 13:56:00
818,1007161,270,8,SLA risk,2025-04-06 13:55:00,2025-04-07 13:55:00
819,1007184,145,3,SLA risk,2025-02-11 11:56:00,
820,1007189,50,4,SLA risk,2025-04-25 10:57:00,2025-04-27 10:57:00
821,1007192,133,5,Capacity support,2025-06-06 09:38:00,
822,1007200,60,7,Policy review,2025-12-05 11:51:00,
823,1007214,179,3,Policy review,2026-01-27 11:25:00,2026-02-03 11:25:00
824,1007221,108,7,SLA risk,2025-08-16 16:34:00,2025-08-17 16:34:00
825,1007228,165,1,Policy review,2025-01-06 13:02:00,2025-01-14 13:02:00
826,1007232,265,1,SLA risk,2026-06-04 12:25:00,
827,1007234,124,8,SLA risk,2026-04-06 12:09:00,
828,1007239,85,1,Policy review,2025-01-17 13:13:00,2025-01-25 13:13:00
829,1007241,83,3,Policy review,2025-11-21 10:09:00,
830,1007244,28,1,Multi-department coordination,2025-01-06 08:07:00,2025-01-07 08:07:00
831,1007246,55,3,Capacity support,2025-05-27 09:03:00,2025-05-31 09:03:00
832,1007247,171,1,Multi-department coordination,2024-11-16 09:38:00,2024-11-23 09:38:00
833,1007248,116,1,Multi-department coordination,2025-08-18 11:14:00,2025-08-20 11:14:00
834,1007253,149,1,Capacity support,2026-04-27 10:41:00,2026-05-02 10:41:00
835,1007278,103,4,Capacity support,2025-10-15 11:17:00,2025-10-18 11:17:00
836,1007280,123,8,Capacity support,2025-10-27 13:16:00,2025-10-30 13:16:00
837,1007285,163,8,Policy review,2025-04-09 13:49:00,
838,1007289,130,8,Capacity support,2026-02-03 14:43:00,2026-02-10 14:43:00
839,1007307,17,8,Capacity support,2024-11-30 11:42:00,2024-12-04 11:42:00
840,1007319,40,4,SLA risk,2025-05-23 16:03:00,
841,1007323,218,7,Capacity support,2025-01-28 14:45:00,2025-02-01 14:45:00
842,1007329,131,7,Policy review,2025-03-19 10:14:00,2025-03-20 10:14:00
843,1007338,62,3,Policy review,2025-01-17 10:17:00,2025-01-22 10:17:00
844,1007350,105,8,SLA risk,2025-08-27 09:02:00,
845,1007355,12,6,Capacity support,2025-04-20 15:45:00,2025-04-27 15:45:00
846,1007367,157,2,Policy review,2024-10-11 12:47:00,2024-10-18 12:47:00
847,1007369,140,4,Capacity support,2025-01-03 16:35:00,2025-01-08 16:35:00
848,1007382,118,7,Policy review,2025-08-13 10:08:00,
849,1007388,125,3,Capacity support,2025-11-10 16:33:00,
850,1007391,22,8,Capacity support,2026-05-19 13:42:00,2026-05-24 13:42:00
851,1007402,27,7,Multi-department coordination,2026-02-02 12:24:00,2026-02-06 12:24:00
852,1007407,100,1,Capacity support,2025-01-17 08:03:00,2025-01-18 08:03:00
853,1007408,106,5,Capacity support,2025-07-21 09:53:00,2025-07-23 09:53:00
854,1007411,178,5,Capacity support,2024-11-02 10:09:00,
855,1007423,68,1,Capacity support,2026-04-21 09:09:00,2026-04-24 09:09:00
856,1007424,130,4,Capacity support,2026-03-17 16:09:00,
857,1007425,139,5,Capacity support,2024-10-31 11:13:00,
858,1007428,95,3,Capacity support,2024-11-17 10:36:00,
859,1007437,7,2,Multi-department coordination,2025-12-24 15:10:00,
860,1007444,72,8,Multi-department coordination,2025-03-12 14:48:00,
861,1007462,32,7,Policy review,2026-02-04 11:36:00,2026-02-11 11:36:00
862,1007470,150,7,SLA risk,2026-06-27 11:50:00,2026-07-04 11:50:00
863,1007472,149,1,Capacity support,2025-01-30 14:31:00,2025-02-02 14:31:00
864,1007479,10,1,Multi-department coordination,2025-07-13 12:10:00,
865,1007480,11,8,Capacity support,2024-10-16 13:17:00,2024-10-21 13:17:00
866,1007490,207,2,SLA risk,2026-04-06 15:56:00,
867,1007492,123,6,Capacity support,2025-08-28 11:45:00,2025-09-04 11:45:00
868,1007495,186,4,Multi-department coordination,2025-03-27 09:03:00,
869,1007497,161,4,Policy review,2026-01-28 08:56:00,2026-02-02 08:56:00
870,1007499,203,2,Multi-department coordination,2024-10-13 14:21:00,2024-10-20 14:21:00
871,1007504,38,1,SLA risk,2026-05-15 10:56:00,2026-05-17 10:56:00
872,1007516,2,6,Policy review,2025-07-04 11:33:00,2025-07-09 11:33:00
873,1007521,139,3,Capacity support,2024-10-12 16:58:00,2024-10-14 16:58:00
874,1007524,127,1,SLA risk,2026-06-24 11:30:00,
875,1007525,172,2,Capacity support,2025-05-12 10:40:00,
876,1007527,66,3,Capacity support,2025-10-19 11:45:00,
877,1007537,138,8,Multi-department coordination,2026-05-23 15:09:00,2026-05-28 15:09:00
878,1007538,129,7,SLA risk,2025-10-11 14:30:00,2025-10-19 14:30:00
879,1007551,56,4,Multi-department coordination,2025-01-15 15:34:00,
880,1007568,82,8,SLA risk,2026-07-02 12:18:00,2026-07-03 12:18:00
881,1007578,122,1,Policy review,2026-04-27 12:05:00,
882,1007588,71,6,Multi-department coordination,2025-12-03 08:46:00,
883,1007600,181,6,Capacity support,2025-09-22 15:49:00,2025-09-26 15:49:00
884,1007607,239,4,SLA risk,2024-09-13 10:59:00,2024-09-15 10:59:00
885,1007613,3,4,Multi-department coordination,2025-11-24 15:37:00,2025-12-02 15:37:00
886,1007616,144,4,SLA risk,2026-01-29 10:37:00,
887,1007625,83,3,Policy review,2026-02-26 09:20:00,2026-03-05 09:20:00
888,1007631,154,6,Policy review,2024-12-13 09:21:00,
889,1007633,220,6,Multi-department coordination,2025-06-26 13:18:00,2025-07-04 13:18:00
890,1007634,265,7,SLA risk,2025-06-02 14:10:00,2025-06-09 14:10:00
891,1007640,20,8,Policy review,2025-03-03 11:20:00,2025-03-11 11:20:00
892,1007659,44,3,Policy review,2026-03-17 09:38:00,
893,1007660,38,8,Policy review,2026-01-12 14:08:00,2026-01-14 14:08:00
894,1007662,45,8,Multi-department coordination,2024-12-01 13:03:00,2024-12-05 13:03:00
895,1007669,146,6,Capacity support,2026-07-04 12:32:00,2026-07-10 12:32:00
896,1007675,170,4,Multi-department coordination,2025-08-28 13:09:00,2025-08-29 13:09:00
897,1007694,270,6,SLA risk,2026-02-12 10:05:00,2026-02-19 10:05:00
898,1007703,151,6,Policy review,2025-09-10 14:13:00,
899,1007710,38,6,Policy review,2025-07-26 13:57:00,2025-07-30 13:57:00
900,1007721,132,7,SLA risk,2026-03-11 14:22:00,2026-03-18 14:22:00
901,1007728,268,6,Capacity support,2024-12-28 12:47:00,2025-01-05 12:47:00
902,1007745,197,8,Multi-department coordination,2025-12-10 13:20:00,2025-12-17 13:20:00
903,1007747,53,3,SLA risk,2024-09-29 11:39:00,2024-09-30 11:39:00
904,1007762,47,2,SLA risk,2026-06-11 10:53:00,2026-06-13 10:53:00
905,1007776,46,8,Policy review,2026-03-28 12:21:00,2026-04-05 12:21:00
906,1007788,237,5,Multi-department coordination,2026-06-30 15:18:00,2026-07-02 15:18:00
907,1007791,164,1,Multi-department coordination,2025-10-04 11:10:00,2025-10-11 11:10:00
908,1007802,108,2,Policy review,2024-09-14 13:53:00,
909,1007816,126,7,Multi-department coordination,2026-05-19 13:22:00,2026-05-22 13:22:00
910,1007820,22,3,SLA risk,2024-12-29 11:02:00,
911,1007836,137,1,Policy review,2026-02-23 16:20:00,2026-02-26 16:20:00
912,1007851,47,3,Policy review,2025-12-28 12:10:00,2026-01-01 12:10:00
913,1007862,249,6,SLA risk,2025-04-20 16:54:00,2025-04-24 16:54:00
914,1007864,176,8,SLA risk,2025-03-11 15:17:00,2025-03-15 15:17:00
915,1007870,24,7,Multi-department coordination,2026-03-18 10:25:00,
916,1007875,95,4,Multi-department coordination,2024-09-03 14:47:00,
917,1007880,57,7,Policy review,2026-02-26 11:54:00,2026-03-02 11:54:00
918,1007883,109,8,Multi-department coordination,2025-07-27 16:34:00,2025-08-04 16:34:00
919,1007886,111,2,Policy review,2025-11-30 08:14:00,2025-12-05 08:14:00
920,1007898,47,4,Policy review,2026-03-21 16:23:00,2026-03-28 16:23:00
921,1007899,162,4,Capacity support,2025-07-31 10:01:00,2025-08-03 10:01:00
922,1007901,245,4,Multi-department coordination,2024-09-15 08:12:00,2024-09-19 08:12:00
923,1007907,226,5,Multi-department coordination,2026-03-29 13:37:00,2026-04-05 13:37:00
924,1007909,63,3,SLA risk,2025-02-27 12:45:00,2025-03-06 12:45:00
925,1007922,72,4,Policy review,2026-06-05 09:22:00,2026-06-06 09:22:00
926,1007939,121,1,Multi-department coordination,2025-12-24 11:13:00,
927,1007962,16,2,SLA risk,2025-03-04 12:03:00,2025-03-10 12:03:00
928,1007978,38,2,Policy review,2025-12-04 11:09:00,2025-12-10 11:09:00
929,1007990,155,4,SLA risk,2025-02-13 12:30:00,2025-02-19 12:30:00
930,1007996,181,8,Multi-department coordination,2025-06-16 15:53:00,2025-06-22 15:53:00
931,1008021,257,2,SLA risk,2024-12-02 11:19:00,2024-12-04 11:19:00
932,1008053,215,2,Capacity support,2026-02-09 12:54:00,2026-02-13 12:54:00
933,1008058,30,1,Capacity support,2025-01-13 11:07:00,
934,1008062,186,3,Capacity support,2025-03-08 10:12:00,2025-03-14 10:12:00
935,1008076,8,1,Multi-department coordination,2025-09-09 08:15:00,
936,1008090,54,4,SLA risk,2025-12-01 16:06:00,
937,1008091,84,7,Multi-department coordination,2025-06-11 12:40:00,
938,1008094,18,8,Policy review,2025-01-20 09:19:00,2025-01-22 09:19:00
939,1008100,92,8,Policy review,2025-09-26 15:29:00,2025-09-30 15:29:00
940,1008103,3,4,SLA risk,2025-12-19 13:29:00,2025-12-20 13:29:00
941,1008105,163,1,Multi-department coordination,2026-01-20 13:11:00,
942,1008113,80,2,Policy review,2024-09-14 14:38:00,2024-09-17 14:38:00
943,1008115,171,2,Policy review,2025-12-14 12:25:00,
944,1008139,71,5,Capacity support,2025-01-17 13:46:00,2025-01-22 13:46:00
945,1008149,179,6,Policy review,2025-04-05 08:31:00,
946,1008169,125,4,Multi-department coordination,2024-12-14 16:57:00,2024-12-22 16:57:00
947,1008187,83,8,Policy review,2026-02-08 08:50:00,
948,1008198,118,6,Policy review,2024-11-15 13:17:00,2024-11-20 13:17:00
949,1008200,16,5,Multi-department coordination,2025-08-31 09:52:00,2025-09-02 09:52:00
950,1008204,36,2,Multi-department coordination,2026-07-02 16:53:00,2026-07-04 16:53:00
951,1008212,187,3,Multi-department coordination,2024-11-03 16:02:00,2024-11-08 16:02:00
952,1008216,58,4,Policy review,2024-08-31 10:02:00,2024-09-06 10:02:00
953,1008227,157,4,Multi-department coordination,2025-06-19 16:45:00,2025-06-22 16:45:00
954,1008241,187,7,SLA risk,2025-10-02 11:37:00,2025-10-04 11:37:00
955,1008247,25,8,Multi-department coordination,2025-06-26 12:17:00,2025-07-01 12:17:00
956,1008258,96,5,Capacity support,2024-11-15 14:45:00,2024-11-17 14:45:00
957,1008269,72,3,SLA risk,2025-04-01 11:26:00,2025-04-07 11:26:00
958,1008282,115,7,SLA risk,2025-04-20 14:20:00,2025-04-21 14:20:00
959,1008292,16,1,Multi-department coordination,2025-02-05 16:45:00,2025-02-08 16:45:00
960,1008294,105,8,Multi-department coordination,2026-04-07 16:40:00,2026-04-09 16:40:00
961,1008296,17,4,Capacity support,2026-06-04 12:48:00,2026-06-12 12:48:00
962,1008299,203,3,Policy review,2026-01-19 09:16:00,2026-01-22 09:16:00
963,1008310,95,8,Capacity support,2025-06-18 15:40:00,
964,1008313,177,2,Multi-department coordination,2025-09-20 09:55:00,2025-09-26 09:55:00
965,1008321,239,4,Policy review,2026-01-05 12:08:00,
966,1008322,29,2,SLA risk,2024-10-25 16:23:00,
967,1008355,177,6,SLA risk,2024-12-10 13:17:00,2024-12-15 13:17:00
968,1008361,13,1,SLA risk,2024-11-13 14:11:00,2024-11-18 14:11:00
969,1008363,103,6,Policy review,2025-05-16 16:05:00,2025-05-19 16:05:00
970,1008369,143,4,Multi-department coordination,2026-01-03 15:13:00,2026-01-09 15:13:00
971,1008378,13,1,Multi-department coordination,2025-04-01 10:54:00,
972,1008383,137,7,Capacity support,2024-12-23 08:14:00,
973,1008387,42,4,SLA risk,2025-01-16 10:49:00,2025-01-23 10:49:00
974,1008400,128,4,SLA risk,2025-07-06 16:06:00,2025-07-09 16:06:00
975,1008401,58,7,Policy review,2025-01-12 10:40:00,2025-01-17 10:40:00
976,1008409,153,3,Multi-department coordination,2026-03-06 12:39:00,
977,1008411,141,1,Policy review,2026-04-06 12:34:00,2026-04-13 12:34:00
978,1008417,55,2,SLA risk,2026-04-08 12:32:00,2026-04-16 12:32:00
979,1008423,27,2,SLA risk,2026-05-22 11:27:00,2026-05-24 11:27:00
980,1008432,249,4,Policy review,2026-02-11 12:02:00,2026-02-19 12:02:00
981,1008441,67,2,Multi-department coordination,2024-12-23 08:11:00,
982,1008443,146,7,Capacity support,2026-03-01 10:07:00,2026-03-04 10:07:00
983,1008447,98,1,Multi-department coordination,2026-01-10 12:48:00,2026-01-14 12:48:00
984,1008451,5,5,SLA risk,2025-06-18 12:13:00,2025-06-24 12:13:00
985,1008452,170,1,Policy review,2025-05-08 10:41:00,2025-05-12 10:41:00
986,1008470,124,6,Capacity support,2024-09-06 10:29:00,
987,1008482,68,7,Capacity support,2025-03-10 10:15:00,2025-03-13 10:15:00
988,1008485,155,3,Policy review,2025-10-18 11:01:00,2025-10-26 11:01:00
989,1008487,80,7,Multi-department coordination,2025-08-02 14:28:00,2025-08-07 14:28:00
990,1008493,68,5,SLA risk,2025-05-01 11:32:00,2025-05-03 11:32:00
991,1008513,52,5,Policy review,2025-12-14 12:39:00,2025-12-17 12:39:00
992,1008517,140,4,Multi-department coordination,2025-01-19 13:42:00,2025-01-23 13:42:00
993,1008527,248,2,SLA risk,2024-10-04 09:20:00,2024-10-10 09:20:00
994,1008528,103,8,Multi-department coordination,2025-06-28 15:58:00,
995,1008536,136,3,Policy review,2026-03-18 13:45:00,2026-03-25 13:45:00
996,1008540,37,2,Multi-department coordination,2026-02-01 12:16:00,2026-02-07 12:16:00
997,1008554,214,3,SLA risk,2024-08-31 08:11:00,2024-09-04 08:11:00
998,1008559,142,8,SLA risk,2025-10-14 11:34:00,2025-10-21 11:34:00
999,1008561,3,7,Policy review,2024-09-13 09:55:00,2024-09-16 09:55:00
1000,1008563,90,3,SLA risk,2025-01-27 08:54:00,2025-01-31 08:54:00
1001,1008579,77,2,Policy review,2025-03-15 16:58:00,
1002,1008588,136,1,Capacity support,2026-03-30 10:50:00,2026-04-07 10:50:00
1003,1008589,94,5,SLA risk,2026-01-17 16:03:00,2026-01-22 16:03:00
1004,1008595,63,5,Capacity support,2025-08-25 16:53:00,2025-09-01 16:53:00
1005,1008596,43,2,SLA risk,2025-02-11 16:39:00,
1006,1008601,179,6,Capacity support,2026-06-15 09:24:00,2026-06-17 09:24:00
1007,1008614,50,6,SLA risk,2025-10-18 13:55:00,2025-10-21 13:55:00
1008,1008632,181,1,Multi-department coordination,2025-07-31 08:37:00,2025-08-01 08:37:00
1009,1008645,26,6,Multi-department coordination,2026-07-03 16:03:00,2026-07-06 16:03:00
1010,1008650,144,5,Policy review,2025-08-14 10:23:00,2025-08-21 10:23:00
1011,1008651,174,6,SLA risk,2026-02-09 12:54:00,
1012,1008684,114,4,Capacity support,2026-01-05 10:58:00,
1013,1008695,156,1,Policy review,2025-03-18 11:29:00,
1014,1008696,220,3,Capacity support,2025-12-03 09:46:00,2025-12-07 09:46:00
1015,1008699,184,5,Policy review,2025-01-08 09:38:00,
1016,1008718,97,3,Capacity support,2026-04-16 09:09:00,2026-04-21 09:09:00
1017,1008729,138,8,Multi-department coordination,2026-01-14 15:37:00,2026-01-17 15:37:00
1018,1008733,95,7,Multi-department coordination,2025-03-20 14:50:00,
1019,1008738,12,6,Capacity support,2026-02-02 14:21:00,2026-02-06 14:21:00
1020,1008742,9,7,Multi-department coordination,2025-02-14 11:34:00,2025-02-19 11:34:00
1021,1008747,65,5,SLA risk,2024-11-01 08:51:00,
1022,1008753,220,8,Multi-department coordination,2025-09-29 15:17:00,
1023,1008757,18,5,SLA risk,2025-01-06 14:16:00,2025-01-13 14:16:00
1024,1008773,103,2,Multi-department coordination,2025-05-25 10:11:00,2025-05-27 10:11:00
1025,1008789,94,8,Policy review,2025-12-15 08:18:00,2025-12-17 08:18:00
1026,1008794,208,6,Capacity support,2026-05-09 09:06:00,2026-05-16 09:06:00
1027,1008795,196,7,SLA risk,2026-01-20 09:17:00,
1028,1008814,149,6,SLA risk,2024-11-11 12:48:00,2024-11-18 12:48:00
1029,1008828,172,3,SLA risk,2026-06-03 14:40:00,
1030,1008840,197,3,Policy review,2026-05-29 12:07:00,2026-06-03 12:07:00
1031,1008841,88,6,SLA risk,2025-10-01 14:12:00,2025-10-06 14:12:00
1032,1008844,23,6,SLA risk,2025-03-16 16:05:00,2025-03-21 16:05:00
1033,1008864,120,1,SLA risk,2026-06-01 13:17:00,2026-06-07 13:17:00
1034,1008879,19,3,SLA risk,2026-04-05 13:23:00,2026-04-12 13:23:00
1035,1008887,138,5,Policy review,2026-01-18 10:01:00,
1036,1008895,37,4,Multi-department coordination,2024-09-08 09:07:00,2024-09-10 09:07:00
1037,1008916,12,2,SLA risk,2026-06-29 16:10:00,2026-07-03 16:10:00
1038,1008924,193,2,Policy review,2025-01-09 14:21:00,2025-01-10 14:21:00
1039,1008931,162,8,SLA risk,2026-03-20 16:03:00,2026-03-23 16:03:00
1040,1008933,218,5,Policy review,2026-03-11 15:43:00,
1041,1008937,215,3,Policy review,2025-02-13 11:12:00,2025-02-20 11:12:00
1042,1008944,220,5,Multi-department coordination,2025-08-05 13:56:00,
1043,1008977,68,2,Policy review,2024-12-19 13:19:00,
1044,1008991,87,8,Policy review,2025-06-18 12:51:00,2025-06-25 12:51:00
1045,1009003,85,6,SLA risk,2026-04-03 16:30:00,2026-04-07 16:30:00
1046,1009011,63,1,SLA risk,2025-05-08 12:35:00,2025-05-12 12:35:00
1047,1009021,138,6,Policy review,2026-01-14 10:45:00,
1048,1009022,255,5,SLA risk,2025-09-18 13:16:00,
1049,1009028,255,7,Capacity support,2025-11-23 09:09:00,
1050,1009045,72,6,Policy review,2026-05-18 15:25:00,2026-05-21 15:25:00
1051,1009047,101,4,Policy review,2025-06-04 11:27:00,
1052,1009061,150,5,Capacity support,2025-12-14 10:37:00,2025-12-19 10:37:00
1053,1009077,3,2,SLA risk,2024-12-18 09:31:00,2024-12-26 09:31:00
1054,1009085,239,2,Multi-department coordination,2026-03-03 14:23:00,2026-03-10 14:23:00
1055,1009090,203,3,Policy review,2026-04-17 11:18:00,2026-04-25 11:18:00
1056,1009098,1,2,Multi-department coordination,2024-09-17 08:32:00,
1057,1009141,151,1,Multi-department coordination,2025-05-24 12:03:00,2025-05-31 12:03:00
1058,1009149,109,6,Policy review,2025-04-16 11:52:00,
1059,1009159,43,8,Policy review,2026-01-11 08:43:00,2026-01-13 08:43:00
1060,1009170,189,6,Policy review,2026-07-05 14:41:00,
1061,1009173,134,4,Multi-department coordination,2025-02-05 09:51:00,2025-02-11 09:51:00
1062,1009183,146,5,SLA risk,2024-10-26 16:15:00,
1063,1009187,62,7,Policy review,2026-06-11 14:10:00,2026-06-14 14:10:00
1064,1009195,102,2,Policy review,2025-03-15 12:14:00,
1065,1009199,26,6,Policy review,2026-06-01 16:25:00,
1066,1009207,271,1,Policy review,2025-02-20 13:28:00,
1067,1009212,60,6,Capacity support,2025-02-13 11:12:00,
1068,1009224,165,4,Capacity support,2025-10-22 15:47:00,
1069,1009228,93,5,Multi-department coordination,2026-04-28 14:31:00,2026-05-05 14:31:00
1070,1009231,159,5,Policy review,2026-03-23 11:59:00,2026-03-28 11:59:00
1071,1009235,46,2,Policy review,2026-06-11 12:27:00,2026-06-19 12:27:00
1072,1009236,66,4,SLA risk,2025-05-04 14:23:00,
1073,1009247,226,4,Capacity support,2025-01-12 15:05:00,2025-01-13 15:05:00
1074,1009252,258,2,Multi-department coordination,2025-09-12 09:24:00,2025-09-17 09:24:00
1075,1009256,135,2,Policy review,2025-07-03 08:07:00,
1076,1009274,61,1,Policy review,2024-11-25 15:11:00,2024-12-02 15:11:00
1077,1009307,110,4,Multi-department coordination,2025-02-17 11:35:00,
1078,1009309,2,1,Multi-department coordination,2025-06-04 16:41:00,
1079,1009319,51,1,Capacity support,2024-10-16 11:46:00,2024-10-23 11:46:00
1080,1009326,1,3,SLA risk,2026-06-23 13:16:00,
1081,1009327,58,2,Capacity support,2026-03-02 11:03:00,2026-03-05 11:03:00
1082,1009337,124,5,SLA risk,2025-05-27 15:38:00,2025-05-29 15:38:00
1083,1009343,75,2,Capacity support,2025-12-19 14:18:00,2025-12-27 14:18:00
1084,1009345,9,4,SLA risk,2025-08-24 13:12:00,2025-08-29 13:12:00
1085,1009346,26,1,Capacity support,2024-10-19 11:10:00,2024-10-21 11:10:00
1086,1009350,258,8,Capacity support,2026-02-19 11:15:00,2026-02-26 11:15:00
1087,1009355,38,5,Multi-department coordination,2024-10-26 10:28:00,2024-10-28 10:28:00
1088,1009374,131,6,Multi-department coordination,2026-05-30 15:46:00,2026-06-05 15:46:00
1089,1009383,58,5,Policy review,2026-01-09 13:51:00,2026-01-17 13:51:00
1090,1009386,29,6,Capacity support,2025-01-02 08:32:00,
1091,1009405,51,3,Multi-department coordination,2025-12-31 08:58:00,2026-01-01 08:58:00
1092,1009431,7,8,SLA risk,2025-02-15 14:27:00,2025-02-18 14:27:00
1093,1009446,102,1,Policy review,2024-10-28 13:40:00,2024-11-04 13:40:00
1094,1009454,178,4,SLA risk,2026-06-04 16:46:00,
1095,1009461,65,3,SLA risk,2026-01-22 11:26:00,2026-01-28 11:26:00
1096,1009464,81,3,SLA risk,2025-06-03 10:51:00,2025-06-04 10:51:00
1097,1009475,34,2,Multi-department coordination,2025-10-10 14:09:00,
1098,1009479,77,1,Capacity support,2024-11-26 08:18:00,2024-12-02 08:18:00
1099,1009499,239,6,SLA risk,2025-02-19 13:27:00,2025-02-20 13:27:00
1100,1009501,9,2,Capacity support,2025-01-20 13:33:00,2025-01-22 13:33:00
1101,1009525,7,4,Capacity support,2024-11-24 16:09:00,
1102,1009529,154,8,Policy review,2025-11-07 12:44:00,2025-11-09 12:44:00
1103,1009531,96,8,SLA risk,2025-09-18 16:18:00,
1104,1009533,203,1,Capacity support,2025-09-25 15:32:00,2025-10-01 15:32:00
1105,1009555,60,6,Multi-department coordination,2026-04-14 13:26:00,
1106,1009561,33,4,Multi-department coordination,2025-02-02 09:24:00,2025-02-03 09:24:00
1107,1009573,156,5,Policy review,2025-12-23 15:47:00,2025-12-29 15:47:00
1108,1009574,52,3,Policy review,2026-06-25 16:46:00,2026-07-01 16:46:00
