status_history_id,request_id,previous_status,new_status,changed_by_user_id,changed_at
1338,1000286,Triaged,Assigned,170,2025-04-26 11:08:00
1339,1000286,Assigned,In Progress,170,2025-04-26 04:08:00
1340,1000286,In Progress,Pending Parent,170,2025-04-27 01:08:00
1341,1000287,,New,26,2025-07-25 16:39:00
1342,1000287,New,Triaged,26,2025-07-26 00:39:00
1343,1000287,Triaged,Assigned,26,2025-07-26 04:39:00
1344,1000288,,New,15,2025-01-20 15:43:00
1345,1000288,New,Triaged,15,2025-01-20 22:43:00
1346,1000288,Triaged,Assigned,15,2025-01-21 19:43:00
1347,1000288,Assigned,In Progress,15,2025-01-21 21:43:00
1348,1000288,In Progress,Resolved,15,2025-01-23 15:43:00
1349,1000289,,New,157,2025-12-19 16:31:00
1350,1000289,New,Triaged,157,2025-12-20 10:31:00
1351,1000289,Triaged,Assigned,157,2025-12-20 20:31:00
1352,1000289,Assigned,In Progress,157,2025-12-21 01:31:00
1353,1000289,In Progress,Resolved,157,2025-12-22 08:31:00
1354,1000290,,New,215,2024-09-12 10:37:00
1355,1000290,New,Triaged,215,2024-09-12 13:37:00
1356,1000290,Triaged,Assigned,215,2024-09-13 10:37:00
1357,1000290,Assigned,In Progress,215,2024-09-14 10:37:00
1358,1000291,,New,136,2024-08-19 16:15:00
1359,1000291,New,Triaged,136,2024-08-20 08:15:00
1360,1000291,Triaged,Assigned,136,2024-08-20 08:15:00
1361,1000291,Assigned,In Progress,136,2024-08-20 13:15:00
1362,1000291,In Progress,Resolved,136,2024-08-21 20:15:00
1363,1000291,Resolved,Closed,136,2024-08-21 08:15:00
1364,1000292,,New,130,2025-08-29 09:26:00
1365,1000292,New,Triaged,130,2025-08-30 01:26:00
1366,1000292,Triaged,Assigned,130,2025-08-30 05:26:00
1367,1000292,Assigned,In Progress,130,2025-08-30 00:26:00
1368,1000292,In Progress,Escalated,130,2025-08-29 17:26:00
1369,1000293,,New,215,2024-09-17 09:50:00
1370,1000293,New,Triaged,215,2024-09-17 12:50:00
1371,1000293,Triaged,Assigned,215,2024-09-18 17:50:00
1372,1000293,Assigned,In Progress,215,2024-09-18 21:50:00
1373,1000294,,New,186,2024-12-06 15:31:00
1374,1000294,New,Triaged,186,2024-12-07 08:31:00
1375,1000294,Triaged,Assigned,186,2024-12-07 19:31:00
1376,1000294,Assigned,In Progress,186,2024-12-07 12:31:00
1377,1000294,In Progress,Pending Parent,186,2024-12-07 03:31:00
1378,1000295,,New,2,2026-01-28 13:20:00
1379,1000295,New,Triaged,2,2026-01-29 05:20:00
1380,1000295,Triaged,Assigned,2,2026-01-29 19:20:00
1381,1000295,Assigned,In Progress,2,2026-01-29 07:20:00
1382,1000295,In Progress,Resolved,2,2026-01-29 05:20:00
1383,1000296,,New,119,2025-09-03 11:18:00
1384,1000296,New,Triaged,119,2025-09-03 18:18:00
1385,1000296,Triaged,Assigned,119,2025-09-03 19:18:00
1386,1000297,,New,207,2025-03-19 14:10:00
1387,1000297,New,Triaged,207,2025-03-20 02:10:00
1388,1000297,Triaged,Assigned,207,2025-03-20 04:10:00
1389,1000298,,New,29,2026-02-25 10:39:00
1390,1000298,New,Triaged,29,2026-02-26 01:39:00
1391,1000298,Triaged,Assigned,29,2026-02-26 06:39:00
1392,1000298,Assigned,In Progress,29,2026-02-25 22:39:00
1393,1000298,In Progress,Pending Student,29,2026-02-25 22:39:00
1394,1000299,,New,145,2026-01-15 11:48:00
1395,1000299,New,Triaged,145,2026-01-15 15:48:00
1396,1000299,Triaged,Assigned,145,2026-01-16 21:48:00
1397,1000299,Assigned,In Progress,145,2026-01-16 08:48:00
1398,1000299,In Progress,Resolved,145,2026-01-17 07:48:00
1399,1000300,,New,16,2025-12-25 14:42:00
1400,1000300,New,Triaged,16,2025-12-25 19:42:00
1401,1000300,Triaged,Assigned,16,2025-12-26 16:42:00
1402,1000300,Assigned,In Progress,16,2025-12-27 02:42:00
1403,1000300,In Progress,Resolved,16,2025-12-27 18:42:00
1404,1000300,Resolved,Closed,16,2025-12-27 11:42:00
1405,1000301,,New,43,2025-06-23 08:50:00
1406,1000301,New,Triaged,43,2025-06-23 17:50:00
1407,1000301,Triaged,Assigned,43,2025-06-24 04:50:00
1408,1000301,Assigned,In Progress,43,2025-06-24 20:50:00
1409,1000301,In Progress,Resolved,43,2025-06-24 12:50:00
1410,1000302,,New,21,2026-04-16 14:43:00
1411,1000302,New,Triaged,21,2026-04-16 16:43:00
1412,1000302,Triaged,Assigned,21,2026-04-16 20:43:00
1413,1000302,Assigned,In Progress,21,2026-04-17 08:43:00
1414,1000302,In Progress,Escalated,21,2026-04-18 10:43:00
1415,1000303,,New,239,2025-12-22 11:17:00
1416,1000303,New,Triaged,239,2025-12-22 13:17:00
1417,1000303,Triaged,Assigned,239,2025-12-23 03:17:00
1418,1000304,,New,12,2026-06-09 09:45:00
1419,1000304,New,Triaged,12,2026-06-09 16:45:00
1420,1000304,Triaged,Assigned,12,2026-06-09 17:45:00
1421,1000304,Assigned,In Progress,12,2026-06-10 00:45:00
1422,1000304,In Progress,Pending Parent,12,2026-06-10 05:45:00
1423,1000305,,New,29,2024-09-30 13:40:00
1424,1000305,New,Triaged,29,2024-09-30 20:40:00
1425,1000305,Triaged,Assigned,29,2024-10-01 15:40:00
1426,1000305,Assigned,In Progress,29,2024-09-30 19:40:00
1427,1000305,In Progress,Resolved,29,2024-10-01 17:40:00
1428,1000306,,New,1,2024-09-17 11:56:00
1429,1000306,New,Triaged,1,2024-09-17 13:56:00
1430,1000306,Triaged,Assigned,1,2024-09-18 09:56:00
1431,1000306,Assigned,In Progress,1,2024-09-19 11:56:00
1432,1000306,In Progress,Escalated,1,2024-09-18 03:56:00
1433,1000307,,New,48,2025-10-13 15:01:00
1434,1000307,New,Triaged,48,2025-10-13 20:01:00
1435,1000307,Triaged,Assigned,48,2025-10-15 01:01:00
1436,1000307,Assigned,In Progress,48,2025-10-14 12:01:00
1437,1000307,In Progress,Pending Parent,48,2025-10-15 15:01:00
1438,1000308,,New,92,2025-07-10 12:59:00
1439,1000308,New,Triaged,92,2025-07-10 18:59:00
1440,1000308,Triaged,Assigned,92,2025-07-11 00:59:00
1441,1000308,Assigned,In Progress,92,2025-07-12 09:59:00
1442,1000308,In Progress,Resolved,92,2025-07-13 04:59:00
1443,1000308,Resolved,Closed,92,2025-07-14 06:59:00
1444,1000309,,New,1,2025-10-23 12:42:00
1445,1000309,New,Triaged,1,2025-10-24 01:42:00
1446,1000309,Triaged,Assigned,1,2025-10-24 22:42:00
1447,1000309,Assigned,In Progress,1,2025-10-23 21:42:00
1448,1000309,In Progress,Resolved,1,2025-10-25 00:42:00
1449,1000309,Resolved,Closed,1,2025-10-27 01:42:00
1450,1000310,,New,21,2025-01-16 10:12:00
1451,1000310,New,Triaged,21,2025-01-17 03:12:00
1452,1000310,Triaged,Assigned,21,2025-01-17 18:12:00
1453,1000310,Assigned,In Progress,21,2025-01-17 04:12:00
1454,1000310,In Progress,Resolved,21,2025-01-18 18:12:00
1455,1000311,,New,76,2025-05-20 11:18:00
1456,1000311,New,Triaged,76,2025-05-21 04:18:00
1457,1000311,Triaged,Assigned,76,2025-05-20 17:18:00
1458,1000311,Assigned,In Progress,76,2025-05-21 23:18:00
1459,1000311,In Progress,Pending Parent,76,2025-05-21 23:18:00
1460,1000312,,New,97,2025-02-12 15:35:00
1461,1000312,New,Triaged,97,2025-02-12 20:35:00
1462,1000312,Triaged,Assigned,97,2025-02-13 21:35:00
1463,1000312,Assigned,In Progress,97,2025-02-13 00:35:00
1464,1000312,In Progress,Resolved,97,2025-02-14 19:35:00
1465,1000312,Resolved,Closed,97,2025-02-15 03:35:00
1466,1000313,,New,174,2025-01-15 08:46:00
1467,1000313,New,Triaged,174,2025-01-16 02:46:00
1468,1000313,Triaged,Assigned,174,2025-01-15 16:46:00
1469,1000313,Assigned,In Progress,174,2025-01-17 14:46:00
1470,1000313,In Progress,Resolved,174,2025-01-17 04:46:00
1471,1000314,,New,14,2025-08-16 16:47:00
1472,1000314,New,Triaged,14,2025-08-17 04:47:00
1473,1000314,Triaged,Assigned,14,2025-08-17 04:47:00
1474,1000314,Assigned,In Progress,14,2025-08-16 22:47:00
1475,1000314,In Progress,Resolved,14,2025-08-19 04:47:00
1476,1000315,,New,63,2026-01-21 16:20:00
1477,1000315,New,Triaged,63,2026-01-22 06:20:00
1478,1000315,Triaged,Assigned,63,2026-01-22 10:20:00
1479,1000315,Assigned,In Progress,63,2026-01-22 16:20:00
1480,1000316,,New,18,2025-12-20 14:38:00
1481,1000316,New,Triaged,18,2025-12-21 07:38:00
1482,1000316,Triaged,Assigned,18,2025-12-22 02:38:00
1483,1000317,,New,171,2025-01-04 08:44:00
1484,1000317,New,Triaged,171,2025-01-04 11:44:00
1485,1000317,Triaged,Assigned,171,2025-01-05 08:44:00
1486,1000317,Assigned,In Progress,171,2025-01-06 08:44:00
1487,1000317,In Progress,Resolved,171,2025-01-06 00:44:00
1488,1000317,Resolved,Closed,171,2025-01-06 05:44:00
1489,1000318,,New,13,2026-05-24 13:25:00
1490,1000318,New,Triaged,13,2026-05-25 01:25:00
1491,1000318,Triaged,Assigned,13,2026-05-25 03:25:00
1492,1000318,Assigned,In Progress,13,2026-05-26 01:25:00
1493,1000319,,New,184,2026-01-28 12:09:00
1494,1000319,New,Triaged,184,2026-01-28 23:09:00
1495,1000319,Triaged,Assigned,184,2026-01-29 22:09:00
1496,1000319,Assigned,In Progress,184,2026-01-29 09:09:00
1497,1000319,In Progress,Resolved,184,2026-01-29 20:09:00
1498,1000320,,New,117,2025-01-01 09:42:00
1499,1000320,New,Triaged,117,2025-01-01 13:42:00
1500,1000320,Triaged,Assigned,117,2025-01-02 17:42:00
1501,1000320,Assigned,In Progress,117,2025-01-03 09:42:00
1502,1000320,In Progress,Resolved,117,2025-01-04 05:42:00
1503,1000320,Resolved,Closed,117,2025-01-03 21:42:00
1504,1000321,,New,38,2026-01-20 11:25:00
1505,1000321,New,Triaged,38,2026-01-21 01:25:00
1506,1000321,Triaged,Assigned,38,2026-01-21 07:25:00
1507,1000321,Assigned,In Progress,38,2026-01-21 14:25:00
1508,1000321,In Progress,Resolved,38,2026-01-22 07:25:00
1509,1000321,Resolved,Closed,38,2026-01-21 22:25:00
1510,1000322,,New,239,2025-06-06 12:25:00
1511,1000322,New,Triaged,239,2025-06-07 05:25:00
1512,1000322,Triaged,Assigned,239,2025-06-07 08:25:00
1513,1000322,Assigned,In Progress,239,2025-06-07 12:25:00
1514,1000323,,New,142,2025-08-26 12:51:00
1515,1000323,New,Triaged,142,2025-08-26 21:51:00
1516,1000323,Triaged,Assigned,142,2025-08-26 16:51:00
1517,1000323,Assigned,In Progress,142,2025-08-28 12:51:00
1518,1000323,In Progress,Resolved,142,2025-08-27 00:51:00
1519,1000324,,New,237,2025-09-11 13:25:00
1520,1000324,New,Triaged,237,2025-09-12 04:25:00
1521,1000324,Triaged,Assigned,237,2025-09-12 01:25:00
1522,1000325,,New,76,2026-04-02 13:14:00
1523,1000325,New,Triaged,76,2026-04-03 00:14:00
1524,1000325,Triaged,Assigned,76,2026-04-02 23:14:00
1525,1000326,,New,212,2026-04-29 09:19:00
1526,1000326,New,Triaged,212,2026-04-30 00:19:00
1527,1000326,Triaged,Assigned,212,2026-04-30 21:19:00
1528,1000326,Assigned,In Progress,212,2026-04-30 03:19:00
1529,1000326,In Progress,Resolved,212,2026-05-02 05:19:00
1530,1000326,Resolved,Closed,212,2026-04-30 15:19:00
1531,1000327,,New,152,2025-07-04 14:11:00
1532,1000327,New,Triaged,152,2025-07-04 22:11:00
1533,1000327,Triaged,Assigned,152,2025-07-05 00:11:00
1534,1000327,Assigned,In Progress,152,2025-07-04 23:11:00
1535,1000328,,New,121,2025-10-09 08:23:00
1536,1000328,New,Triaged,121,2025-10-10 02:23:00
1537,1000328,Triaged,Assigned,121,2025-10-10 04:23:00
1538,1000328,Assigned,In Progress,121,2025-10-10 23:23:00
1539,1000328,In Progress,Resolved,121,2025-10-12 08:23:00
1540,1000328,Resolved,Closed,121,2025-10-12 11:23:00
1541,1000329,,New,73,2025-05-27 12:08:00
1542,1000329,New,Triaged,73,2025-05-27 21:08:00
1543,1000329,Triaged,Assigned,73,2025-05-28 10:08:00
1544,1000330,,New,66,2025-10-30 10:02:00
1545,1000330,New,Triaged,66,2025-10-31 04:02:00
1546,1000330,Triaged,Assigned,66,2025-10-30 16:02:00
1547,1000330,Assigned,In Progress,66,2025-11-01 04:02:00
1548,1000330,In Progress,Resolved,66,2025-10-31 10:02:00
1549,1000331,,New,4,2024-08-19 12:02:00
1550,1000331,New,Triaged,4,2024-08-19 22:02:00
1551,1000331,Triaged,Assigned,4,2024-08-20 00:02:00
1552,1000332,,New,171,2026-03-15 12:28:00
1553,1000332,New,Triaged,171,2026-03-16 03:28:00
1554,1000332,Triaged,Assigned,171,2026-03-16 16:28:00
1555,1000332,Assigned,In Progress,171,2026-03-17 06:28:00
1556,1000332,In Progress,Resolved,171,2026-03-16 16:28:00
1557,1000333,,New,83,2025-09-22 14:56:00
1558,1000333,New,Triaged,83,2025-09-23 01:56:00
1559,1000333,Triaged,Assigned,83,2025-09-23 16:56:00
1560,1000333,Assigned,In Progress,83,2025-09-23 05:56:00
1561,1000334,,New,252,2025-06-17 12:00:00
1562,1000334,New,Triaged,252,2025-06-17 14:00:00
1563,1000334,Triaged,Assigned,252,2025-06-18 00:00:00
1564,1000334,Assigned,In Progress,252,2025-06-19 09:00:00
1565,1000334,In Progress,Resolved,252,2025-06-19 00:00:00
1566,1000334,Resolved,Closed,252,2025-06-20 20:00:00
1567,1000335,,New,122,2025-12-22 14:32:00
1568,1000335,New,Triaged,122,2025-12-23 08:32:00
1569,1000335,Triaged,Assigned,122,2025-12-22 20:32:00
1570,1000335,Assigned,In Progress,122,2025-12-23 14:32:00
1571,1000335,In Progress,Resolved,122,2025-12-24 02:32:00
1572,1000336,,New,177,2024-12-26 09:51:00
1573,1000336,New,Triaged,177,2024-12-26 15:51:00
1574,1000336,Triaged,Assigned,177,2024-12-27 03:51:00
1575,1000336,Assigned,In Progress,177,2024-12-27 09:51:00
1576,1000336,In Progress,Resolved,177,2024-12-27 01:51:00
1577,1000337,,New,141,2026-04-29 13:40:00
1578,1000337,New,Triaged,141,2026-04-30 03:40:00
1579,1000337,Triaged,Assigned,141,2026-04-30 09:40:00
1580,1000337,Assigned,In Progress,141,2026-05-01 10:40:00
1581,1000338,,New,8,2025-10-27 08:46:00
1582,1000338,New,Triaged,8,2025-10-27 17:46:00
1583,1000338,Triaged,Assigned,8,2025-10-28 18:46:00
1584,1000338,Assigned,In Progress,8,2025-10-28 02:46:00
1585,1000339,,New,73,2025-09-16 13:00:00
1586,1000339,New,Triaged,73,2025-09-16 20:00:00
1587,1000339,Triaged,Assigned,73,2025-09-17 07:00:00
1588,1000339,Assigned,In Progress,73,2025-09-18 16:00:00
1589,1000339,In Progress,Resolved,73,2025-09-17 21:00:00
1590,1000340,,New,29,2026-06-16 15:50:00
1591,1000340,New,Triaged,29,2026-06-17 03:50:00
1592,1000340,Triaged,Assigned,29,2026-06-16 21:50:00
1593,1000340,Assigned,In Progress,29,2026-06-17 18:50:00
1594,1000340,In Progress,Resolved,29,2026-06-17 11:50:00
1595,1000340,Resolved,Closed,29,2026-06-18 12:50:00
1596,1000341,,New,41,2025-04-27 12:53:00
1597,1000341,New,Triaged,41,2025-04-28 06:53:00
1598,1000341,Triaged,Assigned,41,2025-04-28 08:53:00
1599,1000341,Assigned,In Progress,41,2025-04-29 06:53:00
1600,1000341,In Progress,Resolved,41,2025-04-27 20:53:00
1601,1000341,Resolved,Closed,41,2025-04-28 08:53:00
1602,1000342,,New,27,2025-05-26 11:00:00
1603,1000342,New,Triaged,27,2025-05-26 23:00:00
1604,1000342,Triaged,Assigned,27,2025-05-27 11:00:00
1605,1000342,Assigned,In Progress,27,2025-05-28 02:00:00
1606,1000342,In Progress,Resolved,27,2025-05-27 15:00:00
1607,1000342,Resolved,Closed,27,2025-05-29 14:00:00
1608,1000343,,New,58,2025-09-27 09:32:00
1609,1000343,New,Triaged,58,2025-09-28 00:32:00
1610,1000343,Triaged,Assigned,58,2025-09-27 23:32:00
1611,1000343,Assigned,In Progress,58,2025-09-28 03:32:00
1612,1000343,In Progress,Resolved,58,2025-09-28 13:32:00
1613,1000343,Resolved,Closed,58,2025-09-28 15:32:00
1614,1000344,,New,6,2025-08-13 15:47:00
1615,1000344,New,Triaged,6,2025-08-13 20:47:00
1616,1000344,Triaged,Assigned,6,2025-08-14 03:47:00
1617,1000345,,New,64,2026-01-17 12:08:00
1618,1000345,New,Triaged,64,2026-01-17 19:08:00
1619,1000345,Triaged,Assigned,64,2026-01-18 18:08:00
1620,1000345,Assigned,In Progress,64,2026-01-18 00:08:00
1621,1000345,In Progress,Resolved,64,2026-01-20 04:08:00
1622,1000346,,New,23,2025-10-03 09:43:00
1623,1000346,New,Triaged,23,2025-10-04 01:43:00
1624,1000346,Triaged,Assigned,23,2025-10-03 23:43:00
1625,1000346,Assigned,In Progress,23,2025-10-05 12:43:00
1626,1000346,In Progress,Resolved,23,2025-10-04 09:43:00
1627,1000347,,New,105,2024-10-15 11:31:00
1628,1000347,New,Triaged,105,2024-10-15 17:31:00
1629,1000347,Triaged,Assigned,105,2024-10-16 01:31:00
1630,1000347,Assigned,In Progress,105,2024-10-16 05:31:00
1631,1000347,In Progress,Resolved,105,2024-10-17 23:31:00
1632,1000348,,New,71,2025-07-27 14:01:00
1633,1000348,New,Triaged,71,2025-07-27 19:01:00
1634,1000348,Triaged,Assigned,71,2025-07-28 02:01:00
1635,1000348,Assigned,In Progress,71,2025-07-28 17:01:00
1636,1000348,In Progress,Resolved,71,2025-07-28 14:01:00
1637,1000349,,New,73,2025-01-30 13:36:00
1638,1000349,New,Triaged,73,2025-01-30 22:36:00
1639,1000349,Triaged,Assigned,73,2025-01-31 09:36:00
1640,1000349,Assigned,In Progress,73,2025-01-31 07:36:00
1641,1000349,In Progress,Resolved,73,2025-01-31 01:36:00
1642,1000350,,New,249,2024-10-09 13:15:00
1643,1000350,New,Triaged,249,2024-10-10 05:15:00
1644,1000350,Triaged,Assigned,249,2024-10-09 17:15:00
1645,1000350,Assigned,In Progress,249,2024-10-11 19:15:00
1646,1000350,In Progress,Resolved,249,2024-10-12 01:15:00
1647,1000350,Resolved,Closed,249,2024-10-12 16:15:00
1648,1000351,,New,102,2026-04-06 15:43:00
1649,1000351,New,Triaged,102,2026-04-06 22:43:00
1650,1000351,Triaged,Assigned,102,2026-04-07 21:43:00
1651,1000352,,New,81,2024-12-02 08:55:00
1652,1000352,New,Triaged,81,2024-12-02 16:55:00
1653,1000352,Triaged,Assigned,81,2024-12-03 00:55:00
1654,1000352,Assigned,In Progress,81,2024-12-04 08:55:00
1655,1000352,In Progress,Resolved,81,2024-12-04 04:55:00
1656,1000353,,New,87,2025-10-04 12:15:00
1657,1000353,New,Triaged,87,2025-10-04 16:15:00
1658,1000353,Triaged,Assigned,87,2025-10-05 18:15:00
1659,1000353,Assigned,In Progress,87,2025-10-05 18:15:00
1660,1000353,In Progress,Resolved,87,2025-10-05 16:15:00
1661,1000354,,New,17,2026-06-04 12:36:00
1662,1000354,New,Triaged,17,2026-06-04 14:36:00
1663,1000354,Triaged,Assigned,17,2026-06-05 02:36:00
1664,1000354,Assigned,In Progress,17,2026-06-04 18:36:00
1665,1000355,,New,48,2025-12-11 08:12:00
1666,1000355,New,Triaged,48,2025-12-12 01:12:00
1667,1000355,Triaged,Assigned,48,2025-12-11 18:12:00
1668,1000355,Assigned,In Progress,48,2025-12-13 11:12:00
1669,1000355,In Progress,Escalated,48,2025-12-14 04:12:00
1670,1000356,,New,161,2026-02-10 16:08:00
1671,1000356,New,Triaged,161,2026-02-10 22:08:00
1672,1000356,Triaged,Assigned,161,2026-02-11 04:08:00
1673,1000356,Assigned,In Progress,161,2026-02-12 01:08:00
1674,1000356,In Progress,Pending Parent,161,2026-02-13 00:08:00
1675,1000357,,New,12,2026-02-11 15:37:00
1676,1000357,New,Triaged,12,2026-02-12 05:37:00
1677,1000357,Triaged,Assigned,12,2026-02-12 21:37:00
1678,1000357,Assigned,In Progress,12,2026-02-13 18:37:00
1679,1000358,,New,207,2026-06-23 11:10:00
1680,1000358,New,Triaged,207,2026-06-24 00:10:00
1681,1000358,Triaged,Assigned,207,2026-06-23 21:10:00
1682,1000358,Assigned,In Progress,207,2026-06-24 05:10:00
1683,1000358,In Progress,Resolved,207,2026-06-25 03:10:00
1684,1000358,Resolved,Closed,207,2026-06-25 13:10:00
1685,1000359,,New,58,2026-01-01 08:21:00
1686,1000359,New,Triaged,58,2026-01-01 11:21:00
1687,1000359,Triaged,Assigned,58,2026-01-01 18:21:00
1688,1000359,Assigned,In Progress,58,2026-01-01 14:21:00
1689,1000359,In Progress,Pending Student,58,2026-01-01 16:21:00
1690,1000360,,New,53,2026-03-05 16:08:00
1691,1000360,New,Triaged,53,2026-03-05 21:08:00
1692,1000360,Triaged,Assigned,53,2026-03-06 14:08:00
1693,1000360,Assigned,In Progress,53,2026-03-07 22:08:00
1694,1000360,In Progress,Resolved,53,2026-03-07 08:08:00
1695,1000360,Resolved,Closed,53,2026-03-06 02:08:00
1696,1000361,,New,131,2024-08-19 12:32:00
1697,1000361,New,Triaged,131,2024-08-19 20:32:00
1698,1000361,Triaged,Assigned,131,2024-08-20 22:32:00
1699,1000361,Assigned,In Progress,131,2024-08-20 03:32:00
1700,1000361,In Progress,Resolved,131,2024-08-22 12:32:00
1701,1000362,,New,153,2024-11-23 16:09:00
1702,1000362,New,Triaged,153,2024-11-24 01:09:00
1703,1000362,Triaged,Assigned,153,2024-11-24 00:09:00
1704,1000362,Assigned,In Progress,153,2024-11-24 22:09:00
1705,1000363,,New,169,2025-01-01 09:34:00
1706,1000363,New,Triaged,169,2025-01-02 02:34:00
1707,1000363,Triaged,Assigned,169,2025-01-02 17:34:00
1708,1000363,Assigned,In Progress,169,2025-01-02 12:34:00
1709,1000363,In Progress,Resolved,169,2025-01-02 21:34:00
1710,1000364,,New,179,2025-11-21 09:32:00
1711,1000364,New,Triaged,179,2025-11-21 17:32:00
1712,1000364,Triaged,Assigned,179,2025-11-21 13:32:00
1713,1000364,Assigned,In Progress,179,2025-11-22 00:32:00
1714,1000364,In Progress,Pending Parent,179,2025-11-24 09:32:00
1715,1000365,,New,171,2026-05-09 11:11:00
1716,1000365,New,Triaged,171,2026-05-10 00:11:00
1717,1000365,Triaged,Assigned,171,2026-05-10 17:11:00
1718,1000365,Assigned,In Progress,171,2026-05-10 02:11:00
1719,1000366,,New,176,2025-03-19 10:47:00
1720,1000366,New,Triaged,176,2025-03-19 18:47:00
1721,1000366,Triaged,Assigned,176,2025-03-19 14:47:00
1722,1000366,Assigned,In Progress,176,2025-03-20 16:47:00
1723,1000366,In Progress,Pending Parent,176,2025-03-20 14:47:00
1724,1000367,,New,245,2025-01-02 10:32:00
1725,1000367,New,Triaged,245,2025-01-03 04:32:00
1726,1000367,Triaged,Assigned,245,2025-01-02 22:32:00
1727,1000368,,New,89,2025-08-28 09:59:00
1728,1000368,New,Triaged,89,2025-08-28 16:59:00
1729,1000368,Triaged,Assigned,89,2025-08-29 07:59:00
1730,1000368,Assigned,In Progress,89,2025-08-29 00:59:00
1731,1000368,In Progress,Resolved,89,2025-08-29 01:59:00
1732,1000369,,New,178,2025-03-20 14:20:00
1733,1000369,New,Triaged,178,2025-03-21 04:20:00
1734,1000369,Triaged,Assigned,178,2025-03-21 00:20:00
1735,1000369,Assigned,In Progress,178,2025-03-21 14:20:00
1736,1000370,,New,122,2026-06-15 14:24:00
1737,1000370,New,Triaged,122,2026-06-16 05:24:00
1738,1000370,Triaged,Assigned,122,2026-06-16 00:24:00
1739,1000371,,New,203,2025-10-19 11:31:00
1740,1000371,New,Triaged,203,2025-10-19 16:31:00
1741,1000371,Triaged,Assigned,203,2025-10-19 23:31:00
1742,1000371,Assigned,In Progress,203,2025-10-19 23:31:00
1743,1000372,,New,54,2026-02-18 12:43:00
1744,1000372,New,Triaged,54,2026-02-18 23:43:00
1745,1000372,Triaged,Assigned,54,2026-02-20 00:43:00
1746,1000372,Assigned,In Progress,54,2026-02-20 06:43:00
1747,1000372,In Progress,Resolved,54,2026-02-21 08:43:00
1748,1000373,,New,239,2025-06-12 15:09:00
1749,1000373,New,Triaged,239,2025-06-13 03:09:00
1750,1000373,Triaged,Assigned,239,2025-06-13 07:09:00
1751,1000373,Assigned,In Progress,239,2025-06-14 21:09:00
1752,1000374,,New,158,2026-04-15 10:58:00
1753,1000374,New,Triaged,158,2026-04-16 02:58:00
1754,1000374,Triaged,Assigned,158,2026-04-16 12:58:00
1755,1000375,,New,16,2026-04-06 09:06:00
1756,1000375,New,Triaged,16,2026-04-06 19:06:00
1757,1000375,Triaged,Assigned,16,2026-04-07 21:06:00
1758,1000375,Assigned,In Progress,16,2026-04-08 00:06:00
1759,1000375,In Progress,Resolved,16,2026-04-06 21:06:00
1760,1000375,Resolved,Closed,16,2026-04-10 03:06:00
1761,1000376,,New,197,2025-08-04 16:20:00
1762,1000376,New,Triaged,197,2025-08-05 07:20:00
1763,1000376,Triaged,Assigned,197,2025-08-05 14:20:00
1764,1000376,Assigned,In Progress,197,2025-08-05 10:20:00
1765,1000376,In Progress,Resolved,197,2025-08-06 08:20:00
1766,1000377,,New,23,2025-01-11 11:12:00
1767,1000377,New,Triaged,23,2025-01-11 22:12:00
1768,1000377,Triaged,Assigned,23,2025-01-11 17:12:00
1769,1000377,Assigned,In Progress,23,2025-01-12 11:12:00
1770,1000377,In Progress,Resolved,23,2025-01-12 11:12:00
1771,1000377,Resolved,Closed,23,2025-01-13 03:12:00
1772,1000378,,New,95,2024-11-03 15:56:00
1773,1000378,New,Triaged,95,2024-11-03 18:56:00
1774,1000378,Triaged,Assigned,95,2024-11-03 21:56:00
1775,1000378,Assigned,In Progress,95,2024-11-04 06:56:00
1776,1000378,In Progress,Resolved,95,2024-11-05 07:56:00
1777,1000379,,New,81,2025-09-04 11:36:00
1778,1000379,New,Triaged,81,2025-09-04 18:36:00
1779,1000379,Triaged,Assigned,81,2025-09-04 15:36:00
1780,1000379,Assigned,In Progress,81,2025-09-04 20:36:00
1781,1000380,,New,171,2026-02-15 13:26:00
1782,1000380,New,Triaged,171,2026-02-16 07:26:00
1783,1000380,Triaged,Assigned,171,2026-02-16 21:26:00
1784,1000380,Assigned,In Progress,171,2026-02-16 13:26:00
1785,1000380,In Progress,Pending Student,171,2026-02-16 13:26:00
1786,1000381,,New,158,2025-03-27 13:03:00
1787,1000381,New,Triaged,158,2025-03-27 19:03:00
1788,1000381,Triaged,Assigned,158,2025-03-28 09:03:00
1789,1000381,Assigned,In Progress,158,2025-03-29 19:03:00
1790,1000382,,New,26,2025-04-02 10:18:00
1791,1000382,New,Triaged,26,2025-04-02 13:18:00
1792,1000382,Triaged,Assigned,26,2025-04-03 10:18:00
1793,1000382,Assigned,In Progress,26,2025-04-04 16:18:00
1794,1000382,In Progress,Resolved,26,2025-04-02 22:18:00
1795,1000383,,New,63,2025-01-05 09:22:00
1796,1000383,New,Triaged,63,2025-01-06 00:22:00
1797,1000383,Triaged,Assigned,63,2025-01-06 13:22:00
1798,1000383,Assigned,In Progress,63,2025-01-07 03:22:00
1799,1000383,In Progress,Resolved,63,2025-01-07 13:22:00
1800,1000384,,New,14,2024-10-09 10:52:00
1801,1000384,New,Triaged,14,2024-10-09 19:52:00
1802,1000384,Triaged,Assigned,14,2024-10-10 04:52:00
1803,1000384,Assigned,In Progress,14,2024-10-11 01:52:00
1804,1000384,In Progress,Escalated,14,2024-10-10 22:52:00
